WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code,P kg/per year
NOGENT-LE-PHAYE,48.4494685,1.574996026,2000,8640,France,Centre — Val de Loire,FRB0,FR,1440
SAINT-REMY-SUR-AVRE,48.76108136,1.25182202,6000,25920,France,Centre — Val de Loire,FRB0,FR,4320
SAINT-SYMPHORIEN-LE-CHATEAU,48.52047595,1.756025364,2150,9288,France,Centre — Val de Loire,FRB0,FR,1548
SENONCHES,48.56281948,1.042378336,5000,21600,France,Centre — Val de Loire,FRB0,FR,3600
THIVARS,48.38577717,1.456827607,2700,11664,France,Centre — Val de Loire,FRB0,FR,1944
TOURY,48.1869614,1.934241512,4167,18001.44,France,Centre — Val de Loire,FRB0,FR,3000.24
BELLEGARDE,47.99266325,2.454425917,4200,18144,France,Centre — Val de Loire,FRB0,FR,3024
CHATEAU-RENARD,47.92749756,2.923689375,5000,21600,France,Centre — Val de Loire,FRB0,FR,3600
CHATILLON-COLIGNY,47.83304765,2.837812129,3500,15120,France,Centre — Val de Loire,FRB0,FR,2520
COURTENAY,48.04036439,3.043074077,9883,42694.56,France,Bourgogne,FRC1,FR,7115.76
DORDIVES,48.15233741,2.763141536,4500,19440,France,Centre — Val de Loire,FRB0,FR,3240
FERRIERES,48.09389893,2.785217342,5500,23760,France,Centre — Val de Loire,FRB0,FR,3960
LORRIS,47.89442248,2.515828755,3500,15120,France,Centre — Val de Loire,FRB0,FR,2520
LOURY,47.98329406,2.065311902,5000,21600,France,Centre — Val de Loire,FRB0,FR,3600
MALESHERBES,48.30054422,2.418333749,18000,77760,France,Centre — Val de Loire,FRB0,FR,12960
CHALETTE/MONTARGIS,48.01523452,2.726132676,85000,367200,France,Centre — Val de Loire,FRB0,FR,61200
AMILLY,47.97628952,2.756342198,17000,73440,France,Centre — Val de Loire,FRB0,FR,12240
NEUVILLE AUX BOIS,48.07943668,2.063089815,8200,35424,France,Centre — Val de Loire,FRB0,FR,5904
NOGENT-SUR-VERNISSON,47.85361049,2.74541843,3500,15120,France,Centre — Val de Loire,FRB0,FR,2520
OUZOUER-SUR-LOIRE,47.76681171,2.468769083,3300,14256,France,Centre — Val de Loire,FRB0,FR,2376
PITHIVIERS,48.17353759,2.263448858,35000,151200,France,Centre — Val de Loire,FRB0,FR,25200
PUISEAUX,48.20583318,2.452222662,6000,25920,France,Centre — Val de Loire,FRB0,FR,4320
SERMAISES,48.29821818,2.193552546,2500,10800,France,Centre — Val de Loire,FRB0,FR,1800
AGON COUTAINVILLE,49.0546779,-1.593273267,35300,152496,France,Basse-Normandie,FRD1,FR,25416
AVRANCHES / LE VAL-SAINT-PERE,48.6829526,-1.376876066,40000,172800,France,Basse-Normandie,FRD1,FR,28800
BEAUMONT HAGUE,49.66798444,-1.83610675,4000,17280,France,Basse-Normandie,FRD1,France,2880
BREHAL LA VANLEE,48.8890439,-1.522706954,5300,22896,France,Basse-Normandie,FRD1,FR,3816
BRICQUEBEC,49.46444252,-1.635417822,4000,17280,France,Basse-Normandie,FRD1,FR,2880
CARENTAN - ST COME,49.32747582,-1.270598208,66670,288014.4,France,Basse-Normandie,FRD1,FR,48002.4
EQUEURDREVILLE,49.66044463,-1.683654334,45000,194400,France,Basse-Normandie,FRD1,France,32400
CONDE SUR VIRE INDUSTRIELLE,49.0483069,-1.046501443,40000,172800,France,Basse-Normandie,FRD1,FR,28800
COUTANCES,49.0360109,-1.445896539,20000,86400,France,Basse-Normandie,FRD1,FR,14400
DUCEY,48.6229266,-1.295838118,2600,11232,France,Basse-Normandie,FRD1,FR,1872
GAVRAY,48.91108041,-1.360496682,1630,7041.6,France,Basse-Normandie,FRD1,FR,1173.6
GOUVILLE SUR MER / BOUES ACTIVÉES,49.10299729,-1.591646875,4500,19440,France,Basse-Normandie,FRD1,FR,3240
GRANVILLE - GOELANE,48.8452191,-1.567037692,70000,302400,France,Basse-Normandie,FRD1,FR,50400
SAINT-SYMPHORIEN-LE-VALOIS 2,49.29939833,-1.567436079,7200,31104,France,Basse-Normandie,FRD1,FR,5184
LA LUCERNE-D'OUTREMER 2,48.79696615,-1.402853475,3500,15120,France,Basse-Normandie,FRD1,FR,2520
LESSAY,49.21852708,-1.538841326,5000,21600,France,Basse-Normandie,FRD1,FR,3600
MARIGNY NOUVELLE,49.1003099,-1.249631982,2700,11664,France,Basse-Normandie,FRD1,FR,1944
MARTINVAST,49.61210878,-1.645835777,8000,34560,France,Basse-Normandie,FRD1,France,5760
MONTEBOURG NOUVELLE,49.48262419,-1.381979026,3700,15984,France,Basse-Normandie,FRD1,FR,2664
MONTFARVILLE,49.6625255,-1.265153424,5500,23760,France,Basse-Normandie,FRD1,France,3960
MONTMARTIN SUR MER,48.98481846,-1.552686665,21600,93312,France,Basse-Normandie,FRD1,FR,15552
LE MONT SAINT MICHEL,48.60603952,-1.493249419,5000,21600,France,Bretagne,FRH0,FR,3600
MORTAIN LE MOULIN FOULIER,48.64421455,-0.9482578125,6400,27648,France,Basse-Normandie,FRD1,FR,4608
PERIERS,49.19354562,-1.407564269,3000,12960,France,Basse-Normandie,FRD1,FR,2160
PICAUVILLE,49.37503478,-1.427353878,2700,11664,France,Basse-Normandie,FRD1,FR,1944
LES PIEUX,49.50203934,-1.801788156,5000,21600,France,Basse-Normandie,FRD1,France,3600
PIROU,49.17243284,-1.584117726,10000,43200,France,Basse-Normandie,FRD1,FR,7200
PONT-HEBERT 2,49.17069379,-1.121511305,4200,18144,France,Basse-Normandie,FRD1,FR,3024
PONTORSON,48.56281943,-1.516295459,10000,43200,France,Bretagne,FRH0,FR,7200
PORTBAIL2,49.34086162,-1.681918665,6000,25920,France,Basse-Normandie,FRD1,FR,4320
SAINT VAAST LA HOUGUE,49.59170429,-1.287546579,12000,51840,France,Basse-Normandie,FRD1,France,8640
SAINT-GERMAIN-SUR-AY (NOUVELLE),49.22770855,-1.625089194,4000,17280,France,Basse-Normandie,FRD1,FR,2880
SAINT HILAIRE DU HARCOUET,48.57704233,-1.109416253,9860,42595.2,France,Basse-Normandie,FRD1,FR,7099.2
SAINT JAMES,48.54074703,-1.332377071,5500,23760,France,Bretagne,FRH0,FR,3960
SAINT LO,49.12457529,-1.105878076,40000,172800,France,Basse-Normandie,FRD1,FR,28800
SAINT PIERRE EGLISE,49.67437532,-1.39853012,2300,9936,France,Basse-Normandie,FRD1,France,1656
SAINT-SAUVEUR-LE-VICOMTE,49.38497169,-1.525101439,2750,11880,France,Basse-Normandie,FRD1,FR,1980
SOURDEVAL,48.71293513,-0.9262649554,9999,43195.68,France,Basse-Normandie,FRD1,FR,7199.28
LE TEILLEUL 2,48.54295823,-0.8706772708,2200,9504,France,Basse-Normandie,FRD1,FR,1584
TORIGNI,49.03563227,-0.988889794,9900,42768,France,Basse-Normandie,FRD1,FR,7128
VALOGNES,49.4971598,-1.479698265,12000,51840,France,Basse-Normandie,FRD1,FR,8640
VILLEDIEU-LES-POELES,48.85324837,-1.216387154,8000,34560,France,Basse-Normandie,FRD1,FR,5760
SAINT MARTIN D'ABLOIS,49.01766076,3.879453708,4500,19440,France,Champagne-Ardenne,FRF2,FR,3240
AIGNY,49.03384917,4.205504073,3220,13910.4,France,Champagne-Ardenne,FRF2,FR,2318.4
AVIZE,48.98150629,4.031302928,7000,30240,France,Champagne-Ardenne,FRF2,FR,5040
AY,49.04770056,4.00486114,39167,169201.44,France,Champagne-Ardenne,FRF2,FR,28200.24
CHALONS-EN-CHAMPAGNE,48.96587716,4.339632685,99170,428414.4,France,Champagne-Ardenne,FRF2,FR,71402.4
CONNANTRE,48.72315471,3.915361588,1950,8424,France,Champagne-Ardenne,FRF2,FR,1404
CRAMANT-CUIS,48.99484619,3.982669962,2500,10800,France,Champagne-Ardenne,FRF2,FR,1800
DAMERY-VENTEUIL,49.07441914,3.85456139,5000,21600,France,Champagne-Ardenne,FRF2,FR,3600
DORMANS,49.0707053,3.630465259,5300,22896,France,Champagne-Ardenne,FRF2,FR,3816
EPERNAY,49.06024263,3.915094976,138300,597456,France,Champagne-Ardenne,FRF2,FR,99576
ESTERNAY,48.72963844,3.55490058,2333,10078.56,France,Champagne-Ardenne,FRF2,FR,1679.76
FERE CHAMPENOISE,48.74733495,3.982962376,3000,12960,France,Champagne-Ardenne,FRF2,FR,2160
FISMES 2,49.31105343,3.665312098,9200,39744,France,Picardie,FRE2,FR,6624
HERMONVILLE2,49.33927966,3.916700278,2200,9504,France,Champagne-Ardenne,FRF2,FR,1584
ISLES SUR SUIPPE,49.36237199,4.192990594,12000,51840,France,Champagne-Ardenne,FRF2,FR,8640
JONCHERY SUR VESLE,49.29479444,3.817068179,2500,10800,France,Champagne-Ardenne,FRF2,FR,1800
LUDES-MAILLY,49.16830851,4.084565427,2250,9720,France,Champagne-Ardenne,FRF2,FR,1620
LES MESNEUX,49.22949134,3.964133813,3500,15120,France,Champagne-Ardenne,FRF2,FR,2520
MONTMIRAIL - LA FOLIE,48.86356295,3.547916647,5500,23760,France,Champagne-Ardenne,FRF2,FR,3960
MOURMELON LE GRAND,49.13904518,4.350757425,4300,18576,France,Champagne-Ardenne,FRF2,FR,3096
MUIZON,49.27805239,3.894782538,9500,41040,France,Champagne-Ardenne,FRF2,FR,6840
PARGNY SUR SAULX,48.76828282,4.821909273,2500,10800,France,Champagne-Ardenne,FRF2,FR,1800
REIMS,49.27998656,3.990168359,408300,1763856,France,Champagne-Ardenne,FRF2,FR,293976
STE MENEHOULD,49.09548212,4.886749522,7000,30240,France,Champagne-Ardenne,FRF2,FR,5040
SERMAIZE VILLE,48.78698789,4.896366428,2500,10800,France,Champagne-Ardenne,FRF2,FR,1800
SEZANNE,48.71344566,3.733639713,9900,42768,France,Champagne-Ardenne,FRF2,FR,7128
SUIPPES,49.13257456,4.526434735,5400,23328,France,Champagne-Ardenne,FRF2,FR,3888
TOURS-SUR-MARNE,49.04598013,4.127754722,2400,10368,France,Champagne-Ardenne,FRF2,FR,1728
TREPAIL,49.10324387,4.185629833,800,3456,France,Champagne-Ardenne,FRF2,FR,576
VERTUS - VOIPREUX,48.88887085,4.060604712,5950,25704,France,Champagne-Ardenne,FRF2,FR,4284
VITRY-LE-FRANCOIS,48.74016425,4.581838727,67933,293470.56,France,Champagne-Ardenne,FRF2,FR,48911.76
WITRY LES REIMS,49.29429007,4.111994527,7500,32400,France,Champagne-Ardenne,FRF2,FR,5400
BOLOGNE,48.20615512,5.139609947,3000,12960,France,Champagne-Ardenne,FRF2,FR,2160
CHAUMONT-TANNERIES,48.12000106,5.134710898,33000,142560,France,Champagne-Ardenne,FRF2,FR,23760
CHAUMONT - CHAMARANDES-CHOIGNES,48.10658453,5.158160466,6000,25920,France,Champagne-Ardenne,FRF2,FR,4320
CHAUMONT-ABATTOIRS,48.12301524,5.151624995,3000,12960,France,Champagne-Ardenne,FRF2,FR,2160
JOINVILLE,48.45050357,5.14974026,6000,25920,France,Champagne-Ardenne,FRF2,FR,4320
LANGRES,47.88077217,5.336931725,36250,156600,France,Champagne-Ardenne,FRF2,FR,26100
MONTIER-EN-DER,48.48675194,4.755796797,9900,42768,France,Champagne-Ardenne,FRF2,FR,7128
NOGENT,48.02437316,5.331579345,6167,26641.44,France,Champagne-Ardenne,FRF2,FR,4440.24
SAINT-DIZIER,48.62895809,4.932622537,50000,216000,France,Champagne-Ardenne,FRF2,FR,36000
VILLIERS EN LIEU,48.66206818,4.88663457,3000,12960,France,Champagne-Ardenne,FRF2,FR,2160
WASSY,48.5029035,4.940883379,5000,21600,France,Champagne-Ardenne,FRF2,FR,3600
ANCERVILLE,48.61671517,5.000539246,3500,15120,France,Champagne-Ardenne,FRF2,FR,2520
FAINS-VEEL_BAR-LE-DUC,48.78964418,5.142160478,35000,151200,France,Lorraine,FRF3,FR,25200
TRONVILLE-EN-BARROIS_LIGNY-EN-BARROIS,48.72605433,5.274710131,15000,64800,France,Lorraine,FRF3,FR,10800
REVIGNY-SUR-ORNAIN,48.82048488,4.967378056,9500,41040,France,Champagne-Ardenne,FRF2,FR,6840
MOGNEVILLE55,48.77366527,5.01764963,2700,11664,France,Lorraine,FRF3,FR,1944
CHATEAU CHINON VILLE,47.07464703,3.924923853,3800,16416,France,Bourgogne,FRC1,FR,2736
CLAMECY_VILLE,47.46406074,3.523727037,6000,25920,France,Bourgogne,FRC1,FR,4320
CORBIGNY_VILLE,47.26018518,3.67975793,4500,19440,France,Bourgogne,FRC1,FR,3240
ATTICHY,49.40934563,3.043143375,4000,17280,France,Picardie,FRE2,FR,2880
AIRION,49.42881564,2.417931571,4200,18144,France,Picardie,FRE2,FR,3024
BAILLEUL SUR THERAIN,49.38243113,2.222242634,2500,10800,France,Picardie,FRE2,FR,1800
BEAUVAIS,49.41967911,2.109812142,110000,475200,France,Picardie,FRE2,FR,79200
BETHISY-SAINT-PIERRE,49.30333261,2.792918872,6200,26784,France,Picardie,FRE2,FR,4464
BORAN SUR OISE,49.1629582,2.361433233,3250,14040,France,Picardie,FRE2,FR,2340
BRESLES,49.39915454,2.251381697,9000,38880,France,Picardie,FRE2,FR,6480
BRETEUIL SUR NOYE,49.63718913,2.308609274,7300,31536,France,Picardie,FRE2,FR,5256
CAMBRONNE-LES-RIBECOURT,49.50201321,2.912274373,3000,12960,France,Picardie,FRE2,FR,2160
CATIGNY,49.64380631,2.927945514,2400,10368,France,Picardie,FRE2,FR,1728
CHAMANT,49.21574388,2.607809292,2000,8640,France,Picardie,FRE2,FR,1440
CHAUMONT EN VEXIN,49.27069197,1.870762017,5000,21600,France,Picardie,FRE2,FR,3600
CHOISY-AU-BAC (NOUVELLE),49.43404385,2.868054617,6400,27648,France,Picardie,FRE2,FR,4608
CIRES LES MELLO,49.26840977,2.362012191,8000,34560,France,Picardie,FRE2,FR,5760
CLAIROIX,49.43898073,2.854493305,4000,17280,France,Picardie,FRE2,FR,2880
BREUIL LE VERT,49.37609284,2.437854975,35500,153360,France,Picardie,FRE2,FR,25560
COUDUN,49.45725332,2.821033635,4000,17280,France,Picardie,FRE2,FR,2880
MONTATAIRE,49.24585946,2.450847166,128333,554398.56,France,Picardie,FRE2,FR,92399.76
CREPY EN VALOIS,49.23999821,2.876375932,22250,96120,France,Picardie,FRE2,FR,16020
CRESSONSACQ,49.45519674,2.570992485,3000,12960,France,Picardie,FRE2,FR,2160
CREVECOEUR LE GRAND - RUE DU BOIS,49.60824681,2.091992623,5400,23328,France,Picardie,FRE2,FR,3888
CUISE-LA-MOTTE (NOUVELLE),49.40561415,3.002754805,7550,32616,France,Picardie,FRE2,FR,5436
FEUQUIERES,49.64740721,1.856154979,3000,12960,France,Picardie,FRE2,FR,2160
FLEURY 60,49.23606534,1.967670492,12700,54864,France,Picardie,FRE2,FR,9144
FORMERIE,49.64437946,1.726931314,8000,34560,France,Haute-Normandie,FRD2,FR,5760
FLEURINES,49.26010495,2.577144836,2000,8640,France,Picardie,FRE2,FR,1440
GRANDVILLIERS,49.67205044,1.937606714,5000,21600,France,Picardie,FRE2,FR,3600
HERMES-2,49.3499218,2.257242355,20000,86400,France,Picardie,FRE2,FR,14400
LA CROIX-SAINT-OUEN,49.36861253,2.773744727,125000,540000,France,Picardie,FRE2,FR,90000
PLESSIS-BELLEVILLE LAGNY LE SEC,49.08748815,2.727454771,12520,54086.4,France,Ile-de-France,FR10,FR,9014.4
LAMORLAYE,49.14869938,2.433442679,8000,34560,France,Picardie,FRE2,FR,5760
LASSIGNY,49.59187878,2.852594576,5000,21600,France,Picardie,FRE2,FR,3600
MOGNEVILLE,49.30968985,2.457496329,27000,116640,France,Picardie,FRE2,FR,19440
MACHEMONT,49.49523341,2.868822116,3000,12960,France,Picardie,FRE2,FR,2160
MAIGNELAY MONTIGNY,49.5422919,2.510768001,3000,12960,France,Picardie,FRE2,FR,2160
MERU,49.21779298,2.145307137,36000,155520,France,Picardie,FRE2,FR,25920
MILLY-SUR-THERAIN,49.49889451,1.989526317,7000,30240,France,Picardie,FRE2,FR,5040
STEP DE MORIENVAL,49.28819128,2.905546331,2000,8640,France,Picardie,FRE2,FR,1440
MOUY,49.31257177,2.329649697,15720,67910.4,France,Picardie,FRE2,FR,11318.4
NANTEUIL LE HAUDOUIN,49.14576887,2.795906057,9500,41040,France,Picardie,FRE2,FR,6840
LE MESNIL EN THELLE,49.16908344,2.285080066,15000,64800,France,Picardie,FRE2,FR,10800
ORROUY,49.28820003,2.844528594,2500,10800,France,Picardie,FRE2,FR,1800
PIERREFONDS_2,49.3570906,2.971707245,3000,12960,France,Picardie,FRE2,FR,2160
BRENOUILLE PONT ST MAXENCE,49.30425849,2.576137132,37650,162648,France,Picardie,FRE2,FR,27108
REMY,49.44139728,2.724520456,12200,52704,France,Picardie,FRE2,FR,8784
RIBECOURT DRESLINCOURT,49.50374916,2.928031374,10300,44496,France,Picardie,FRE2,FR,7416
RIVECOURT,49.34512861,2.723741278,5200,22464,France,Picardie,FRE2,FR,3744
ROCHY-CONDE,49.3966668,2.184952668,2200,9504,France,Picardie,FRE2,FR,1584
SACY LE GRAND,49.34677506,2.548160695,3000,12960,France,Picardie,FRE2,FR,2160
SAINT-AUBIN-EN-BRAY,49.44018687,1.901327367,6200,26784,France,Picardie,FRE2,FR,4464
SAINT-GERMER-DE-FLY,49.45570642,1.76645746,2400,10368,France,Picardie,FRE2,FR,1728
SAINTINES,49.31022309,2.765943923,3500,15120,France,Picardie,FRE2,FR,2520
SAINT-JUST-EN-CHAUSSEE,49.49705486,2.439375479,14000,60480,France,Picardie,FRE2,FR,10080
ST MAXIMIN,49.22851549,2.442575398,5000,21600,France,Picardie,FRE2,FR,3600
ST OMER EN CHAUSSEE,49.52709026,1.998236951,3000,12960,France,Picardie,FRE2,FR,2160
SAINT PAUL LE MONT,49.41669215,2.000108407,5000,21600,France,Picardie,FRE2,FR,3600
SENLIS,49.19665678,2.563190197,25000,108000,France,Picardie,FRE2,FR,18000
SERIFONTAINE 2,49.34631518,1.770146692,4150,17928,France,Picardie,FRE2,FR,2988
THOUROTTE,49.47049407,2.872084789,12367,53425.44,France,Picardie,FRE2,FR,8904.24
TRACY LE MONT NOUVELLE,49.48335887,2.983570345,3500,15120,France,Picardie,FRE2,FR,2520
VERBERIE,49.31072437,2.71478243,4667,20161.44,France,Picardie,FRE2,FR,3360.24
VILLENEUVE-LES-SABLONS,49.23437673,2.069494485,7300,31536,France,Picardie,FRE2,FR,5256
VILLERS SAINT-PAUL,49.27754087,2.498573559,14500,62640,France,Picardie,FRE2,FR,10440
VILLERS SOUS ST LEU,49.20557404,2.389172917,18167,78481.44,France,Picardie,FRE2,FR,13080.24
ARGENTAN,48.74233399,-0.04220333572,35000,151200,France,Basse-Normandie,FRD1,FR,25200
ATHIS-DE-L'ORNE,48.81369153,-0.4971044218,2100,9072,France,Basse-Normandie,FRD1,FR,1512
BRIOUZE,48.70093186,-0.3561284309,3000,12960,France,Basse-Normandie,FRD1,FR,2160
SEVRAI 2013,48.7146702,-0.1310466723,2500,10800,France,Basse-Normandie,FRD1,FR,1800
CALIGNY,48.77442844,-0.5870270661,60000,259200,France,Basse-Normandie,FRD1,FR,43200
GACE,48.79943286,0.2925053983,9000,38880,France,Basse-Normandie,FRD1,FR,6480
SAINT-SULPICE-SUR-RISLE,48.77376887,0.6444853028,20000,86400,France,Basse-Normandie,FRD1,FR,14400
LONGNY-AU-PERCHE,48.52602048,0.7517167887,2050,8856,France,Basse-Normandie,FRD1,FR,1476
SAINT-GEORGES-DES-GROSEILLERS,48.78203509,-0.5669245431,2500,10800,France,Basse-Normandie,FRD1,FR,1800
SEES 2006,48.60438406,0.1605002849,8450,36504,France,Basse-Normandie,FRD1,FR,6084
TINCHEBRAY,48.77172459,-0.7252879038,5500,23760,France,Basse-Normandie,FRD1,FR,3960
TRUN,48.84243149,0.0262896953,2370,10238.4,France,Basse-Normandie,FRD1,FR,1706.4
VIMOUTIERS,48.93600852,0.1911819024,5400,23328,France,Basse-Normandie,FRD1,FR,3888
PARIS SEINE AVAL,48.97753867,2.1675782,7500000,32400000,France,Ile-de-France,FR10,FR,5400000
PARIS SEINE GRÉSILLONS,48.95242572,2.016138038,1212000,5235840,France,Ile-de-France,FR10,FR,872640
PARIS SEINE-CENTRE,48.93299396,2.245943297,900000,3888000,France,Ile-de-France,FR10,FR,648000
PARIS MARNE AVAL,48.85051137,2.520726279,550000,2376000,France,Ile-de-France,FR10,FR,396000
PARIS SEINE-AMONT,48.76227743,2.45852029,3600000,15552000,France,Ile-de-France,FR10,FR,2592000
PARIS SEINE-MORÉE,48.95251606,2.464759512,320000,1382400,France,Ile-de-France,FR10,FR,230400
VAL-DE-SAANE,49.71057443,0.9615632207,1500,6480,France,Haute-Normandie,FRD2,FR,1080
ARQUES-LA-BATAILLE,49.88399247,1.135332696,2600,11232,France,Haute-Normandie,FRD2,FR,1872
AUFFAY,49.72402995,1.095369569,3500,15120,France,Haute-Normandie,FRD2,FR,2520
AUMALE,49.77959835,1.75835305,5000,21600,France,Picardie,FRE2,FR,3600
GOUY - SEINE-MARITIME,49.35531779,1.138431994,5400,23328,France,Haute-Normandie,FRD2,FR,3888
BACQUEVILLE-EN-CAUX,49.78852672,0.988674974,2300,9936,France,Haute-Normandie,FRD2,FR,1656
BARENTIN,49.52474036,0.9255008787,41200,177984,France,Haute-Normandie,FRD2,FR,29664
BEC-DE-MORTAGNE,49.71175763,0.4240189295,3200,13824,France,Haute-Normandie,FRD2,FR,2304
BLANGY-SUR-BRESLE,49.93758227,1.61408227,6000,25920,France,Picardie,FRE2,FR,4320
BOLBEC,49.54553782,0.4941671801,50000,216000,France,Haute-Normandie,FRD2,FR,36000
BOOS,49.37537981,1.181137122,3500,15120,France,Haute-Normandie,FRD2,FR,2520
BOSC-LE-HARD,49.63448912,1.167850992,2250,9720,France,Haute-Normandie,FRD2,FR,1620
BUCHY,49.57882884,1.353445831,2800,12096,France,Haute-Normandie,FRD2,FR,2016
CANY-BARVILLE,49.79511551,0.6360182079,30000,129600,France,Haute-Normandie,FRD2,FR,21600
RIVES-EN-SEINE_CAUDEBEC-EN-CAUX,49.52366781,0.7124000965,9800,42336,France,Haute-Normandie,FRD2,FR,7056
CRIEL-SUR-MER,50.0232978,1.313948117,12000,51840,France,Haute-Normandie,FRD2,FR,8640
CRIQUETOT-L'ESNEVAL,49.64594722,0.2551323352,1850,7992,France,Haute-Normandie,FRD2,France,1332
DIEPPE,49.91089558,1.102039455,61700,266544,France,Haute-Normandie,FRD2,FR,44424
DOUDEVILLE,49.72434235,0.7735900586,3700,15984,France,Haute-Normandie,FRD2,FR,2664
DUCLAIR,49.48224222,0.8705545385,4000,17280,France,Haute-Normandie,FRD2,FR,2880
ELBEUF-SUR-SEINE,49.30992078,1.00288706,118000,509760,France,Haute-Normandie,FRD2,FR,84960
ELETOT,49.79494833,0.4795634677,2300,9936,France,Haute-Normandie,FRD2,France,1656
ENVERMEU,49.89466308,1.251742197,2700,11664,France,Haute-Normandie,FRD2,FR,1944
ETRETAT,49.7113327,0.2239381021,4700,20304,France,Haute-Normandie,FRD2,France,3384
TERRES-DE-CAUX_FAUVILLE-EN-CAUX,49.65277226,0.579346282,9900,42768,France,Haute-Normandie,FRD2,FR,7128
FECAMP,49.74866909,0.4142241267,45450,196344,France,Haute-Normandie,FRD2,FR,32724
FONTAINE-LE-DUN,49.88246117,0.891388147,3300,14256,France,Haute-Normandie,FRD2,FR,2376
FORGES LES EAUX,49.60196253,1.524617091,15800,68256,France,Haute-Normandie,FRD2,FR,11376
FOUCARMONT,49.8578854,1.567838734,2000,8640,France,Haute-Normandie,FRD2,FR,1440
GODERVILLE,49.64088906,0.3679096134,3500,15120,France,Haute-Normandie,FRD2,FR,2520
GOURNAY-EN-BRAY,49.47639082,1.726591427,10450,45144,France,Haute-Normandie,FRD2,FR,7524
GRAND-COURONNE,49.35960859,0.998457261,20000,86400,France,Haute-Normandie,FRD2,FR,14400
LE GRAND QUEVILLY,49.41030363,1.028111781,58300,251856,France,Haute-Normandie,FRD2,FR,41976
GRUGNY,49.62261929,1.093891802,2900,12528,France,Haute-Normandie,FRD2,FR,2088
VEAUVILLE-LES-BAONS,49.66686447,0.7451611095,3000,12960,France,Haute-Normandie,FRD2,FR,2160
LILLEBONNE,49.49511415,0.5390193142,20600,88992,France,Haute-Normandie,FRD2,FR,14832
LES LOGES-76,49.71928759,0.2743839337,3500,15120,France,Haute-Normandie,FRD2,France,2520
LONGUEVILLE-SUR-SCIE,49.80122043,1.104502761,2200,9504,France,Haute-Normandie,FRD2,FR,1584
LUNERAY,49.84240812,0.9123728102,10400,44928,France,Haute-Normandie,FRD2,FR,7488
LA MAILLERAYE-SUR-SEINE,49.48490127,0.7729024704,1700,7344,France,Haute-Normandie,FRD2,FR,1224
MARTIN-EGLISE,49.89701975,1.122281194,6000,25920,France,Haute-Normandie,FRD2,FR,4320
MONTMAIN,49.41477895,1.228499679,4500,19440,France,Haute-Normandie,FRD2,FR,3240
MONTVILLE,49.53810815,1.057962368,11300,48816,France,Haute-Normandie,FRD2,FR,8136
MORGNY-LA-POMMERAIE,49.53129011,1.259660235,2500,10800,France,Haute-Normandie,FRD2,FR,1800
NEUFCHATEL-EN-BRAY,49.73647624,1.430543074,10500,45360,France,Haute-Normandie,FRD2,FR,7560
LA NEUVILLE-CHANT-D'OISEL,49.36521636,1.223828564,2500,10800,France,Haute-Normandie,FRD2,FR,1800
PORT-JÉRÔME-SUR-SEINE_NOTRE-DAME-DE-GRAVENCHON,49.47898703,0.5735602415,20000,86400,France,Haute-Normandie,FRD2,FR,14400
OFFRANVILLE,49.88777953,1.059978679,15000,64800,France,Haute-Normandie,FRD2,FR,10800
ROUEN,49.428391,1.027956733,550000,2376000,France,Haute-Normandie,FRD2,FR,396000
RY,49.46488763,1.348540401,2500,10800,France,Haute-Normandie,FRD2,FR,1800
QUIBERVILLE,49.90020516,0.9401408213,4200,18144,France,Haute-Normandie,FRD2,FR,3024
SAINT-MARTIN-DE-BOSCHERVILLE,49.44791005,0.9579841261,2000,8640,France,Haute-Normandie,FRD2,FR,1440
PETIT-CAUX_SAINT-MARTIN-EN-CAMPAGNE,49.96512254,1.211841144,14700,63504,France,Haute-Normandie,FRD2,FR,10584
SAINT-NICOLAS-D'ALIERMONT,49.872631,1.206532004,8170,35294.4,France,Haute-Normandie,FRD2,FR,5882.4
SAINT-ROMAIN-DE-COLBOSC,49.52202475,0.3647991571,7000,30240,France,Haute-Normandie,FRD2,FR,5040
SAINT-SAENS,49.67662456,1.274086314,3000,12960,France,Haute-Normandie,FRD2,FR,2160
SAINT-VALERY-EN-CAUX,49.87022679,0.6990201549,26500,114480,France,Haute-Normandie,FRD2,France,19080
SAINT-VIGOR-D'YMONVILLE,49.48527766,0.3436034962,3000,12960,France,Haute-Normandie,FRD2,FR,2160
SAINT PIERRE EN PORT,49.79943249,0.5101300144,3500,15120,France,Haute-Normandie,FRD2,France,2520
SOTTEVILLE-SUR-MER,49.88507214,0.823003129,2500,10800,France,Haute-Normandie,FRD2,France,1800
TOTES,49.69664483,1.093131879,4600,19872,France,Haute-Normandie,FRD2,FR,3312
LE TRAIT,49.47696739,0.8072041611,10800,46656,France,Haute-Normandie,FRD2,FR,7776
LE TREPORT,50.06019206,1.392096645,45100,194832,France,Picardie,FRE2,FR,32472
VALMONT,49.74343831,0.491229345,4000,17280,France,Haute-Normandie,FRD2,FR,2880
VARENGEVILLE-SUR-MER,49.9145977,0.9890588442,2000,8640,France,Haute-Normandie,FRD2,FR,1440
VEULES-LES-ROSES,49.87643178,0.7942239618,4820,20822.4,France,Haute-Normandie,FRD2,France,3470.4
VEULETTES-SUR-MER,49.84429489,0.608612085,6500,28080,France,Haute-Normandie,FRD2,France,4680
