WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code,P kg/per year
LES BILLAUX 2,44.94944728,-0.2355883539,3000,12960,France,Aquitaine,FRI1,FR,2160
BLAYE,45.11631253,-0.6591992282,7000,30240,France,Aquitaine,FRI1,FR,5040
BOURG SUR GIRONDE,45.03705752,-0.5517595584,4000,17280,France,Aquitaine,FRI1,FR,2880
CABANAC ET VILLAGRAINS 2,44.61847868,-0.5351612391,2200,9504,France,Aquitaine,FRI1,FR,1584
CADAUJAC N°2,44.76026224,-0.5297960139,6500,28080,France,Aquitaine,FRI1,FR,4680
CADILLAC 2,44.65018635,-0.311832988,4500,19440,France,Aquitaine,FRI1,FR,3240
CAMBES SAINT CAPRAIS,44.74066979,-0.4627397561,7000,30240,France,Aquitaine,FRI1,FR,5040
CAMBLANES ET MEYNAC N°2,44.77403261,-0.4902630311,2500,10800,France,Aquitaine,FRI1,FR,1800
CAPTIEUX (COMMUNALE),44.29384289,-0.2633433002,2500,10800,France,Aquitaine,FRI1,FR,1800
CARCANS (CARCANS ZAC BOMBANNES),45.07807125,-1.163191864,12000,51840,France,Aquitaine,FRI1,FR,8640
CARIGNAN DE BORDEAUX,44.81496779,-0.4864508955,3000,12960,France,Aquitaine,FRI1,FR,2160
CASTELNAU DE MEDOC (CANTERANNE),45.03197529,-0.7844245616,8000,34560,France,Aquitaine,FRI1,FR,5760
SAINT MAGNE DE CASTLLON (CASTILLON LA BATAILLE),44.840436,-0.07581280347,9650,41688,France,Aquitaine,FRI1,FR,6948
CAVIGNAC,45.11210881,-0.3805123158,1500,6480,France,Aquitaine,FRI1,FR,1080
CERONS,44.63231395,-0.3305689757,2000,8640,France,Aquitaine,FRI1,FR,1440
CESTAS (MANO),44.75553766,-0.679384086,21000,90720,France,Aquitaine,FRI1,FR,15120
CISSAC MEDOC,45.21578868,-0.8356337573,3600,15552,France,Aquitaine,FRI1,FR,2592
COUTRAS (INTERCOMMUNALE),45.03852382,-0.1402575706,9200,39744,France,Aquitaine,FRI1,FR,6624
CREON 2,44.75890691,-0.3518029776,5500,23760,France,Aquitaine,FRI1,FR,3960
CUBZAC LES PONTS  2 (PORTO),44.98125835,-0.4623393382,30000,129600,France,Aquitaine,FRI1,FR,21600
CUSSAC LAMARQUE ARCINS - INTERCOMMUNALE - LE BOURDIEU),45.11005739,-0.7193557109,3800,16416,France,Aquitaine,FRI1,FR,2736
FARGUES ST-HILAIRE 2,44.81839145,-0.4307244969,5000,21600,France,Aquitaine,FRI1,FR,3600
GALGON,44.99384254,-0.2668297844,2000,8640,France,Aquitaine,FRI1,FR,1440
SILLAS-GRIGNOLS,44.37901883,-0.05584129765,2000,8640,France,Aquitaine,FRI1,FR,1440
GUITRES,45.04348801,-0.1802819031,2000,8640,France,Aquitaine,FRI1,FR,1440
HOSTENS 2,44.48906709,-0.6441626789,2000,8640,France,Aquitaine,FRI1,FR,1440
HOURTIN,45.21495127,-1.123876825,20000,86400,France,Aquitaine,FRI1,FR,14400
IZON,44.92828606,-0.3592537145,5000,21600,France,Aquitaine,FRI1,FR,3600
IZON VAYRES (INTERCOMMUNALE),44.916667,-0.3342316273,3500,15120,France,Aquitaine,FRI1,FR,2520
LA BREDE,44.68651333,-0.5208767348,3500,15120,France,Aquitaine,FRI1,FR,2520
LACANAU (STATION DES PELLEGRINS),44.98344087,-1.153893947,51600,222912,France,Aquitaine,FRI1,FR,37152
LE TOURNE LANGOIRAN,44.71104733,-0.4099633158,3000,12960,France,Aquitaine,FRI1,FR,2160
LANGON 3,44.55935809,-0.2540635897,49900,215568,France,Aquitaine,FRI1,FR,35928
LATRESNE 2,44.78003321,-0.5102735265,6000,25920,France,Aquitaine,FRI1,FR,4320
LESPARRE GAILLAN (INTERCOMMUNALE),45.31845901,-0.9463040773,8000,34560,France,Aquitaine,FRI1,FR,5760
LESTIAC SUR GARONNE,44.69001092,-0.3748345326,2000,8640,France,Aquitaine,FRI1,FR,1440
LIBOURNE,44.89419098,-0.2442417079,30000,129600,France,Aquitaine,FRI1,FR,21600
LISTRAC MEDOC (COMMUNALE),45.0720893,-0.780422942,2300,9936,France,Aquitaine,FRI1,FR,1656
LUDON MEDOC N°2,44.98619808,-0.6024594732,7000,30240,France,Aquitaine,FRI1,FR,5040
LUGON & L'ILE DU CARNAY (INTERCOMMUNALE),44.96382885,-0.3604328438,4500,19440,France,Aquitaine,FRI1,FR,3240
MACAU,45.01063029,-0.6114268973,4000,17280,France,Aquitaine,FRI1,FR,2880
MARGAUX,45.04816635,-0.6683336583,8000,34560,France,Aquitaine,FRI1,FR,5760
MARTILLAC,44.72046773,-0.5302823529,3700,15984,France,Aquitaine,FRI1,FR,2664
MIOS,44.6120478,-0.9548156065,10000,43200,France,Aquitaine,FRI1,FR,7200
MONTAGNE (ST CHRISTOPHE DES BARDES),44.91068255,-0.1212559759,5900,25488,France,Aquitaine,FRI1,FR,4248
MONTUSSAN,44.88260068,-0.4131907702,3500,15120,France,Aquitaine,FRI1,FR,2520
PAUILLAC,45.20522314,-0.7507579216,21000,90720,France,Aquitaine,FRI1,FR,15120
PEUJARD,45.04234655,-0.4325979593,2500,10800,France,Aquitaine,FRI1,FR,1800
PINEUILH,44.82671563,0.2011689882,15000,64800,France,Aquitaine,FRI1,FR,10800
PODENSAC,44.65890562,-0.3600173736,4000,17280,France,Aquitaine,FRI1,FR,2880
POMPIGNAC,44.8549564,-0.4265105444,4000,17280,France,Aquitaine,FRI1,FR,2880
LE PORGE,44.88841302,-1.170445429,6000,25920,France,Aquitaine,FRI1,FR,4320
PORTETS ARBANATS CASTRES,44.68777472,-0.4086799357,7500,32400,France,Aquitaine,FRI1,FR,5400
QUINSAC 2,44.76137224,-0.4907925545,2000,8640,France,Aquitaine,FRI1,FR,1440
LA REOLE 2,44.57942628,-0.06925765763,12000,51840,France,Aquitaine,FRI1,FR,8640
SADIRAC 2,44.78662985,-0.4139421765,4000,17280,France,Aquitaine,FRI1,FR,2880
SAINT DENIS DE PILE,44.99906233,-0.2051157937,5000,21600,France,Aquitaine,FRI1,FR,3600
ST SULPICE DE FALEYRENS,44.87429527,-0.1973307686,5100,22032,France,Aquitaine,FRI1,FR,3672
ST ESTEPHE,45.27013825,-0.7603495586,2500,10800,France,Aquitaine,FRI1,FR,1800
SAINT GERMAIN DU PUCH N°2,44.85704185,-0.3154612414,2200,9504,France,Aquitaine,FRI1,FR,1584
SAINTE HELENE 2,44.9619602,-0.9015463302,3000,12960,France,Aquitaine,FRI1,FR,2160
SAINT JEAN D'ILLAC 2,44.8250643,-0.7774587113,25000,108000,France,Aquitaine,FRI1,FR,18000
SAINT JULIEN BEYCHEVELLE,45.15864364,-0.733638964,14550,62856,France,Aquitaine,FRI1,FR,10476
ST LAURENT MEDOC (ST LAURENT ET BENON),45.14880357,-0.8147640548,4500,19440,France,Aquitaine,FRI1,FR,3240
SAINT MARTIN LACAUSSADE (INTERCOMMUNALE),45.14554929,-0.6466584765,2700,11664,France,Aquitaine,FRI1,FR,1944
SAINT MEDARD DE GUIZIERES (INTERCOMMUNALE),45.01804442,-0.06552508307,4500,19440,France,Aquitaine,FRI1,FR,3240
ST-MEDARD-D'EYRANS (2),44.72378123,-0.5017200046,5750,24840,France,Aquitaine,FRI1,FR,4140
ST MEDARD D'EYRANS,44.72379781,-0.5014808647,3700,15984,France,Aquitaine,FRI1,FR,2664
SAINT QUENTIN DE BARON (INTERCOMMUNALE),44.81373561,-0.2978784129,6000,25920,France,Aquitaine,FRI1,FR,4320
SAINT SAVIN N°2,45.13658132,-0.4544719986,2400,10368,France,Aquitaine,FRI1,FR,1728
SAINT SELVE (COMMUNALE N°2),44.67618885,-0.4809267562,3000,12960,France,Aquitaine,FRI1,FR,2160
ST SEURIN SUR L'ISLE,45.01938723,0.002953293653,3000,12960,France,Aquitaine,FRI1,FR,2160
SAINT YZAN DE SOUDIAC,45.14150724,-0.3855517583,2800,12096,France,Aquitaine,FRI1,FR,2016
SALLES (LE MARTINET),44.54847205,-0.8856098432,3000,12960,France,Aquitaine,FRI1,FR,2160
SALLES,44.55123095,-0.8748210602,3000,12960,France,Aquitaine,FRI1,FR,2160
SAUCATS 2,44.65038274,-0.5907171125,2500,10800,France,Aquitaine,FRI1,FR,1800
SAUVETERRE DE GUYENNE,44.69006886,-0.0884504328,3200,13824,France,Aquitaine,FRI1,FR,2304
LA TESTE DE BUCH 2,44.60380139,-1.128666278,150000,648000,France,Aquitaine,FRI1,FR,108000
VAYRES,44.90353244,-0.3193507402,4500,19440,France,Aquitaine,FRI1,FR,3240
VENDAYS MONTALIVET,45.38062232,-1.12195075,25000,108000,France,Aquitaine,FRI1,FR,18000
YVRAC (LES TABERNOTES),44.86990128,-0.4632753472,2500,10800,France,Aquitaine,FRI1,FR,1800
MARCHEPRIME,44.68654091,-0.8639961014,8000,34560,France,Aquitaine,FRI1,FR,5760
LASALVETAT-SUR-AGOUT,43.60668914,2.697608371,2800,12096,France,Midi-Pyrénées,FRJ2,FR,2016
AIRE SUR L ADOUR,43.70954266,-0.2719425634,12000,51840,France,Aquitaine,FRI1,FR,8640
BENESSE MAREMNE-2,43.63580417,-1.36991551,7500,32400,France,Aquitaine,FRI1,FR,5400
BISCARROSSE (BIREBRAC),44.39301326,-1.19428209,42917,185401.44,France,Aquitaine,FRI1,FR,30900.24
CAPBRETON,43.6267509,-1.452358314,41400,178848,France,Aquitaine,FRI1,FR,29808
CASTETS2,43.90700866,-1.126350885,5500,23760,France,Aquitaine,FRI1,FR,3960
DAX,43.68735634,-1.09435356,81350,351432,France,Aquitaine,FRI1,FR,58572
GASTES,44.31985979,-1.169239899,7200,31104,France,Aquitaine,FRI1,FR,5184
GRENADE SUR L'ADOUR,43.78171509,-0.4395723024,3333,14398.56,France,Aquitaine,FRI1,FR,2399.76
HAGETMAU,43.65707287,-0.6086094323,15667,67681.44,France,Aquitaine,FRI1,FR,11280.24
LABENNE,43.60350048,-1.44860533,20000,86400,France,Aquitaine,FRI1,FR,14400
LABOUHEYRE,44.21663915,-0.9326095943,4000,17280,France,Aquitaine,FRI1,FR,2880
LEON,43.86692095,-1.331180199,8900,38448,France,Aquitaine,FRI1,FR,6408
LINXE 2,43.90675707,-1.258848844,4000,17280,France,Aquitaine,FRI1,FR,2880
LIT ET MIXE (CABANIOUS),44.03162316,-1.297726862,15000,64800,France,Aquitaine,FRI1,FR,10800
MAGESCQ 3,43.77872114,-1.231809459,5000,21600,France,Aquitaine,FRI1,FR,3600
MIMIZAN,44.20147759,-1.27749792,57000,246240,France,Aquitaine,FRI1,FR,41040
MOLIETS ET MAA,43.83989928,-1.327138158,18000,77760,France,Aquitaine,FRI1,FR,12960
MONTAUT,43.72412267,-0.6714276073,2800,12096,France,Aquitaine,FRI1,FR,2016
MONT DE MARSAN (CONTE),43.89700616,-0.4685091757,30000,129600,France,Aquitaine,FRI1,FR,21600
MORCENX-LA-NOUVELLE,44.01465388,-0.8795899586,5200,22464,France,Aquitaine,FRI1,FR,3744
ONDRES,43.57531196,-1.447930916,9000,38880,France,Aquitaine,FRI1,FR,6480
ORTHEVIELLE 2,43.55575517,-1.159788256,3500,15120,France,Aquitaine,FRI1,FR,2520
PARENTIS EN BORN 2,44.34241155,-1.074073154,16000,69120,France,Aquitaine,FRI1,FR,11520
PEYREHORADE,43.54523795,-1.114274674,6200,26784,France,Aquitaine,FRI1,FR,4464
PONTONX SUR L'ADOUR (COMMUNALE),43.78187511,-0.9300739289,3583,15478.56,France,Aquitaine,FRI1,FR,2579.76
RION DES LANDES 2,43.92782213,-0.9168316504,4000,17280,France,Aquitaine,FRI1,FR,2880
ROQUEFORT LANDES,44.03451927,-0.3373450752,4500,19440,France,Aquitaine,FRI1,FR,3240
STE EULALIE EN BORN N°2,44.2672137,-1.195636986,4000,17280,France,Aquitaine,FRI1,FR,2880
ST GEOURS DE MAREMNE (EXTENSION),43.70160063,-1.219772668,18000,77760,France,Aquitaine,FRI1,FR,12960
ST JULIEN EN BORN,44.08902108,-1.307368108,11000,47520,France,Aquitaine,FRI1,FR,7920
ST MARTIN DE SEIGNANX 2,43.52297507,-1.378142616,7500,32400,France,Aquitaine,FRI1,FR,5400
ST PAUL LES DAX 2,43.72267139,-1.072902219,44000,190080,France,Aquitaine,FRI1,FR,31680
ST SEVER URBAINE,43.76718741,-0.5833895336,5000,21600,France,Aquitaine,FRI1,FR,3600
ST VINCENT DE PAUL 2,43.75839764,-0.9872459196,6000,25920,France,Aquitaine,FRI1,FR,4320
ST VINCENT DE TYROSSE,43.65337575,-1.299023028,12083,52198.56,France,Aquitaine,FRI1,FR,8699.76
SANGUINET,44.51840708,-1.059663513,16000,69120,France,Aquitaine,FRI1,FR,11520
SEIGNOSSE - LE PENON,43.70030608,-1.416429324,35000,151200,France,Aquitaine,FRI1,FR,25200
SOUSTONS PORT D'ALBRET,43.76014524,-1.391804928,100000,432000,France,Aquitaine,FRI1,FR,72000
TARNOS (NLLE COMMUNALE),43.53792567,-1.492229123,34300,148176,France,Aquitaine,FRI1,FR,24696
TARTAS,43.83014178,-0.8167530822,4000,17280,France,Aquitaine,FRI1,FR,2880
"VIELLE SAINT GIRONS (VIELLE,BOURG ET PLAGE)",43.95468523,-1.340820383,13000,56160,France,Aquitaine,FRI1,FR,9360
VILLENEUVE DE MARSAN,43.89966136,-0.3042701124,2500,10800,France,Aquitaine,FRI1,FR,1800
YCHOUX 2,44.32821948,-0.9710192181,5000,21600,France,Aquitaine,FRI1,FR,3600
ALVIGNAC 2,44.82609695,1.683823728,3000,12960,France,Midi-Pyrénées,FRJ2,FR,2160
BIARS BRETENOUX,44.91714695,1.822196404,8000,34560,France,Midi-Pyrénées,FRJ2,FR,5760
CAHORS (ST MARY),44.45852343,1.430183949,49000,211680,France,Midi-Pyrénées,FRJ2,FR,35280
CAJARC,44.47493817,1.832049752,3500,15120,France,Midi-Pyrénées,FRJ2,FR,2520
CAILLAC 2,44.48423194,1.359225809,5000,21600,France,Midi-Pyrénées,FRJ2,FR,3600
FIGEAC2,44.60235204,2.011979491,17500,75600,France,Midi-Pyrénées,FRJ2,FR,12600
FONTANES-SMOCS,44.34128011,1.478294372,3000,12960,France,Midi-Pyrénées,FRJ2,FR,2160
GOURDON-BLÉOU-RÉHABILITÉ,44.72644611,1.380812691,7500,32400,France,Midi-Pyrénées,FRJ2,FR,5400
GOURDON COMBE FRAÎCHE,44.75378666,1.363154559,2400,10368,France,Midi-Pyrénées,FRJ2,FR,1728
GRAMAT,44.78200254,1.709901555,9000,38880,France,Midi-Pyrénées,FRJ2,FR,6480
LACAPELLE-MARIVAL,44.72009988,1.925062356,3500,15120,France,Midi-Pyrénées,FRJ2,FR,2520
SOUILLAC 2,44.89260955,1.441325839,8500,36720,France,Midi-Pyrénées,FRJ2,FR,6120
LUZECH,44.4844817,1.272973988,2500,10800,France,Midi-Pyrénées,FRJ2,FR,1800
MARTEL (BOURG),44.93292582,1.613253055,2300,9936,France,Midi-Pyrénées,FRJ2,FR,1656
ROCAMADOUR (BOURG),44.79596919,1.613722685,3500,15120,France,Midi-Pyrénées,FRJ2,FR,2520
SAINT-CERE INTERCOMMUNALE,44.85830237,1.880450173,11000,47520,France,Midi-Pyrénées,FRJ2,FR,7920
AGEN,44.21181693,0.6059725776,55000,237600,France,Aquitaine,FRI1,FR,39600
AIGUILLON (CAEER),44.30485845,0.3388127915,4666,20157.12,France,Aquitaine,FRI1,FR,3359.52
BOE (ST-PIERRE DE GAUBERT),44.16794462,0.6707854237,40000,172800,France,Aquitaine,FRI1,FR,28800
CASSENEUIL,44.44074053,0.6089526153,3000,12960,France,Aquitaine,FRI1,FR,2160
CONDEZAYGUES (FUMEL-MONSEMPPON LIBOS),44.48047372,0.9394413378,15000,64800,France,Aquitaine,FRI1,FR,10800
LAVARDAC,44.18292824,0.3017733409,2700,11664,France,Aquitaine,FRI1,FR,1944
LAYRAC,44.13981993,0.6583709504,3000,12960,France,Aquitaine,FRI1,FR,2160
THIVRAS,44.50490515,0.1420304263,41667,180001.44,France,Aquitaine,FRI1,FR,30000.24
MIRAMONT DE GUYENNE,44.60829212,0.3531776022,9000,38880,France,Aquitaine,FRI1,FR,6480
NERAC,44.14081839,0.3401770571,7500,32400,France,Aquitaine,FRI1,FR,5400
LE PASSAGE (COMMUNALE) 2,44.20856409,0.602992396,20000,86400,France,Aquitaine,FRI1,FR,14400
PENNE D AGENAIS (CROQUELARDIT) - ANCIENNE,44.39032639,0.7981002693,2420,10454.4,France,Aquitaine,FRI1,FR,1742.4
PONT DU CASSE,44.22301518,0.6600731936,5500,23760,France,Aquitaine,FRI1,FR,3960
STE LIVRADE SUR LOT,44.40441543,0.5910026198,10000,43200,France,Aquitaine,FRI1,FR,7200
TONNEINS,44.39710008,0.2975788104,15500,66960,France,Aquitaine,FRI1,FR,11160
VILLENEUVE SUR LOT (VIREBEAU),44.40106394,0.7212472289,20000,86400,France,Aquitaine,FRI1,FR,14400
VILLENEUVE SUR LOT (MASSANES),44.42666881,0.7022698744,47000,203040,France,Aquitaine,FRI1,FR,33840
PEYRE EN AUBRAC (AUMONT AUBRAC 2),44.72750051,3.280327059,4400,19008,France,Languedoc-Roussillon,FRJ1,FR,3168
LA CANOURGUE SIVU (LA CANOURGUE-BANASSAC-ST-GERMAIN),44.43624867,3.18844783,8200,35424,France,Languedoc-Roussillon,FRJ1,FR,5904
LES SALELLES (AUBRAC LOT CAUSSE ET PAYS DE CHANAC),44.48848649,3.267358313,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
FLORAC,44.3374168,3.585608743,8000,34560,France,Languedoc-Roussillon,FRJ1,FR,5760
ISPAGNAC (BOURG N°2),44.37093439,3.52976967,2580,11145.6,France,Languedoc-Roussillon,FRJ1,FR,1857.6
CHIRAC (MARVEJOLS),44.53817683,3.275548387,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
MENDE,44.51547638,3.469285102,18333,79198.56,France,Languedoc-Roussillon,FRJ1,FR,13199.76
MEYRUEIS (BOURG),44.18303802,3.424274404,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
SAINT ALBAN SUR LIMAGNOLE (BOURG),44.77760272,3.377452709,2300,9936,France,Languedoc-Roussillon,FRJ1,FR,1656
ST CHELY D'APCHER,44.7998236,3.283507602,8000,34560,France,Languedoc-Roussillon,FRJ1,FR,5760
ST PALAIS 2,43.33246707,-1.029651072,9000,38880,France,Aquitaine,FRI1,FR,6480
AINHOA DANCHARIA,43.29603778,-1.505319857,2500,10800,France,Aquitaine,FRI1,FR,1800
ARETTE 2 (LA PIERRE ST MARTIN),42.98793753,-0.7425255966,3500,15120,France,Aquitaine,FRI1,FR,2520
IDRON OUSSE SENDETS (INTERCOMMUNALE),43.28856854,-0.3274872445,9000,38880,France,Aquitaine,FRI1,FR,6480
ARTIX,43.39506881,-0.5853998209,7000,30240,France,Aquitaine,FRI1,FR,5040
ASCAIN,43.35180374,-1.629216574,10000,43200,France,Aquitaine,FRI1,FR,7200
ANGLET (PONT DE L'AVEUGLE N°2),43.50228297,-1.497041783,111667,482401.44,France,Aquitaine,FRI1,FR,80400.24
BIARRITZ (MARBELLA 2),43.46559536,-1.570483114,90400,390528,France,Aquitaine,FRI1,FR,65088
BAYONNE (SAINT FREDERIC 2),43.48709308,-1.452447914,60000,259200,France,Aquitaine,FRI1,FR,43200
BAYONNE SAINT BERNARD 2,43.51161005,-1.48508093,26000,112320,France,Aquitaine,FRI1,FR,18720
BIDART,43.43348743,-1.590262976,25000,108000,France,Aquitaine,FRI1,FR,18000
BIDOS (INTERCOMMUNALE),43.1740931,-0.6004454424,4100,17712,France,Aquitaine,FRI1,FR,2952
ASSAT,43.23934024,-0.29453933,15000,64800,France,Aquitaine,FRI1,FR,10800
CAMBO LES BAINS,43.36864127,-1.405255777,12500,54000,France,Aquitaine,FRI1,FR,9000
CASTETNAU CAMBLONG (INTERCOMMUNALE),43.33006689,-0.7699153312,4000,17280,France,Aquitaine,FRI1,FR,2880
EAUX BONNES (GOURETTE),42.9608533,-0.3359564739,6500,28080,France,Aquitaine,FRI1,FR,4680
ESPELETTE 3,43.35554942,-1.449916147,6000,25920,France,Aquitaine,FRI1,FR,4320
LEDEUIX,43.20897685,-0.6256782275,3800,16416,France,Aquitaine,FRI1,FR,2736
GUETHARY ST JEAN DE LUZ - ACOTZ,43.42240962,-1.617642065,10000,43200,France,Aquitaine,FRI1,FR,7200
HASPARREN (JOYEUSE),43.38707499,-1.275284034,8000,34560,France,Aquitaine,FRI1,FR,5760
HENDAYE (LES DEUX JUMEAUX),43.37699945,-1.756719901,35400,152928,France,Aquitaine,FRI1,France,25488
ITXASSOU 2008,43.33160961,-1.394202657,4000,17280,France,Aquitaine,FRI1,FR,2880
ABIDOS (INTERCOMMUNALE),43.40157151,-0.6226979823,3800,16416,France,Aquitaine,FRI1,FR,2736
LAHONCE (INTERCOMMUNALE),43.48977576,-1.382233075,4000,17280,France,Aquitaine,FRI1,FR,2880
LARUNS,42.98630694,-0.4179655981,2850,12312,France,Aquitaine,FRI1,FR,2052
ARUDY,43.11493889,-0.4217000373,7000,30240,France,Aquitaine,FRI1,FR,5040
MONEIN 2,43.33877622,-0.579687169,5925,25596,France,Aquitaine,FRI1,FR,4266
MORLAAS (BAZACLE 2),43.36067506,-0.2680029809,6000,25920,France,Aquitaine,FRI1,FR,4320
MOUGUERRE NOUVELLE,43.48329359,-1.43303335,12000,51840,France,Aquitaine,FRI1,FR,8640
MOURENX VILLE NOUVELLE 2,43.39717253,-0.6383900976,10000,43200,France,Aquitaine,FRI1,FR,7200
BAUDREIX 2,43.2026678,-0.2665292351,20000,86400,France,Aquitaine,FRI1,FR,14400
OLORON SAINTE MARIE,43.20613504,-0.62530277,22167,95761.44,France,Aquitaine,FRI1,FR,15960.24
ORTHEZ (INTECOMMUNALE 2),43.4880454,-0.7946457964,14300,61776,France,Aquitaine,FRI1,FR,10296
LESCAR,43.31532691,-0.4393840903,190000,820800,France,Aquitaine,FRI1,FR,136800
PONTACQ 3,43.20264479,-0.113566119,5000,21600,France,Midi-Pyrénées,FRJ2,FR,3600
PUYOO,43.52101567,-0.9196465561,2500,10800,France,Aquitaine,FRI1,FR,1800
SAINT-ETIENNE-DE-BAIGORRY,43.17935263,-1.336366385,2700,11664,France,Aquitaine,FRI1,FR,1944
ST JEAN DE LUZ (ARCHILUA),43.40440609,-1.650829663,49166,212397.12,France,Aquitaine,FRI1,FR,35399.52
URRUGNE (LABURRENIA),43.37798188,-1.707502972,47000,203040,France,Aquitaine,FRI1,FR,33840
ISPOURE 2 (INTERCOMMUNALE),43.1806841,-1.257772629,10000,43200,France,Aquitaine,FRI1,FR,7200
ST PEE SUR NIVELLE 2,43.35744344,-1.613232368,15000,64800,France,Aquitaine,FRI1,FR,10800
SALIES DE BEARN,43.46738622,-0.934181455,8000,34560,France,Aquitaine,FRI1,FR,5760
SAULT-DE-NAVAILLES COMMUNALE,43.54755488,-0.6767761712,1200,5184,France,Aquitaine,FRI1,FR,864
SAUVETERRE DE BEARN,43.39461313,-0.949005884,10000,43200,France,Aquitaine,FRI1,FR,7200
AUSSEVIELLE-SIROS 2,43.3516216,-0.5014602747,6000,25920,France,Aquitaine,FRI1,FR,4320
ARTIGUELOUTAN 2,43.2661745,-0.2348178278,6000,25920,France,Aquitaine,FRI1,FR,4320
TARSACQ (INTERCOMMUNALE),43.36455775,-0.5378308559,4500,19440,France,Aquitaine,FRI1,FR,3240
URCUIT 2,43.48449647,-1.323000044,3000,12960,France,Aquitaine,FRI1,FR,2160
URT 2 (COMMUNALE),43.49863935,-1.302713389,4000,17280,France,Aquitaine,FRI1,FR,2880
USTARITZ (INTERCOMMUNALE) N2,43.41278593,-1.464753005,12000,51840,France,Aquitaine,FRI1,FR,8640
UZEIN,43.41404867,-0.4262018175,20000,86400,France,Aquitaine,FRI1,FR,14400
ANDREST,43.33005842,0.05322069881,2200,9504,France,Midi-Pyrénées,FRJ2,FR,1584
ARGELES GAZOST 2,43.01113951,-0.08526739929,15000,64800,France,Midi-Pyrénées,FRJ2,FR,10800
ARREAU,42.91530459,0.3609689389,2500,10800,France,Midi-Pyrénées,FRJ2,FR,1800
ARRENS-MARSOUS,42.96367717,-0.1950566672,2300,9936,France,Midi-Pyrénées,FRJ2,FR,1656
AUREILHAN,43.26382396,0.08378878831,45000,194400,France,Midi-Pyrénées,FRJ2,FR,32400
BAGNERES DE BIGORRE,43.08119579,0.1476193068,25000,108000,France,Midi-Pyrénées,FRJ2,FR,18000
BAZET,43.29495561,0.07993407022,2500,10800,France,Midi-Pyrénées,FRJ2,FR,1800
CAPVERN,43.12773805,0.2996783677,5000,21600,France,Midi-Pyrénées,FRJ2,FR,3600
CAUTERETS,42.91301677,-0.09730058393,8500,36720,France,Midi-Pyrénées,FRJ2,FR,6120
ESQUIEZE-SERE,42.88498132,-0.01487638399,5000,21600,France,Midi-Pyrénées,FRJ2,FR,3600
IBOS 2,43.2384443,-0.01113542262,3200,13824,France,Midi-Pyrénées,FRJ2,FR,2304
LANNEMEZAN,43.1296623,0.3983900571,12000,51840,France,Midi-Pyrénées,FRJ2,FR,8640
GENOS LOURON,42.81210149,0.4084249976,14300,61776,France,Midi-Pyrénées,FRJ2,FR,10296
LOUEY,43.18461345,0.02253384884,4200,18144,France,Midi-Pyrénées,FRJ2,FR,3024
LOURDES (INTERCOMMUNALE),43.09859311,-0.07826400214,109400,472608,France,Midi-Pyrénées,FRJ2,FR,78768
LUZ-SAINT-SAUVEUR (MAOUBÈZE),42.87586035,-0.01505114278,9800,42336,France,Midi-Pyrénées,FRJ2,FR,7056
MAUBOURGUET 2,43.47541502,0.03737370744,3600,15552,France,Midi-Pyrénées,FRJ2,FR,2592
ORLEIX-CHIS,43.30161324,0.1224146379,2500,10800,France,Midi-Pyrénées,FRJ2,FR,1800
OSSUN,43.19182078,-0.02415627983,3500,15120,France,Midi-Pyrénées,FRJ2,FR,2520
PIERREFITTE-SOULOM,42.96926841,-0.06867490036,3500,15120,France,Midi-Pyrénées,FRJ2,FR,2520
RABASTENS DE BIGORRE,43.3956573,0.1530690547,2000,8640,France,Midi-Pyrénées,FRJ2,FR,1440
TARBES OUEST 2,43.27426957,0.05209206188,53300,230256,France,Midi-Pyrénées,FRJ2,FR,38376
VIC EN BIGORRE,43.39486351,0.04782856143,7600,32832,France,Midi-Pyrénées,FRJ2,FR,5472
VIELLE AURE,42.83809919,0.3352204745,21000,90720,France,Midi-Pyrénées,FRJ2,FR,15120
CHEF-BOUTONNE GUIBOU,46.10638069,-0.08768085688,2200,9504,France,Poitou-Charentes,FRI3,FR,1584
MELLE-LOUBEAU,46.21335569,-0.149893543,8100,34992,France,Poitou-Charentes,FRI3,FR,5832
SIVU DES MOULINS PAYRIN AUGMONTEL,43.51516362,2.345795967,5000,21600,France,Midi-Pyrénées,FRJ2,FR,3600
ALBI-INTERCOMMUNALE-C2A-,43.93449327,2.135955286,94200,406944,France,Midi-Pyrénées,FRJ2,FR,67824
AUSSILLON-VILLE,43.51429131,2.362495836,9100,39312,France,Midi-Pyrénées,FRJ2,FR,6552
CAGNAC LES MINES LA MAURÉLIÉ,43.97852352,2.142965809,2000,8640,France,Midi-Pyrénées,FRJ2,FR,1440
CARMAUX -INTERCOMMUNALE DE VALARENS,44.07029786,2.127589578,20000,86400,France,Midi-Pyrénées,FRJ2,FR,14400
CASTRES,43.58937917,2.207095224,130000,561600,France,Midi-Pyrénées,FRJ2,FR,93600
RABASTENS COUFFOULEUX (INTERCOMMUNALE),43.81307738,1.721853269,8000,34560,France,Midi-Pyrénées,FRJ2,FR,5760
