location,name,country,province,kg_n_per_year,passengers,year,country_code,name_en,kg_p_per_year
"50.95611111, 0.939166666",Lydd Airport,,,0,0,,,Lydd Airport,0
"45.74305556, 16.06888889",Zagreb Airport,Croatia,Grad Zagreb,2405.94585,3124605,,HR,Zagreb Airport,240.594585
"46.48, 15.68611111",Maribor Edvard Rusjan Airport,Slovenia,Vzhodna Slovenija,3.01763,3919,,SI,Maribor Edvard Rusjan Airport,0.301763
"-16.045, -142.4769444",Raroia Airport,,,2.02356,2628,,,Raroia Airport,0.202356
"42.3575, -3.613611111",Burgos Airport,Spain,Castilla y León,1.61546,2098,,ES,Burgos Airport,0.161546
"42.55, 9.484722222",Bastia – Poretta Airport,France,Corse,1146.55926,1489038,,FR,Bastia – Poretta Airport,114.655926
"56.69083333, 12.82",Halmstad Airport,Sweden,Västsverige,58.91809,76517,,SE,Halmstad Airport,5.891809
"44.56583333, 14.39305556",Lošinj Airport,Croatia,Jadranska Hrvatska,4.14568,5384,,HR,Lošinj Airport,0.414568
"61.39111111, 5.756944444",Førde Airport,Norway,Vestlandet,49.30002,64026,,NO,Førde Airport,4.930002
"35.42135833, 26.91004722",Kassos Public Airport,Greece,South Aegean,1.98968,2584,,Greece,Kassos Public Airport,0.198968
"55.68333333, -6.249166666",Islay Airport,,,20.13396,26148,,,Islay Airport,2.013396
"38.28222222, -0.558055555",Alicante Airport,Spain,Comunitat Valenciana,10166.2176,13202880,,ES,Alicante Airport,1016.62176
"36.39916944, 25.47933333",Santorini (Thira) National Airport,Greece,South Aegean,1932.61376,2509888,,Greece,Santorini (Thira) National Airport,193.261376
"62.04777778, 14.42277778",Härjedalen Sveg Airport,Sweden,Mellersta Norrland,4.81404,6252,,SE,Härjedalen Sveg Airport,0.481404
"45.860833, 1.180278",Limoges – Bellegarde Airport,France,Limousin,148.90414,193382,,FR,Limoges – Bellegarde Airport,14.890414
"39.601945, 19.912222",Corfu International Airport,Greece,Ionian Islands,2886.81162,3749106,,Greece,Corfu International Airport,288.681162
"43.46833333, -1.523333333",Biarritz – Anglet – Bayonne Airport,France,Aquitaine,717.40746,931698,,FR,Biarritz – Anglet – Bayonne Airport,71.740746
"53.910297, -8.818492",Ireland West Airport Knock,Ireland,Northern and Western,546.3458,709540,,IE,Ireland West Airport Knock,54.63458
"57.0688, 8.705225",Thisted Airport,Denmark,Nordjylland,0.42273,549,,DK,Thisted Airport,0.042273
"58.20388889, 8.085","Kristiansand Airport, Kjevik",Norway,Agder og Sør-Østlandet,569.72839,739907,,NO,"Kristiansand Airport, Kjevik",56.972839
"64.92916667, 25.35555556",Oulu Airport,Finland,Pohjois- ja Itä-Suomi,486.7401,632130,,FI,Oulu Airport,48.67401
"47.43194444, 0.723055555",Tours Val de Loire Airport,France,Centre — Val de Loire,137.17627,178151,,FR,Tours Val de Loire Airport,13.717627
"58.95805556, -2.900555555",Kirkwall Airport,,,94.75235,123055,,,Kirkwall Airport,9.475235
"37.418056, -5.898889",San Pablo Airport,Spain,Andalucía,5220.17881,6779453,,ES,San Pablo Airport,522.017881
"55.95, -3.3725",Edinburgh Airport,,,8671.64221,11261873,,,Edinburgh Airport,867.164221
"59.22361111, 15.03805556",Örebro Airport,Sweden,Östra Mellansverige,52.13824,67712,,SE,Örebro Airport,5.213824
"68.1525, 13.60944444",Leknes Airport,Norway,Nord-Norge,80.7653,104890,,NO,Leknes Airport,8.07653
"69.725, 29.88777778","Kirkenes Airport, Høybuktmoen",Norway,Nord-Norge,190.27239,247107,,NO,"Kirkenes Airport, Høybuktmoen",19.027239
"68.2433, 14.6692",Svolvær Airport,Norway,Nord-Norge,69.24379,89927,,NO,Svolvær Airport,6.924379
"69.2925, 16.14416667",Andøya Airport,,,51.45833,66829,,,Andøya Airport,5.145833
"40.88444444, 14.29083333",Naples International Airport,Italy,Campania,8407.04018,10918234,,IT,Naples International Airport,840.704018
"61.15611111, 7.137777777","Sogndal Airport, Haukåsen",Norway,Vestlandet,68.49997,88961,,NO,"Sogndal Airport, Haukåsen",6.849997
"64.83833333, 11.14611111",Rørvik Airport,,,36.99003,48039,,,Rørvik Airport,3.699003
"53.33361111, -2.849722222",Liverpool John Lennon Airport,,,2687.80435,3490655,,,Liverpool John Lennon Airport,268.780435
"54.63694444, 25.28777778",Vilnius Airport,Lithuania,Sostinės regionas,3015.2892,3915960,,LT,Vilnius Airport,301.52892
"41.50222222, 9.096666666",Figari Sud-Corse Airport,France,Corse,698.46854,907102,,FR,Figari Sud-Corse Airport,69.846854
"38.343056, 26.140556",Chios Island National Airport,Greece,North Aegean,188.41438,244694,,Greece,Chios Island National Airport,18.841438
"55.52583333, 8.553333333",Esbjerg Airport,Denmark,Syddanmark,60.4142,78460,,DK,Esbjerg Airport,6.04142
"60.20277778, 11.08388889",Oslo Airport,Norway,Oslo og Viken,17299.9827,22467510,,NO,Oslo Airport,1729.99827
"42.525, 8.79",Calvi – Sainte-Catherine Airport,France,Corse,266.80192,346496,,FR,Calvi – Sainte-Catherine Airport,26.680192
"50.10277778, -5.670555555",Land's End Airport,,,48.99433,63629,,,Land's End Airport,4.899433
"50.44083333, -4.995277777",Newquay Airport,,,188.39898,244674,,,Newquay Airport,18.839898
"67.69861111, 24.84805556",Kittilä Airport,Finland,Pohjois- ja Itä-Suomi,259.64246,337198,,FI,Kittilä Airport,25.964246
"44.19545, 12.069583",Forlì Airport,Italy,Emilia-Romagna,72.8497,94610,,IT,Forlì Airport,7.28497
"48.77333333, 4.206111111",Châlons Vatry Airport,France,Champagne-Ardenne,47.74539,62007,,FR,Châlons Vatry Airport,4.774539
"53.86583333, -1.660555555",Leeds Bradford Airport,,,2531.73536,3287968,,,Leeds Bradford Airport,253.173536
"42.56138889, 18.26833333",Dubrovnik Ruđer Bošković Airport,Croatia,Jadranska Hrvatska,1654.86937,2149181,,HR,Dubrovnik Ruđer Bošković Airport,165.486937
"55.61805556, 12.65611111",Copenhagen Airport,,,17050.21395,22143135,,,Copenhagen Airport,1705.021395
"-17.55666667, -149.6113889",Faa'a International Airport,,,1081.16855,1404115,,,Faa'a International Airport,108.116855
"-15.11972222, -148.2336111",Tikehau Airport,,,38.43301,49913,,,Tikehau Airport,3.843301
"63.407778, 18.9925",Örnsköldsvik Airport,Sweden,Mellersta Norrland,8.02263,10419,,SE,Örnsköldsvik Airport,0.802263
"68.58083333, 15.02611111",Stokmarknes Airport,,,85.60629,111177,,,Stokmarknes Airport,8.560629
"57.48111111, -7.362777777",Benbecula Airport,,,23.2771,30230,,,Benbecula Airport,2.32771
"66.36388889, 14.30138889","Mo i Rana Airport, Røssvoll",Norway,Nord-Norge,84.79086,110118,,NO,"Mo i Rana Airport, Røssvoll",8.479086
"28.48804722, -16.34591389",Tenerife North Airport,Spain,Canarias,4286.00711,5566243,,ES,Tenerife North Airport,428.600711
"37.690278, 26.912778",Samos International Airport,Greece,North Aegean,348.24328,452264,,Greece,Samos International Airport,34.824328
"70.60027778, 29.6925",Båtsfjord Airport,Norway,Nord-Norge,19.7274,25620,,NO,Båtsfjord Airport,1.97274
"42.46027778, -2.320277777",Logroño-Agoncillo Airport,Spain,Comunidad Foral de Navarra,7.93408,10304,,ES,Logroño-Agoncillo Airport,0.793408
"47.15694444, -1.607777777",Nantes Atlantique Airport,France,Pays de la Loire,4466.28644,5800372,,FR,Nantes Atlantique Airport,446.628644
"39.48944444, -0.481666666",Valencia Airport,Spain,Comunitat Valenciana,6248.43604,8114852,,ES,Valencia Airport,624.843604
"-16.42638889, -152.2433333",Maupiti Airport,,,24.86638,32294,,,Maupiti Airport,2.486638
"39.91707222, 25.23630833",Lemnos International Airport,Greece,North Aegean,95.54853,124089,,Greece,Lemnos International Airport,9.554853
"58.32416667, 12.33638889",Trollhättan-Vänersborg Airport,Sweden,Västsverige,9.18379,11927,,SE,Trollhättan-Vänersborg Airport,0.918379
"34.87888889, 33.63027778",Larnaca International Airport,Cyprus,Kýpros,4648.53081,6037053,,CY,Larnaca International Airport,464.853081
"55.43722222, -5.686388888",Campbeltown Airport,,,4.47524,5812,,,Campbeltown Airport,0.447524
"70.06666667, 24.97388889","Lakselv Airport, Banak",Norway,Nord-Norge,45.92742,59646,,NO,"Lakselv Airport, Banak",4.592742
"36.15111111, -5.349722222",Gibraltar International Airport,,,343.56399,446187,,,Gibraltar International Airport,34.356399
"45.93083333, 6.106388888",Annecy – Haute-Savoie – Mont Blanc Airport,France,Rhône-Alpes,0,0,,FR,Annecy – Haute-Savoie – Mont Blanc Airport,0
"41.70611111, -4.851944444",Valladolid Airport,Spain,Castilla y León,132.44462,172006,,ES,Valladolid Airport,13.244462
"27.93194444, -15.38666667",Gran Canaria Airport,Spain,Canarias,9561.62823,12417699,,ES,Gran Canaria Airport,956.162823
"55.04277778, -7.161944444",City of Derry Airport,,,125.80183,163379,,,City of Derry Airport,12.580183
"36.27425833, 23.01697778","Kithira Island National Airport ""Alexandros Aristotelous Onassis""",Greece,Attica,26.96386,35018,,Greece,"Kithira Island National Airport ""Alexandros Aristotelous Onassis""",2.696386
"60.51472222, 22.26166667",Turku Airport,Finland,Etelä-Suomi,102.51549,133137,,FI,Turku Airport,10.251549
"39.05666667, 26.59833333",Mytilene International Airport,,,337.97456,438928,,,Mytilene International Airport,33.797456
"41.18, 20.74222222","Ohrid ""St. Paul the Apostle"" Airport",MK,Severna Makedonija,178.81864,232232,,MK,"Ohrid ""St. Paul the Apostle"" Airport",17.881864
"60.89638889, 26.93805556",Utti Airport,Finland,Etelä-Suomi,0,0,,FI,Utti Airport,0
"4.28333333, -54.38111111",Grand-Santi Airport,France,Guyane,4.21113,5469,,FR,Grand-Santi Airport,0.421113
"-16.44361111, -151.7525",Bora Bora Airport,,,247.09685,320905,,,Bora Bora Airport,24.709685
"68.61083333, 27.41388889",Ivalo Airport,Finland,Pohjois- ja Itä-Suomi,152.44999,197987,,FI,Ivalo Airport,15.244999
"55.74027778, 9.151944444",Billund Airport,Denmark,Syddanmark,2835.44646,3682398,,DK,Billund Airport,283.544646
"63.00861111, 27.79444444",Kuopio Airport,Finland,Pohjois- ja Itä-Suomi,97.08391,126083,,FI,Kuopio Airport,9.708391
"38.90527778, 16.24222222",Lamezia Terme International Airport,Italy,Calabria,2019.35195,2622535,,IT,Lamezia Terme International Airport,201.935195
"59.18666667, 10.25861111",Sandefjord Airport,Norway,Agder og Sør-Østlandet,1342.21164,1743132,,NO,Sandefjord Airport,134.221164
"48.66305556, 21.24111111",Košice International Airport,Slovakia,Východné Slovensko,415.60673,539749,,SK,Košice International Airport,41.560673
"-20.7748, 167.2398639",Lifou Airport,,,123.91456,160928,,,Lifou Airport,12.391456
"43.61666667, 13.36027778",Ancona/Falconara Airport,Italy,Marche,360.06894,467622,,IT,Ancona/Falconara Airport,36.006894
"43.38, -0.418611111",Pau Pyrénées Airport,France,Aquitaine,283.40081,368053,,FR,Pau Pyrénées Airport,28.340081
"37.68271667, 26.34706111","Ikaria National Airport ""Icarus""",,,44.0748,57240,,,"Ikaria National Airport ""Icarus""",4.40748
"37.08111111, 25.36805556","Naxos National Airport ""Apollon""",Greece,South Aegean,94.8794,123220,,Greece,"Naxos National Airport ""Apollon""",9.48794
"56.3105, 9.1216",Midtjylland Airport,Denmark,Midtjylland,27.56908,35804,,DK,Midtjylland Airport,2.756908
"42.896333, -8.415145",Santiago–Rosalía de Castro Airport,Spain,Galicia,2492.19663,3236619,,ES,Santiago–Rosalía de Castro Airport,249.219663
"43.39916667, 132.1513889",Vladivostok International Airport,,,1590.05,2065000,,,Vladivostok International Airport,159.005
"53.77138889, -3.028333333",Blackpool Airport,,,7.25956,9428,,,Blackpool Airport,0.725956
"47.042778, 5.435",Dole–Jura Airport,France,Franche-Comté,77.30877,100401,,FR,Dole–Jura Airport,7.730877
"51.885, 0.235",London Stansted Airport,,,17956.03271,23319523,,,London Stansted Airport,1795.603271
"48.541944, 7.634444",Strasbourg Airport,France,Alsace,716.42956,930428,,FR,Strasbourg Airport,71.642956
"53.120556, 6.578056",Groningen Airport Eelde,Netherlands,Drenthe,67.14785,87205,,NL,Groningen Airport Eelde,6.714785
"-12.806667, 45.280555",Dzaoudzi Pamandzi International Airport,,,308.66682,400866,,,Dzaoudzi Pamandzi International Airport,30.866682
"71.00972222, 25.98361111","Honningsvåg Airport, Valan",,,18.27056,23728,,,"Honningsvåg Airport, Valan",1.827056
"65.65999444, -18.07270278",Akureyri Airport,Iceland,Ísland,150.73751,195763,,IS,Akureyri Airport,15.073751
"38.07194444, 15.65361111",Reggio Calabria Airport,Italy,Calabria,155.83722,202386,,IT,Reggio Calabria Airport,15.583722
"52.45388889, -1.748055555",Birmingham Airport,,,7388.57889,9595557,,,Birmingham Airport,738.857889
"61.46138889, 21.79777778",Pori Airport,Finland,Länsi-Suomi,8.95356,11628,,FI,Pori Airport,0.895356
"43.09722222, 6.146111111",Toulon-Hyères Airport,,,329.57001,428013,,,Toulon-Hyères Airport,32.957001
"43.53888889, 16.29805556",Saint Jerome Airport,Croatia,Jadranska Hrvatska,2239.60429,2908577,,HR,Saint Jerome Airport,223.960429
"36.675, -4.499167",Málaga-Costa del Sol,Spain,Andalucía,14212.03938,18457194,,ES,Málaga-Costa del Sol,1421.203938
"69.97611111, 23.37166667",Alta Airport,Norway,Nord-Norge,253.48631,329203,,NO,Alta Airport,25.348631
"18.09991389, -63.04719722",L'Espérance Airport,,,149.22215,193795,,,L'Espérance Airport,14.922215
"56.5, -6.88",Tiree Airport,,,8.45614,10982,,,Tiree Airport,0.845614
"69.68138889, 18.91777778",Tromsø Airport,Norway,Nord-Norge,1703.41325,2212225,,NO,Tromsø Airport,170.341325
"-15.6677, -146.8857",Kaukura Airport,,,2.48017,3221,,,Kaukura Airport,0.248017
"50.912558, 5.769536",Maastricht Aachen Airport,Netherlands,Limburg (NL),204.84464,266032,,NL,Maastricht Aachen Airport,20.484464
"49.91333333, -6.291666666",St Mary's Airport,,,66.87142,86846,,,St Mary's Airport,6.687142
"48.58777778, -2.08",Dinard–Pleurtuit–Saint-Malo Airport,France,Bretagne,0.95249,1237,,FR,Dinard–Pleurtuit–Saint-Malo Airport,0.095249
"54.5575, 55.87416667",Ufa International Airport,,,3148.61547,4089111,,,Ufa International Airport,314.861547
"44.10833333, 15.34666667",Zadar Airport,Croatia,Jadranska Hrvatska,848.83337,1102381,,HR,Zadar Airport,84.883337
"37.18472222, 26.80027778",Leros Island National Airport,Greece,South Aegean,15.37998,19974,,Greece,Leros Island National Airport,1.537998
"50.81722222, 3.204722222",Kortrijk-Wevelgem International Airport,Belgium,Prov. West-Vlaanderen,7.54138,9794,,BE,Kortrijk-Wevelgem International Airport,0.754138
"63.11194444, 7.826111111","Kristiansund Airport, Kvernberget",,,216.34844,280972,,,"Kristiansund Airport, Kvernberget",21.634844
"55.55333333, 38.15166667",Zhukovsky International Airport,,,1078,1400000,,,Zhukovsky International Airport,107.8
"-15.5726, -146.414",Apataki Airport,,,0.31493,409,,,Apataki Airport,0.031493
"-20.78083333, -138.5669444",Tureia Airport,,,1.07184,1392,,,Tureia Airport,0.107184
"40.285833, 21.841667","Kozani National Airport ""Filippos""",Greece,Western Macedonia,4.00015,5195,,Greece,"Kozani National Airport ""Filippos""",0.400015
"50.95027778, -1.356666666",Southampton Airport,,,486.12333,631329,,,Southampton Airport,48.612333
"65.59027778, 19.28194444",Arvidsjaur Airport,Sweden,Övre Norrland,37.3219,48470,,SE,Arvidsjaur Airport,3.73219
"37.93638889, 23.94444444","Athens International Airport ""Eleftherios Venizelos""",Greece,Attica,17265.48208,22422704,,Greece,"Athens International Airport ""Eleftherios Venizelos""",1726.548208
"47.09583333, -56.38444444",Miquelon Airport,,,5.33533,6929,,,Miquelon Airport,0.533533
"50.86591667, 7.142744444",Cologne Bonn Airport,Germany,Köln,6742.66824,8756712,,DE,Cologne Bonn Airport,674.266824
"65.80611111, 15.08277778",Hemavan-Tärnaby Airport,Sweden,Övre Norrland,11.11495,14435,,SE,Hemavan-Tärnaby Airport,1.111495
"45.396388, 10.888055",Verona Villafranca Airport,Italy,Veneto,2296.1862,2982060,,IT,Verona Villafranca Airport,229.61862
"65.95972222, 12.47222222",Sandnessjøen Airport,Norway,Nord-Norge,53.48035,69455,,NO,Sandnessjøen Airport,5.348035
"51.83694444, -1.32",London Oxford Airport,,,0.0924,120,,,London Oxford Airport,0.00924
"42.08083333, -0.323333333",Huesca-Pirineos Airport,Spain,Aragón,0.24948,324,,ES,Huesca-Pirineos Airport,0.024948
"55.0375, -1.691666666",Newcastle International Airport,,,3177.81695,4127035,,,Newcastle International Airport,317.781695
"60.95861111, 14.51111111",Mora-Siljan Airport,Sweden,Norra Mellansverige,0.05544,72,,SE,Mora-Siljan Airport,0.005544
"38.12, 20.50027778",Kefalonia International Airport,,,629.25632,817216,,,Kefalonia International Airport,62.925632
"51.33083333, 0.0325",London Biggin Hill Airport,,,3.08154,4002,,,London Biggin Hill Airport,0.308154
"68.48888889, 16.67833333",Harstad/Narvik Airport,Norway,Nord-Norge,611.46162,794106,,NO,Harstad/Narvik Airport,61.146162
"58.22972222, 22.50944444",Kuressaare Airport,Estonia,Eesti,29.83673,38749,,EE,Kuressaare Airport,2.983673
"64.54805556, 18.71611111",Lycksele Airport,Sweden,Övre Norrland,10.23099,13287,,SE,Lycksele Airport,1.023099
"-14.8093, -138.8109",Puka-Puka Airport,,,1.13729,1477,,,Puka-Puka Airport,0.113729
"38.99722222, 17.08027778",Crotone Airport,Italy,Calabria,131.59146,170898,,IT,Crotone Airport,13.159146
"46.76305556, -56.17416667",Saint-Pierre Airport,,,21.94577,28501,,,Saint-Pierre Airport,2.194577
"42.74055556, 2.870555555",Perpignan–Rivesaltes Airport,France,Languedoc-Roussillon,320.24608,415904,,FR,Perpignan–Rivesaltes Airport,32.024608
"65.99027778, 29.23194444",Kuusamo Airport,Finland,Pohjois- ja Itä-Suomi,90.17008,117104,,FI,Kuusamo Airport,9.017008
"70.35527778, 31.045","Vardø Airport, Svartnes",,,21.31591,27683,,,"Vardø Airport, Svartnes",2.131591
"55.97333333, 21.09388889",Palanga International Airport,Lithuania,Vidurio ir vakarų Lietuvos regionas,211.65683,274879,,LT,Palanga International Airport,21.165683
"51.874722, -0.368333",London Luton Airport,,,10258.12172,13322236,,,London Luton Airport,1025.812172
"28.62638889, -17.75555556",La Palma Airport,,,1006.34919,1306947,,,La Palma Airport,100.634919
"-19.285, -138.7719444",Nukutavake Airport,,,0.92092,1196,,,Nukutavake Airport,0.092092
"43.43666667, 5.215",Marseille Provence Airport,France,Provence-Alpes-Côte d’Azur,7044.19562,9148306,,FR,Marseille Provence Airport,704.419562
"17.90444444, -62.84388889",Gustaf III Airport,,,168.61768,218984,,,Gustaf III Airport,16.861768
"41.92388889, 8.8025",Ajaccio Napoleon Bonaparte Airport,France,Corse,1280.45687,1662931,,FR,Ajaccio Napoleon Bonaparte Airport,128.045687
"37.18861111, -3.777222222",Federico García Lorca Granada Airport,Spain,Andalucía,699.70901,908713,,ES,Federico García Lorca Granada Airport,69.970901
"4.819722222, -52.36194444",Cayenne – Félix Eboué Airport,France,Guyane,376.31517,488721,,FR,Cayenne – Félix Eboué Airport,37.631517
"42.57027778, 27.51527778",Burgas Airport,Bulgaria,Yugoiztochen,1265.55737,1643581,,BG,Burgas Airport,126.555737
"-23.88524167, -147.6619333",Raivavae Airport,,,17.80856,23128,,,Raivavae Airport,1.780856
"37.91194444, 12.49333333",Vincenzo Florio Airport Trapani-Birgi,Italy,Sicilia,686.5859,891670,,IT,Vincenzo Florio Airport Trapani-Birgi,68.65859
"-16.68722222, -151.0216667",Huahine – Fare Airport,,,113.52495,147435,,,Huahine – Fare Airport,11.352495
"53.57444444, -0.350833333",Humberside Airport,,,71.0556,92280,,,Humberside Airport,7.10556
"45.201787, 7.649595",Turin Airport,Italy,Piemonte,3228.89567,4193371,,IT,Turin Airport,322.889567
"55.06333333, 14.75944444",Bornholm Airport,,,153.58112,199456,,,Bornholm Airport,15.358112
"38.872858, 1.373117",Ibiza Airport,Spain,Illes Balears,6280.63975,8156675,,ES,Ibiza Airport,628.063975
"49.15138889, 16.69388889",Brno-Tuřany Airport,Czechia,Jihovýchod,363.29447,471811,,CZ,Brno-Tuřany Airport,36.329447
"47.76055556, -3.44",Lorient South Brittany Airport,France,Bretagne,4.80788,6244,,FR,Lorient South Brittany Airport,0.480788
"41.520903, 2.105028",Sabadell Airport,Spain,Cataluña,4.6739,6070,,ES,Sabadell Airport,0.46739
"43.426944, -3.82",Santander Airport,Spain,Cantabria,848.87803,1102439,,ES,Santander Airport,84.887803
"45.72555556, 5.081111111",Lyon–Saint-Exupéry Airport,France,Rhône-Alpes,6589.92257,8558341,,FR,Lyon–Saint-Exupéry Airport,658.992257
"38.9675, 24.48722222",Skyros Island National Airport,,,14.57148,18924,,,Skyros Island National Airport,1.457148
"40.62, 14.9125",Salerno Costa d'Amalfi Airport,Italy,Campania,0,0,,IT,Salerno Costa d'Amalfi Airport,0
"66.07, 76.52166667",Novy Urengoy Airport,,,794.3628,1031640,,,Novy Urengoy Airport,79.43628
"44.17472222, 0.590555555",Agen La Garenne Airport,France,Aquitaine,0.44044,572,,FR,Agen La Garenne Airport,0.044044
"44.41348, 8.837563",Genoa Cristoforo Colombo Airport,Italy,Liguria,935.47839,1214907,,IT,Genoa Cristoforo Colombo Airport,93.547839
"34.71833333, 32.485",Paphos International Airport,,,2448.42752,3179776,,,Paphos International Airport,244.842752
"48.447222, -4.421667",Brest Bretagne Airport,France,Bretagne,617.42758,801854,,FR,Brest Bretagne Airport,61.742758
"43.28571944, 16.67971944",Brač Airport,Croatia,Jadranska Hrvatska,12.27996,15948,,HR,Brač Airport,1.227996
"58.45888889, -3.093055555",Wick Airport,,,5.33995,6935,,,Wick Airport,0.533995
"51.10277778, 16.88583333",Wrocław – Copernicus Airport,Poland,Dolnośląskie,2216.10158,2878054,,PL,Wrocław – Copernicus Airport,221.610158
"55.59611111, 37.2675",Vnukovo International Airport,,,12628,16400000,,,Vnukovo International Airport,1262.8
"-16.05416667, -145.6569444",Fakarava Airport,,,32.26839,41907,,,Fakarava Airport,3.226839
"27.81472222, -17.88694444",El Hierro Airport,,,210.73899,273687,,,El Hierro Airport,21.073899
"61.83, 6.105833333",Sandane Airport,Norway,Vestlandet,30.9848,40240,,NO,Sandane Airport,3.09848
"-21.48138889, 168.0375",Maré Airport,,,57.14016,74208,,,Maré Airport,5.714016
"47.975, -4.167777777",Quimper – Cornouaille Airport,France,Bretagne,14.44828,18764,,FR,Quimper – Cornouaille Airport,1.444828
"51.450556, 5.374167",Eindhoven Airport,Netherlands,Noord-Brabant,4874.56123,6330599,,NL,Eindhoven Airport,487.456123
"62.18, 6.074166666",Ørsta-Volda Airport,Norway,Vestlandet,79.63186,103418,,NO,Ørsta-Volda Airport,7.963186
"62.74472222, 7.2625",Molde Airport,Norway,Vestlandet,271.07619,352047,,NO,Molde Airport,27.107619
"-17.5478, -142.613",Hikueru Airport,,,1.96042,2546,,,Hikueru Airport,0.196042
"57.201944, -2.197778",Aberdeen Airport,,,1509.10991,1959883,,,Aberdeen Airport,150.910991
"28.45277778, -13.86388889",Fuerteventura Airport,,,4343.955,5641500,,,Fuerteventura Airport,434.3955
"51.95, 4.433333333",Rotterdam The Hague Airport,Netherlands,Zuid-Holland,1642.95516,2133708,,NL,Rotterdam The Hague Airport,164.295516
"-16.6867, -145.32899",Faaite Airport,,,2.12135,2755,,,Faaite Airport,0.212135
"67.24583333, 23.06888889",Pajala Airport,Sweden,Övre Norrland,6.75136,8768,,SE,Pajala Airport,0.675136
"51.505278, 0.055278",London City Airport,,,2317.17101,3009313,,,London City Airport,231.717101
"45.82123, 13.48557",Trieste – Friuli Venezia Giulia Airport,Italy,Friuli-Venezia Giulia,537.93201,698613,,IT,Trieste – Friuli Venezia Giulia Airport,53.793201
"48.06833, -1.72611",Rennes – Saint-Jacques Airport,France,Bretagne,495.28787,643231,,FR,Rennes – Saint-Jacques Airport,49.528787
"49.36527778, 0.154166666",Deauville – Saint-Gatien Airport,France,Basse-Normandie,58.04106,75378,,FR,Deauville – Saint-Gatien Airport,5.804106
"36.74472222, -6.06",Jerez Airport,Spain,Andalucía,704.75713,915269,,ES,Jerez Airport,70.475713
"62.529445, 17.442778",Sundsvall-Timrå Airport,Sweden,Mellersta Norrland,36.47259,47367,,SE,Sundsvall-Timrå Airport,3.647259
"57.75833333, 14.07166667",Jönköping Airport,Sweden,Småland med öarna,12.01508,15604,,SE,Jönköping Airport,1.201508
"54.3775, 18.46611111",Gdańsk Lech Wałęsa Airport,Poland,Pomorskie,3524.06285,4576705,,PL,Gdańsk Lech Wałęsa Airport,352.406285
"56.30416667, 10.61916667",Aarhus Airport,Denmark,Midtjylland,322.5761,418930,,DK,Aarhus Airport,32.25761
"48.5375, -2.856666666",Saint-Brieuc – Armor Airport,France,Bretagne,4.80249,6237,,FR,Saint-Brieuc – Armor Airport,0.480249
"16.26416667, -61.52583333",Pointe-à-Pitre International Airport,France,Guadeloupe,1208.75139,1569807,,FR,Pointe-à-Pitre International Airport,120.875139
"44.82222222, 10.29527778",Parma Airport,Italy,Emilia-Romagna,89.8744,116720,,IT,Parma Airport,8.98744
"43.635, 1.367780555",Toulouse-Blagnac,France,Midi-Pyrénées,5418.6055,7037150,,FR,Toulouse-Blagnac,541.86055
"42.17638889, 42.4825",Kutaisi International Airport,,,612.96851,796063,,,Kutaisi International Airport,61.296851
"56.92083333, 23.97083333",Riga International Airport,Latvia,Latvija,4143.19983,5380779,,LV,Riga International Airport,414.319983
"38.94833333, -1.863333333",Albacete Airport,Spain,Castilla-La Mancha,0.65989,857,,ES,Albacete Airport,0.065989
"47.31055556, -2.161111111",Saint-Nazaire - Montoir Airport,France,Pays de la Loire,5.28143,6859,,FR,Saint-Nazaire - Montoir Airport,0.528143
"43.555, 2.290555555",Castres–Mazamet Airport,France,Midi-Pyrénées,28.06265,36445,,FR,Castres–Mazamet Airport,2.806265
"41.66916667, 44.95472222",Tbilisi International Airport,,,2308.89582,2998566,,,Tbilisi International Airport,230.889582
"43.23194444, 27.82527778",Varna Airport,Bulgaria,Severoiztochen,1142.82322,1484186,,BG,Varna Airport,114.282322
"-15.8197, -140.887",Fangatau Airport,,,1.63856,2128,,,Fangatau Airport,0.163856
"43.82472222, 18.33138889",Sarajevo International Airport (SJJ),BA,Federacija Bosne i Hercegovine,1060.55796,1377348,,BA,Sarajevo International Airport (SJJ),106.055796
"36.6969, 24.4769",Milos Island National Airport,Greece,South Aegean,66.36707,86191,,Greece,Milos Island National Airport,6.636707
"40.37055556, -3.785",Cuatro Vientos Airport,Spain,Comunidad de Madrid,1.71017,2221,,ES,Cuatro Vientos Airport,0.171017
"39.21944444, 22.79416667",Nea Anchialos National Airport,Greece,Thessaly,34.83788,45244,,Greece,Nea Anchialos National Airport,3.483788
"58.41916667, 24.47277778",Pärnu Airport,Estonia,Eesti,2.22299,2887,,EE,Pärnu Airport,0.222299
"35.497778, 12.618056",Lampedusa Airport,,,253.00352,328576,,,Lampedusa Airport,25.300352
"43.54638889, 6.954166666",Cannes – Mandelieu Airport,France,Provence-Alpes-Côte d’Azur,7.68768,9984,,FR,Cannes – Mandelieu Airport,0.768768
"50.56333333, 3.086944444",Lille Airport,France,Nord-Pas de Calais,1365.32858,1773154,,FR,Lille Airport,136.532858
"70.67972222, 23.66861111",Hammerfest Airport,,,119.72961,155493,,,Hammerfest Airport,11.972961
"38.93, 20.772",Aktion National Airport,,,595.66199,773587,,,Aktion National Airport,59.566199
"-23.371, -149.529",Tubuai – Mataura Airport,,,19.9122,25860,,,Tubuai – Mataura Airport,1.99122
