location,name,country,province,kg_n_per_year,passengers,year,country_code,name_en,kg_p_per_year
"5.48305556, -54.03444444",Saint-Laurent-du-Maroni Airport,France,Guyane,4.92723,6399,,FR,Saint-Laurent-du-Maroni Airport,0.492723
"43.32333333, 3.353333333",Béziers Cap d'Agde Airport,France,Languedoc-Roussillon,169.21674,219762,,FR,Béziers Cap d'Agde Airport,16.921674
"63.4575, 10.92416667",Trondheim Airport,Norway,Trøndelag/Trööndelage,2929.02841,3803933,,NO,Trondheim Airport,292.902841
"53.80536667, 10.71922222",Lübeck-Blankensee Airport,Germany,Schleswig-Holstein,63.5943,82590,,DE,Lübeck-Blankensee Airport,6.35943
"-14.42805556, -146.2569444",Ahe Airport,,,7.42742,9646,,,Ahe Airport,0.742742
"51.39666667, -3.343333333",Cardiff Airport,,,660.19569,857397,,,Cardiff Airport,66.019569
"-15.485571, -145.464855",Aratika Airport,,,2.35697,3061,,,Aratika Airport,0.235697
"-17.34888889, -145.5122222",Anaa Airport,,,3.02379,3927,,,Anaa Airport,0.302379
"-22.4335, -151.3678",Rurutu Airport,,,21.38752,27776,,,Rurutu Airport,2.138752
"47.56027778, -0.312222222",Angers – Loire Airport,France,Pays de la Loire,2.80742,3646,,FR,Angers – Loire Airport,0.280742
"51.13434444, 13.768",Dresden Airport,Germany,Dresden,645.55799,838387,,DE,Dresden Airport,64.555799
"58.586111, 16.231667",Norrköping Airport,Sweden,Östra Mellansverige,30.94322,40186,,SE,Norrköping Airport,3.094322
"-15.7808, -145.12399",Kauehi aerodrome,,,2.71502,3526,,,Kauehi aerodrome,0.271502
"3.61361111, -53.20416667",Saül Airport,France,Guyane,3.2186,4180,,FR,Saül Airport,0.32186
"52.45111111, 20.65166667",Warsaw-Modlin Mazovia Airport,Poland,Warszawski stołeczny,2407.34956,3126428,,PL,Warsaw-Modlin Mazovia Airport,240.734956
"47.67131667, 9.511486111",Friedrichshafen Airport,Germany,Tübingen,261.45812,339556,,DE,Friedrichshafen Airport,26.145812
"67.13305556, 20.81222222",Gällivare Airport,Sweden,Övre Norrland,16.21774,21062,,SE,Gällivare Airport,1.621774
"39.69638889, 20.8225","Ioannina National Airport ""King Pyrros""",Greece,Epirus,56.72205,73665,,Greece,"Ioannina National Airport ""King Pyrros""",5.672205
"45.78583333, 3.1625",Clermont-Ferrand Auvergne Airport,France,Auvergne,145.25357,188641,,FR,Clermont-Ferrand Auvergne Airport,14.525357
"48.11027778, 16.56972222",Wien-Schwechat Airport,Austria,Niederösterreich,18235.24241,23682133,,AT,Wien-Schwechat Airport,1823.524241
"62.40083333, 25.67277778",Jyväskylä Airport,Finland,Länsi-Suomi,8.4546,10980,,FI,Jyväskylä Airport,0.84546
"-14.4375, -146.0708333",Manihi Airport,,,7.50904,9752,,,Manihi Airport,0.750904
"48.96, 2.435",Paris–Le Bourget Airport,France,Ile-de-France,113.62967,147571,,FR,Paris–Le Bourget Airport,11.362967
"48.17, 17.21277778",M. R. Štefánik Airport,Slovakia,Bratislavský kraj,1082.83868,1406284,,SK,M. R. Štefánik Airport,108.283868
"49.65083333, -1.475277777",Cherbourg – Maupertus Airport,France,Basse-Normandie,2.61954,3402,,FR,Cherbourg – Maupertus Airport,0.261954
"68.36444444, 23.4275",Enontekiö Airport,Finland,Pohjois- ja Itä-Suomi,0,0,,FI,Enontekiö Airport,0
"63.04527778, 21.76416667",Vaasa Airport,Finland,Länsi-Suomi,87.19788,113244,,FI,Vaasa Airport,8.719788
"57.784, 23.266",Ruhnu Airfield,,,1.26357,1641,,,Ruhnu Airfield,0.126357
"71.02972222, 27.82666667",Mehamn Airport,Norway,Nord-Norge,20.13858,26154,,NO,Mehamn Airport,2.013858
"58.40833333, 15.67277778",Linköping/Saab Airport,Sweden,Östra Mellansverige,62.16595,80735,,SE,Linköping/Saab Airport,6.216595
"58.3075, 26.68694444",Tartu Airport,Estonia,Eesti,6.66281,8653,,EE,Tartu Airport,0.666281
"48.32166667, 4.016666666",Troyes – Barberey Airport,France,Champagne-Ardenne,1.81258,2354,,FR,Troyes – Barberey Airport,0.181258
"43.30194444, -8.377222222",A Coruña Airport,Spain,Galicia,742.24689,963957,,ES,A Coruña Airport,74.224689
"50.11, 22.01888889",Rzeszów-Jasionka Airport,Poland,Podkarpackie,562.97857,731141,,PL,Rzeszów-Jasionka Airport,56.297857
"36.79333611, 27.09166667","Kos International Airport ""Hippocrates""",,,2148.78433,2790629,,,"Kos International Airport ""Hippocrates""",214.878433
"55.91194444, 14.08333333",Kristianstad Airport,Sweden,Sydsverige,11.63932,15116,,SE,Kristianstad Airport,1.163932
"51.51831389, 7.612241666",Dortmund Airport,Germany,Arnsberg,1991.40326,2586238,,DE,Dortmund Airport,199.140326
"36.96333333, 26.94055556",Kalymnos Island National Airport,Greece,South Aegean,11.51612,14956,,Greece,Kalymnos Island National Airport,1.151612
"51.60241389, 6.142172222",Niederrhein Airport,Germany,Düsseldorf,798.39914,1036882,,DE,Niederrhein Airport,79.839914
"61.94277778, 28.945",Savonlinna Airport,Finland,Pohjois- ja Itä-Suomi,2.39547,3111,,FI,Savonlinna Airport,0.239547
"36.57988611, 26.37582222",Astypalaia National Airport,,,17.42741,22633,,,Astypalaia National Airport,1.742741
"38.18194444, 13.09944444",Falcone–Borsellino Airport,,,5480.72294,7117822,,,Falcone–Borsellino Airport,548.072294
"70.06527778, 29.84472222",Vadsø Airport,Norway,Nord-Norge,77.49665,100645,,NO,Vadsø Airport,7.749665
"39.177222, 23.503611","Skiathos National Airport ""Alexandros Papadiamantis""",Greece,Thessaly,393.94047,511611,,Greece,"Skiathos National Airport ""Alexandros Papadiamantis""",39.394047
"-22.01638889, 166.2161111",La Tontouta International Airport,,,246.65641,320333,,,La Tontouta International Airport,24.665641
"-18.29555556, -137.0169444",Pukarua Airport,,,1.4707,1910,,,Pukarua Airport,0.14707
"44.89361111, 13.92222222",Pula Airport,Croatia,Jadranska Hrvatska,305.47748,396724,,HR,Pula Airport,30.547748
"54.91163611, 8.342386111",Sylt Airport,Germany,Schleswig-Holstein,92.21751,119763,,DE,Sylt Airport,9.221751
"-21.32166667, 55.42555556",Pierrefonds Airport,France,La Réunion,8.34449,10837,,FR,Pierrefonds Airport,0.834449
"40.44638889, 21.28222222","Kastoria National Airport ""Aristotelis""",Greece,Western Macedonia,3.88696,5048,,Greece,"Kastoria National Airport ""Aristotelis""",0.388696
"60.154722, 12.994444",Torsby Airport,Sweden,Norra Mellansverige,1.26434,1642,,SE,Torsby Airport,0.126434
"50.97981111, 10.95810556",Erfurt-Weimar Airport,Germany,Thüringen,106.08983,137779,,DE,Erfurt-Weimar Airport,10.608983
"64.47222222, 11.57861111",Namsos Airport,Norway,Trøndelag/Trööndelage,28.99512,37656,,NO,Namsos Airport,2.899512
"50.78, -1.8425",Bournemouth Airport,,,565.44488,734344,,,Bournemouth Airport,56.544488
"50.10083333, 14.26",Václav Havel Airport Prague,Czechia,Praha,8265.8576,10734880,,CZ,Václav Havel Airport Prague,826.58576
"-21.05333333, 164.8377778",Koné Airport,,,4.21498,5474,,,Koné Airport,0.421498
"62.57888889, 11.345",Røros Airport,Norway,Trøndelag/Trööndelage,10.7415,13950,,NO,Røros Airport,1.07415
"43.57887222, 3.959286111",Montpellier – Méditerranée Airport,France,Languedoc-Roussillon,1356.03699,1761087,,FR,Montpellier – Méditerranée Airport,135.603699
"56.291112, 12.855",Ängelholm-Helsingborg Airport,Sweden,Sydsverige,147.69755,191815,,SE,Ängelholm-Helsingborg Airport,14.769755
"28.945556, -13.605278",César Manrique Lanzarote Airport,Spain,Canarias,5659.84727,7350451,,ES,César Manrique Lanzarote Airport,565.984727
"-18.07472222, -140.9458333",Hao Airport,,,13.22244,17172,,,Hao Airport,1.322244
"65.78361111, 13.21527778",Mosjøen Airport,Norway,Nord-Norge,50.48813,65569,,NO,Mosjøen Airport,5.048813
"58.99055556, 22.83055556",Kärdla Airport,Estonia,Eesti,9.24308,12004,,EE,Kärdla Airport,0.924308
"-9.768611111, -139.0130556",Atuona Airport,,,29.81902,38726,,,Atuona Airport,2.981902
"56.68527778, 16.2875",Kalmar Airport,Sweden,Småland med öarna,81.72472,106136,,SE,Kalmar Airport,8.172472
"46.71861111, -2.391111111",Île d'Yeu Aerodrome,,,0.64064,832,,,Île d'Yeu Aerodrome,0.064064
"-14.71, -145.2463889",Takapoto Airport,,,3.08924,4012,,,Takapoto Airport,0.308924
"35.53174722, 24.14967778",Chania International Airport,Greece,Crete,2532.95119,3289547,,Greece,Chania International Airport,253.295119
"54.615486, -5.871233",George Best Belfast City Airport,,,1274.47012,1655156,,,George Best Belfast City Airport,127.447012
"-8.7951, -140.2223",Nuku Hiva Airport,,,35.30989,45857,,,Nuku Hiva Airport,3.530989
"64.62472222, 21.07694444",Skellefteå Airport,Sweden,Övre Norrland,205.79174,267262,,SE,Skellefteå Airport,20.579174
"46.5875, 0.306666666",Poitiers – Biard Airport,France,Poitou-Charentes,68.57466,89058,,FR,Poitiers – Biard Airport,6.857466
"-14.9564, -147.6591",Rangiroa Airport,,,86.55339,112407,,,Rangiroa Airport,8.655339
"36.99166667, 14.60694444",Comiso Airport,Italy,Sicilia,280.84595,364735,,IT,Comiso Airport,28.084595
"44.82444444, 0.520555555",Bergerac Dordogne Périgord Airport,France,Aquitaine,171.37582,222566,,FR,Bergerac Dordogne Périgord Airport,17.137582
"52.31936111, 10.55888889",Braunschweig-Wolfsburg Airport,Germany,Braunschweig,33.35255,43315,,DE,Braunschweig-Wolfsburg Airport,3.335255
"-17.48944444, -149.7622222",Moorea Airport,,,42.3885,55050,,,Moorea Airport,4.23885
"36.84388889, -2.37",Almería Airport,Spain,Andalucía,541.60722,703386,,ES,Almería Airport,54.160722
"44.53544444, 11.28866667",Bologna Guglielmo Marconi Airport,Italy,Emilia-Romagna,6533.6733,8485290,,IT,Bologna Guglielmo Marconi Airport,653.36733
"39.59888889, 2.702777777",Son Bonet Aerodrome,Spain,Illes Balears,6.99237,9081,,ES,Son Bonet Aerodrome,0.699237
"40.89866111, 9.517627777",Olbia Costa Smeralda Airport,Italy,Sardegna,2438.87336,3167368,,IT,Olbia Costa Smeralda Airport,243.887336
"70.87138889, 29.03416667",Berlevåg Airport,,,10.65911,13843,,,Berlevåg Airport,1.065911
"-15.9921999, -140.1649933",Fakahina Airport,,,1.1319,1470,,,Fakahina Airport,0.11319
"36.14166944, 29.57637778",Kastellorizo Airport,,,4.77631,6203,,,Kastellorizo Airport,0.477631
"3.6575, -54.03722222",Maripasoula Airport,France,Guyane,13.35642,17346,,FR,Maripasoula Airport,1.335642
"42.75972222, 11.07166667",Grosseto Airport,Italy,Toscana,4.24347,5511,,IT,Grosseto Airport,0.424347
"37.75083333, 20.88416667",Zakynthos International Airport,Greece,Ionian Islands,1465.16062,1902806,,Greece,Zakynthos International Airport,146.516062
"59.88138889, -1.293888888",Sumburgh Airport,,,189.7203,246390,,,Sumburgh Airport,18.97203
"-16.723, -151.466",Raiatea Airport,,,195.52379,253927,,,Raiatea Airport,19.552379
"55.50944444, -4.594444444",Glasgow Prestwick Airport,,,342.21341,444433,,,Glasgow Prestwick Airport,34.221341
"63.04833333, 17.76861111",Kramfors-Sollefteå Airport,Sweden,Mellersta Norrland,5.16362,6706,,SE,Kramfors-Sollefteå Airport,0.516362
"52.13464167, 7.684830555",Münster/Osnabrück Airport,Germany,Münster,639.69444,830772,,DE,Münster/Osnabrück Airport,63.969444
"54.96444444, 9.791730555",Sønderborg Airport,Denmark,Syddanmark,35.66794,46322,,DK,Sønderborg Airport,3.566794
"42.695, 23.40833333",Sofia Airport,Bulgaria,Yugozapaden,4622.81281,6003653,,BG,Sofia Airport,462.281281
"58.87666667, 5.637777777",Stavanger Airport,Norway,Vestlandet,2754.11444,3576772,,NO,Stavanger Airport,275.411444
"49.533889, 0.088056",Le Havre – Octeville Airport,France,Haute-Normandie,5.42003,7039,,FR,Le Havre – Octeville Airport,0.542003
"14.59222222, -60.99638889",Martinique Aimé Césaire International Airport,France,Martinique,1349.77535,1752955,,FR,Martinique Aimé Césaire International Airport,134.977535
"46.22444444, 14.45611111",Ljubljana Jože Pučnik Airport,Slovenia,Zahodna Slovenija,747.01704,970152,,SI,Ljubljana Jože Pučnik Airport,74.701704
"67.52777778, 12.10333333",Røst Airport,Norway,Nord-Norge,9.30699,12087,,NO,Røst Airport,0.930699
"45.363055, 5.332778",Grenoble-Isère Airport,France,Rhône-Alpes,147.22015,191195,,FR,Grenoble-Isère Airport,14.722015
"-14.17666667, -141.2669444",Napuka Airport,,,1.32979,1727,,,Napuka Airport,0.132979
"38.15111111, 21.42555556",Araxos Airport,Greece,Western Greece,78.42065,101845,,Greece,Araxos Airport,7.842065
"48.32472222, 6.066944444",Épinal – Mirecourt Airport,France,Lorraine,0.08393,109,,FR,Épinal – Mirecourt Airport,0.008393
"-22.586893, 167.451169",Île des Pins Airport,,,65.13507,84591,,,Île des Pins Airport,6.513507
"61.85638889, 24.78916667",Halli Airport,Finland,Länsi-Suomi,0.00462,6,,FI,Halli Airport,0.000462
"61.159, 12.84",Sälen/Scandinavian Mountains Airport,Sweden,Norra Mellansverige,13.82997,17961,,SE,Sälen/Scandinavian Mountains Airport,1.382997
"51.61408889, 8.616316666",Paderborn/Lippstadt Airport,Germany,Detmold,387.01817,502621,,DE,Paderborn/Lippstadt Airport,38.701817
"46.17916667, -1.195277777",La Rochelle – Île de Ré Airport,,,139.36461,180993,,,La Rochelle – Île de Ré Airport,13.936461
"58.78861111, 16.91222222",Stockholm Skavsta Airport,Sweden,Östra Mellansverige,427.82894,555622,,SE,Stockholm Skavsta Airport,42.782894
"-20.89, 55.51638889",Roland Garros Airport,,,1805.77397,2345161,,,Roland Garros Airport,180.577397
"51.42399167, 12.23638333",Leipzig/Halle Airport,Germany,Leipzig,1200.12354,1558602,,DE,Leipzig/Halle Airport,120.012354
"62.5625, 6.119722222","Ålesund Airport, Vigra",,,711.27518,923734,,,"Ålesund Airport, Vigra",71.127518
"64.28416667, 27.6875",Kajaani Airport,Finland,Pohjois- ja Itä-Suomi,19.558,25400,,FI,Kajaani Airport,1.9558
"56.4525, -3.0175",Dundee Airport,,,28.39914,36882,,,Dundee Airport,2.839914
"54.08333333, -4.623888888",Isle of Man Airport,,,433.1173,562490,,,Isle of Man Airport,43.31173
"39.8625, 4.218611",Menorca Airport,,,3003.71995,3900935,,,Menorca Airport,300.371995
"51.42079167, 9.392158333",Kassel Airport,Germany,Kassel,89.00969,115597,,DE,Kassel Airport,8.900969
"40.95194444, -5.501944444",Salamanca Airport,Spain,Castilla y León,10.02617,13021,,ES,Salamanca Airport,1.002617
"56.92888889, 14.72777778",Växjö/Kronoberg Airport,Sweden,Småland med öarna,114.93713,149269,,SE,Växjö/Kronoberg Airport,11.493713
"-14.4577, -145.0266",Takaroa Airport,,,3.22784,4192,,,Takaroa Airport,0.322784
"44.40777778, 2.482777777",Rodez-Aveyron Airport,France,Midi-Pyrénées,53.85149,69937,,FR,Rodez-Aveyron Airport,5.385149
"55.58555556, 12.13138889",Roskilde Airport,Denmark,Sjælland,21.28357,27641,,DK,Roskilde Airport,2.128357
"54.50916667, -1.429444444",Teesside International Airport,,,133.21462,173006,,,Teesside International Airport,13.321462
"64.57888889, 16.83333333",Vilhelmina Airport,Sweden,Övre Norrland,8.00569,10397,,SE,Vilhelmina Airport,0.800569
"60.124852, 19.907834",Mariehamn Airport,Finland,Åland,20.51203,26639,,FI,Mariehamn Airport,2.051203
"44.828333, -0.715556",Bordeaux–Mérignac Airport,France,Aquitaine,4392.43035,5704455,,FR,Bordeaux–Mérignac Airport,439.243035
"53.918085, 12.27928833",Rostock Airport,Germany,Mecklenburg-Vorpommern,46.96769,60997,,DE,Rostock Airport,4.696769
"70.48666667, 22.13972222",Hasvik Airport,Norway,Nord-Norge,21.86261,28393,,NO,Hasvik Airport,2.186261
"45.03972222, 1.48555556",Brive – Souillac Airport,France,Limousin,70.54817,91621,,FR,Brive – Souillac Airport,7.054817
"52.70194444, -8.924722222",Shannon Airport,Ireland,Southern,1091.92468,1418084,,IE,Shannon Airport,109.192468
"45.72944444, 4.938888888",Lyon-Bron Airport,France,Rhône-Alpes,7.61453,9889,,FR,Lyon-Bron Airport,0.761453
"45.65083333, 12.19777778",Treviso Airport,Italy,Veneto,2029.08244,2635172,,IT,Treviso Airport,202.908244
"-18.78, -138.853",Vahitahi Airport,,,0.85008,1104,,,Vahitahi Airport,0.085008
"61.41527778, 23.58777778",Tampere-Pirkkala Airport,Finland,Länsi-Suomi,129.61256,168328,,FI,Tampere-Pirkkala Airport,12.961256
"47.71916667, -2.723333333",Vannes - Golfe du Morbihan Airport,France,Bretagne,0.64064,832,,FR,Vannes - Golfe du Morbihan Airport,0.064064
"45.46277778, 18.81027778",Osijek Airport,Croatia,Panonska Hrvatska,12.22375,15875,,HR,Osijek Airport,1.222375
"45.21694444, 14.57027778",Rijeka Airport,Croatia,Jadranska Hrvatska,126.34622,164086,,HR,Rijeka Airport,12.634622
"53.0474, 8.786747222",Bremen Airport,Germany,Bremen,1149.61539,1493007,,DE,Bremen Airport,114.961539
"41.898077, 2.766001",Girona-Costa Brava Airport,Spain,Cataluña,1011.73765,1313945,,ES,Girona-Costa Brava Airport,101.173765
"43.81861111, 20.58527778",Morava Airport,RS,Region Šumadije i Zapadne Srbije,10.53591,13683,,RS,Morava Airport,1.053591
"42.067778, 24.850833",Plovdiv Airport,Bulgaria,Yuzhen tsentralen,170.72517,221721,,BG,Plovdiv Airport,17.072517
"47.9492, 0.201788",Airport Le Mans-Arnage,France,Pays de la Loire,4.00939,5207,,FR,Airport Le Mans-Arnage,0.400939
"59.44472222, 13.3375",Karlstad Airport,Sweden,Norra Mellansverige,15.2768,19840,,SE,Karlstad Airport,1.52768
"-16.11906, -146.36802",Niau Airport,,,1.80642,2346,,,Niau Airport,0.180642
"41.7995, 12.5914",Rome Ciampino Airport,Italy,Lazio,2676.44454,3475902,,IT,Rome Ciampino Airport,267.644454
"47.45805556, 8.548055555",Zurich Airport,Switzerland,Zürich,17372.07164,22561132,,CH,Zurich Airport,1737.207164
"-8.9352, -139.5551",Ua Huka Airport,,,1.88573,2449,,,Ua Huka Airport,0.188573
"41.66611111, -1.041666666",Zaragoza Airport,Spain,Aragón,483.43449,627837,,ES,Zaragoza Airport,48.343449
"49.21455278, 7.109508333",Saarbrücken Airport,Germany,Saarland,231.02618,300034,,DE,Saarbrücken Airport,23.102618
"54.96388889, 24.08472222",Kaunas Airport,Lithuania,Vidurio ir vakarų Lietuvos regionas,892.57168,1159184,,LT,Kaunas Airport,89.257168
"43.20536111, 6.481602777",La Môle – Saint-Tropez Airport,France,Provence-Alpes-Côte d’Azur,7.46823,9699,,FR,La Môle – Saint-Tropez Airport,0.746823
"41.1475, 1.167222222",Reus Airport,Spain,Cataluña,702.10679,911827,,ES,Reus Airport,70.210679
"52.18083333, -9.523888888",Kerry Airport,Ireland,Southern,0.385,500,,IE,Kerry Airport,0.0385
"53.50166667, 50.155",Kurumoch International Airport,,,2304.71934,2993142,,,Kurumoch International Airport,230.471934
"63.18333333, 75.27",Noyabrsk Airport,,,177.09846,229998,,,Noyabrsk Airport,17.709846
"52.02666667, 113.305",Kadala Airport,,,396.25971,514623,,,Kadala Airport,39.625971
"17.64555556, -63.22055556",Juancho E. Yrausquin Airport,,,11.7502,15260,,,Juancho E. Yrausquin Airport,1.17502
"56.17166667, 92.49333333",Krasnoyarsk International Airport,,,2075.00909,2694817,,,Krasnoyarsk International Airport,207.500909
"65.23861111, 160.5439861",Omolon Airport,,,1.14345,1485,,,Omolon Airport,0.114345
"53.15388889, 140.655",Nikolayevsk-on-Amur Airport,,,39.50177,51301,,,Nikolayevsk-on-Amur Airport,3.950177
"45.00208333, 37.34730556",Anapa Airport,,,2256.91389,2931057,,,Anapa Airport,225.691389
"64.37833333, -173.2433333",Provideniya Bay Airport,,,4.59459,5967,,,Provideniya Bay Airport,0.459459
"42.03609722, 20.41585833",Kukës International Airport Zayed,AL,Veri,3.65134,4742,,AL,Kukës International Airport Zayed,0.365134
"48.78166667, 44.34666667",Volgograd International Airport,,,1109.33669,1440697,,,Volgograd International Airport,110.933669
"44.225, 43.08333333",Mineralnye Vody Airport,,,2467.62593,3204709,,,Mineralnye Vody Airport,246.762593
"61.34388889, 73.40222222",Surgut International Airport,,,1419.28248,1843224,,,Surgut International Airport,141.928248
"12.13111111, -68.26861111",Flamingo International Airport,,,200.1076,259880,,,Flamingo International Airport,20.01076
"50.34472222, 30.89333333",Boryspil International Airport,,,7263.41,9433000,,,Boryspil International Airport,726.341
"50.64333333, 36.59",Belgorod International Airport,,,448.55118,582534,,,Belgorod International Airport,44.855118
"55.40861111, 37.90611111",Domodedovo International Airport,,,19300.11699,25065087,,,Domodedovo International Airport,1930.011699
"54.96666667, 73.30833333",Omsk Tsentralny Airport,,,1148.86464,1492032,,,Omsk Tsentralny Airport,114.886464
"50.60722222, 26.14166667",Rivne International Airport,,,0.47586,618,,,Rivne International Airport,0.047586
"45.05222222, 33.97527778",Simferopol International Airport,,,5259.1,6830000,,,Simferopol International Airport,525.91
"49.07361111, 20.24111111",Poprad-Tatry Airport,Slovakia,Východné Slovensko,11.92037,15481,,SK,Poprad-Tatry Airport,1.192037
"53.1677, 158.4536",Petropavlovsk-Kamchatsky Airport,,,594.99209,772717,,,Petropavlovsk-Kamchatsky Airport,59.499209
"53.81, 86.87833333",Spichenkovo Airport,,,306.2521,397730,,,Spichenkovo Airport,30.62521
"43.45, 39.95666667",Sochi International Airport,,,8528.99817,11076621,,,Sochi International Airport,852.899817
"50.425, 127.4133333",Ignatyevo Airport,,,547.43612,710956,,,Ignatyevo Airport,54.743612
"53.74327778, 91.38586111",Abakan International Airport,,,194.89316,253108,,,Abakan International Airport,19.489316
"45.11, 42.11333333",Stavropol Shpakovskoye Airport,,,444.29539,577007,,,Stavropol Shpakovskoye Airport,44.429539
"57.56066667, 40.15736944",Tunoshna Airport,,,75.88889,98557,,,Tunoshna Airport,7.588889
"62.45777778, 155.7383333",Omsukchan Airport,,,6.07222,7886,,,Omsukchan Airport,0.607222
"56.94166667, 40.93333333",Ivanovo Yuzhny Airport,,,52.45625,68125,,,Ivanovo Yuzhny Airport,5.245625
"49.69611111, 18.11083333",Leoš Janáček Airport Ostrava,Czechia,Moravskoslezsko,105.95893,137609,,CZ,Leoš Janáček Airport Ostrava,10.595893
"53.3822, 92.0486",Shushenskoye Airport,,,0.09548,124,,,Shushenskoye Airport,0.009548
"54.26833333, 48.22666667",Ulyanovsk Baratayevka Airport,,,427.16366,554758,,,Ulyanovsk Baratayevka Airport,42.716366
"43.15144444, 25.71288889",Gorna Oryahovitsa Airport,Bulgaria,Severen tsentralen,0.05236,68,,BG,Gorna Oryahovitsa Airport,0.005236
"54.68527778, 135.2833333",Chumikan Airport,,,2.95526,3838,,,Chumikan Airport,0.295526
"48.63416667, 22.26333333",Uzhhorod International Airport,,,5.852,7600,,,Uzhhorod International Airport,0.5852
"49.8125, 23.95611111",Lviv Danylo Halytskyi International Airport,,,1412.18,1834000,,,Lviv Danylo Halytskyi International Airport,141.218
"53.51777778, 142.8800917",Okha Airport,,,25.795,33500,,,Okha Airport,2.5795
"56.09, 47.34722222",Cheboksary Airport,,,354.40097,460261,,,Cheboksary Airport,35.440097
"55.27166667, 86.11",Kemerovo International Airport,,,434.30541,564033,,,Kemerovo International Airport,43.430541
"46.91222222, 7.499444444",Bern Airport,Switzerland,Espace Mittelland,8.65172,11236,,CH,Bern Airport,0.865172
"51.815, 39.23",Voronezh International Airport,,,621.775,807500,,,Voronezh International Airport,62.1775
"61.02833333, 69.08666667",Khanty-Mansiysk Airport,,,299.74637,389281,,,Khanty-Mansiysk Airport,29.974637
"-20.79, 165.259445",Touho Airport,,,0.75229,977,,,Touho Airport,0.075229
"53.11666667, 45.01666667",Penza Airport,,,166.68806,216478,,,Penza Airport,16.668806
"46.28333333, 48.00627778",Narimanovo Airport,,,665.68194,864522,,,Narimanovo Airport,66.568194
"58.50333333, 49.34833333",Pobedilovo Airport,,,259.22127,336651,,,Pobedilovo Airport,25.922127
"53.09666667, 17.97777778",Bydgoszcz Ignacy Jan Paderewski Airport,Poland,Kujawsko-pomorskie,1.84184,2392,,PL,Bydgoszcz Ignacy Jan Paderewski Airport,0.184184
"57.16833333, 65.31666667",Roshchino International Airport,,,1726.59102,2242326,,,Roshchino International Airport,172.659102
"17.49638889, -62.97944444",F.D. Roosevelt Airport,,,11.7425,15250,,,F.D. Roosevelt Airport,1.17425
"52.272887, 104.353371",Irkutsk International Airport,,,1599.88213,2077769,,,Irkutsk International Airport,159.988213
"49.57388889, 34.39861111",Poltava Airport,,,0,0,,,Poltava Airport,0
"56.83333333, 53.45666667",Izhevsk Airport,,,419.45827,544751,,,Izhevsk Airport,41.945827
"50.40166667, 30.45166667",Kyiv Zhuliany International Airport,,,1091.97781,1418153,,,Kyiv Zhuliany International Airport,109.197781
"49.924722, 36.29",Kharkiv International Airport,,,893.11453,1159889,,,Kharkiv International Airport,89.311453
"45.03472222, 39.17055556",Krasnodar International Airport,,,3867.12711,5022243,,,Krasnodar International Airport,386.712711
"54.40111111, 48.80277778",Ulyanovsk Vostochny Airport,,,0.72842,946,,,Ulyanovsk Vostochny Airport,0.072842
"51.75166667, 36.29666667",Kursk Vostochny Airport,,,79.48094,103222,,,Kursk Vostochny Airport,7.948094
"47.47155556, 39.92397222",Platov International Airport,,,2231.41226,2897938,,,Platov International Airport,223.141226
"71.6975, 128.9027778",Tiksi Airport,,,14.58919,18947,,,Tiksi Airport,1.458919
"55.0125, 82.650556",Tolmachevo Airport,,,5129.83856,6662128,,,Tolmachevo Airport,512.983856
"50.40833333, 136.9333333",Komsomolsk-on-Amur Airport,,,7.59374,9862,,,Komsomolsk-on-Amur Airport,0.759374
"48.52417, 135.16922",Khabarovsk Novy Airport,,,1371.06585,1780605,,,Khabarovsk Novy Airport,137.106585
"55.89388889, 23.39472222",Šiauliai International Airport,Lithuania,Vidurio ir vakarų Lietuvos regionas,0.39809,517,,LT,Šiauliai International Airport,0.039809
"51.89416667, -2.167222222",Gloucestershire Airport,,,0,0,,,Gloucestershire Airport,0
"53.33, 69.59666667",Kokshetau International Airport,,,13.09,17000,,,Kokshetau International Airport,1.309
"71.96833333, 102.4866667",Khatanga Airport,,,16.29012,21156,,,Khatanga Airport,1.629012
"46.00361111, 8.910277777",Lugano Airport,Switzerland,Ticino,0.49819,647,,CH,Lugano Airport,0.049819
"54.125, 45.215",Saransk Airport,,,79.86286,103718,,,Saransk Airport,7.986286
"59.91111111, 150.7205556",Sokol Airport,,,362.79628,471164,,,Sokol Airport,36.279628
"49.20805556, -2.195277777",Jersey Airport,,,516.43361,670693,,,Jersey Airport,51.643361
"68.7838, 32.75594722",Murmansk Airport,,,1043.82124,1355612,,,Murmansk Airport,104.382124
"69.31054417, 87.3210325",Alykel Airport,,,465.83229,604977,,,Alykel Airport,46.583229
"67.68833333, 12.68166667",Værøy Airport,,,5.56787,7231,,,Værøy Airport,0.556787
"56.7431, 60.8027",Koltsovo Airport,,,4599.31934,5973142,,,Koltsovo Airport,459.931934
"54.546667, 36.368889","""Kaluga"" (Grabtsevo) Airport",,,154.10241,200133,,,"""Kaluga"" (Grabtsevo) Airport",15.410241
"51.71277778, 46.17111111",Gagarin International Airport,,,756.91847,983011,,,Gagarin International Airport,75.691847
"52.969, 138.8167",Herpuchi,,,1.3552,1760,,,Herpuchi,0.13552
"62.19, 74.535",Kogalym International Airport,,,72.43852,94076,,,Kogalym International Airport,7.243852
"60.95, 76.48333333",Nizhnevartovsk Airport,,,491.97225,638925,,,Nizhnevartovsk Airport,49.197225
