name,name_en,lat,lon,kg_n_per_year,country_code,country,province,workers,liters,__type,kg_p_per_year
way/1268612034,way/1268612034,47.5480873149417,19.0310838526371,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1275341268,way/1275341268,47.5331142424426,18.9766202737674,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1275341269,way/1275341269,47.5332938507575,18.9771290669211,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1275341270,way/1275341270,47.533410066758,18.977356649452,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1279241601,way/1279241601,47.4695824293686,18.9851961657701,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1282224376,way/1282224376,47.5162094772008,19.1184716293403,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1282729965,way/1282729965,47.5803379504119,19.0058989664171,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1282729966,way/1282729966,47.580150333579,19.0062670397446,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1282729967,way/1282729967,47.58012295,19.00566585,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1282729968,way/1282729968,47.5799343668264,19.0060390766658,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1284956013,way/1284956013,47.5569296685292,19.00865840746,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1284956164,way/1284956164,47.56016255,19.00900445,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1287955350,way/1287955350,47.4736694326798,19.0824009926383,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1293280348,way/1293280348,47.5315747660743,19.1108367818241,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1295059848,way/1295059848,47.5334464637755,19.1108372739319,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1304902672,way/1304902672,47.5175014163223,19.1236526522514,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1312654095,way/1312654095,47.5243117071355,19.1149267625724,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1322317756,way/1322317756,47.4610280525072,19.05665399652,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1330757150,way/1330757150,47.494631325908,18.9954734141083,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1330757151,way/1330757151,47.4947741627376,18.9960791004614,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1330757152,way/1330757152,47.4949052170506,18.9965005541444,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1330757153,way/1330757153,47.494669826183,18.9966520455205,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1330757154,way/1330757154,47.4944564165373,18.9968037577957,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1337342361,way/1337342361,47.4754320761359,19.076285170157,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1346735835,way/1346735835,47.50919335,18.97387415,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1348309675,way/1348309675,47.5390951196668,19.0626552702461,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1348987634,way/1348987634,47.5613440464424,19.0256146059344,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1365592788,way/1365592788,47.554265873813,18.9503719250743,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1365745921,way/1365745921,47.5146603239669,19.0994199397212,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1366980019,way/1366980019,47.5280854962903,19.0053863697827,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1370119188,way/1370119188,47.4614138606739,19.1484273413503,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1373346252,way/1373346252,47.4653459100417,19.0560761477974,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374078561,way/1374078561,47.463624028953,19.0036613796436,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374078565,way/1374078565,47.4640497848913,18.9957386732336,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374078567,way/1374078567,47.4649354559035,18.9970536680031,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374078599,way/1374078599,47.4651017586536,18.9884839872444,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374080187,way/1374080187,47.4635666331979,19.0008485304915,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374131916,way/1374131916,47.4673361679747,18.9900007958976,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374205814,way/1374205814,47.4691324417448,18.9791127349579,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1374209103,way/1374209103,47.4698701572081,18.9857759656136,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1390284087,way/1390284087,47.4460156747995,19.0233716178729,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1390284088,way/1390284088,47.4461196638145,19.0235375351485,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1390400554,way/1390400554,47.595551305584,19.0635869591754,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1390400555,way/1390400555,47.5949936648368,19.0633620175606,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1390400556,way/1390400556,47.595115191886,19.0638029052857,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1395295449,way/1395295449,47.4643341257809,18.9861377791119,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1395295450,way/1395295450,47.463587010213,18.9861710161308,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1395295451,way/1395295451,47.4637411191028,18.9856336936102,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1414459738,way/1414459738,47.5446002364711,19.0240375117426,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1414459739,way/1414459739,47.5445971163241,19.0235114728585,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1414459740,way/1414459740,47.5443705835544,19.0233439892782,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1414459741,way/1414459741,47.5443028,19.0239425,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1414459742,way/1414459742,47.5451889037314,19.0230885140144,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1417592108,way/1417592108,47.5135755746393,19.1877036612665,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1421135086,way/1421135086,47.45809495,19.01372925,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1424738059,way/1424738059,47.5127649010319,19.0154997171294,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1424947355,way/1424947355,47.517284107447,19.0680923399552,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1424947356,way/1424947356,47.516979807918,19.0675148587483,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1425537986,way/1425537986,47.4576876568067,19.0544962246448,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1429020271,way/1429020271,47.5690774021639,18.950227414354,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1435955494,way/1435955494,47.5366231727013,19.0885861257885,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1435955495,way/1435955495,47.536034731128,19.0881297469139,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1435956077,way/1435956077,47.533469799181,19.0854744334967,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1435956078,way/1435956078,47.5338293374103,19.0848725862897,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1436125116,way/1436125116,47.5480798207128,19.0145011074649,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492681,way/1443492681,47.4981827838972,19.1408290822216,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492682,way/1443492682,47.4981490414891,19.1415247005226,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492685,way/1443492685,47.4983062111067,19.1422747408476,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492687,way/1443492687,47.4982725083086,19.1429704193228,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492689,way/1443492689,47.4984693168406,19.1436319588046,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492691,way/1443492691,47.4984355512882,19.1443275914999,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492693,way/1443492693,47.4986142204991,19.1450213420291,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492695,way/1443492695,47.4985805542443,19.1457169899346,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492697,way/1443492697,47.4987446857203,19.146378518708,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1443492699,way/1443492699,47.4987110542443,19.1470741899346,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1445961675,way/1445961675,47.4522837831463,19.0471949895243,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1447725693,way/1447725693,47.5302344770802,19.0132650631558,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1447785035,way/1447785035,47.5398473640075,19.0629111453502,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450908442,way/1450908442,47.5283551334665,19.076198951379,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450914936,way/1450914936,47.5443953046898,19.0662354099945,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450914937,way/1450914937,47.5445439331403,19.0668917769697,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450914938,way/1450914938,47.5444602663468,19.0676775306998,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450914939,way/1450914939,47.5437278748477,19.0673612044916,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1450914940,way/1450914940,47.5438846372201,19.0666926106354,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1455270647,way/1455270647,47.5199398758545,18.9687060339772,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1455525697,way/1455525697,47.4958136377576,19.0288411579756,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1457435077,way/1457435077,47.4727493893401,19.0744695130589,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1460123753,way/1460123753,47.5301552995228,19.0754015410901,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1461640999,way/1461640999,47.5339184729091,19.0075817501025,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1463061377,way/1463061377,47.40464345,19.21659345,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1463061378,way/1463061378,47.40453755,19.2168802,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1465042001,way/1465042001,47.4989899162126,19.060811857626,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1478943309,way/1478943309,47.5034167521308,18.9815906821874,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1478944976,way/1478944976,47.5133476404115,18.9795369916321,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1483302153,way/1483302153,47.4676353707549,19.0048083805767,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1484167009,way/1484167009,47.41213795,18.99047005,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1484167010,way/1484167010,47.4112136520182,18.9909665700246,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493385627,way/1493385627,47.5500022219515,19.0695174438764,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493385628,way/1493385628,47.5505482192083,19.0699357130841,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493385629,way/1493385629,47.55103055,19.070281,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493386143,way/1493386143,47.548810782933,19.0668538493946,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493386144,way/1493386144,47.5482707107554,19.0665095829331,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493386145,way/1493386145,47.5487541949557,19.0673792684704,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1493386146,way/1493386146,47.548049276657,19.0669759022365,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
way/1494297444,way/1494297444,47.4377776837754,19.1919487900268,99.645,HU,Hungary,Budapest,150,28470,construction,3.8241
Construction site 1,Construction site 1,47.37879641,19.18839115,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 30,Construction site 30,47.39877151,18.9825638,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 52,Construction site 52,47.4629607,19.31648033,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 60,Construction site 60,47.58795688,19.14166013,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 70,Construction site 70,47.58816463,19.13440896,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 90,Construction site 90,47.40826322,18.98356785,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 96,Construction site 96,47.51137271,19.30272515,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 134,Construction site 134,47.41144248,18.97848302,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 141,Construction site 141,47.60257376,19.05187026,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 142,Construction site 142,47.36282361,19.14160711,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 181,Construction site 181,47.46642262,19.32017373,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 206,Construction site 206,47.39736504,18.98333415,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 211,Construction site 211,47.51414545,19.31432832,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 212,Construction site 212,47.41346741,18.98193816,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 227,Construction site 227,47.40591977,18.98063948,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 228,Construction site 228,47.59425761,19.1321929,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 230,Construction site 230,47.51237823,18.94259618,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 246,Construction site 246,47.42297034,18.96607049,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 251,Construction site 251,47.46129569,19.32360855,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 261,Construction site 261,47.43957519,19.2806615,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 262,Construction site 262,47.39463921,18.98820234,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 290,Construction site 290,47.36126524,19.14245469,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 329,Construction site 329,47.50655511,19.31233467,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 330,Construction site 330,47.36340517,19.12958504,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 366,Construction site 366,47.40246012,18.98805422,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 375,Construction site 375,47.51279632,19.31411845,99.645,HU,Hungary,Pest,150,28470,construction,
Construction site 394,Construction site 394,47.36497082,19.17127661,99.645,HU,Hungary,Pest,150,28470,construction,
