WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code,P kg/per year
CREVALCORE,44.7212,11.15995,14000,60480,Italy,Emilia-Romagna,ITH5,Italy,10080
SAN_GIOVANNI_IN_PERSICETO_VIA_CENTESE,44.6577,11.199,16000,69120,Italy,Emilia-Romagna,ITH5,Italy,11520
MEDICINA,44.48122,11.64569,16000,69120,Italy,Emilia-Romagna,ITH5,Italy,11520
SAN_GIOVANNI_IN_PERSICETO,44.65152,11.18048,16000,69120,Italy,Emilia-Romagna,ITH5,Italy,11520
CASTEL_DI_CASIO_PRATI,44.1813,10.98745,18000,77760,Italy,Emilia-Romagna,ITH5,Italy,12960
CASTEL_SAN_PIETRO_TERME,44.41278,11.58263,25000,108000,Italy,Emilia-Romagna,ITH5,Italy,18000
MINERBIO_BARICELLA,44.63798,11.56491,27000,116640,Italy,Emilia-Romagna,ITH5,Italy,19440
ANZOLA_EMILIA,44.55517,11.20253,30000,129600,Italy,Emilia-Romagna,ITH5,Italy,21600
IMOLA_GAMBELLARA,44.38398,11.72988,30000,129600,Italy,Emilia-Romagna,ITH5,Italy,21600
CALDERARA_DI_RENO,44.57019,11.28334,36000,155520,Italy,Emilia-Romagna,ITH5,Italy,25920
OZZANO_DELL_EMILIA_PONTE_RIZZOLI,44.47116,11.49987,38000,164160,Italy,Emilia-Romagna,ITH5,Italy,27360
IMOLA_SANTERNO,44.35292,11.73716,75000,324000,Italy,Emilia-Romagna,ITH5,Italy,54000
BOLOGNA_CORTICELLA,44.55268,11.36213,800000,3456000,Italy,Emilia-Romagna,ITH5,Italy,576000
MALABERGO_NUOVO,44.714496,11.536398,4000,17280,Italy,Emilia-Romagna,ITH5,Italy,2880
BERRA,44.97614,11.97259,3500,15120,Italy,Veneto,ITH3,Italy,2520
BONDENO_SANTISSIMO,44.89356,11.41968,3000,12960,Italy,Emilia-Romagna,ITH5,Italy,2160
VIGARANO_MAINARDA,44.84524,11.49964,4000,17280,Italy,Emilia-Romagna,ITH5,Italy,2880
VOGHIERA_GUALDO,44.78826,11.73276,4000,17280,Italy,Emilia-Romagna,ITH5,Italy,2880
MASSA_FISCAGLIA,44.80627,12.00297,4500,19440,Italy,Emilia-Romagna,ITH5,Italy,3240
ARGENTA_OSPITAL_MONACALE,44.67095,11.71853,5500,23760,Italy,Emilia-Romagna,ITH5,Italy,3960
LAGOSANTO,44.76999,12.14332,5500,23760,Italy,Emilia-Romagna,ITH5,Italy,3960
MESOLA_BOSCO_MESOLA,44.88126,12.2195,6000,25920,Italy,Emilia-Romagna,ITH5,Italy,4320
GORO,44.85323,12.31265,6000,25920,Italy,Veneto,ITH3,Italy,4320
FERRARA_GAIBANELLA_VIA_PIGNOLA,44.7601,11.66785,6000,25920,Italy,Emilia-Romagna,ITH5,Italy,4320
POGGIO_RENATICO_NUOVO,44.75488,11.52918,7000,30240,Italy,Emilia-Romagna,ITH5,Italy,5040
MIGLIARINO_NUOVO,44.73684,11.94049,8000,34560,Italy,Emilia-Romagna,ITH5,Italy,5760
BONDENO_CENTRO_STORICO,44.885,11.40917,10000,43200,Italy,Emilia-Romagna,ITH5,Italy,7200
MASI_SAN_GIACOMO,44.77716,11.77309,10000,43200,Italy,Emilia-Romagna,ITH5,Italy,7200
PORTOMAGGIORE,44.69392,11.82156,14000,60480,Italy,Emilia-Romagna,ITH5,Italy,10080
SANT_AGOSTINO_SAN_CARLO,44.79515,11.42433,14000,60480,Italy,Emilia-Romagna,ITH5,Italy,10080
TRESIGALLO_NUOVO,44.82509,11.9033,16000,69120,Italy,Emilia-Romagna,ITH5,Italy,11520
ARGENTA,44.62371,11.84304,18000,77760,Italy,Emilia-Romagna,ITH5,Italy,12960
COPPARO,44.8927,11.84092,18000,77760,Italy,Emilia-Romagna,ITH5,Italy,12960
CENTO,44.75298,11.31475,25000,108000,Italy,Emilia-Romagna,ITH5,Italy,18000
CODIGORO,44.8361,12.12148,44000,190080,Italy,Emilia-Romagna,ITH5,Italy,31680
COMACCHIO_VALLE_MOLINO,44.67841,12.20682,180000,777600,Italy,Emilia-Romagna,ITH5,Italy,129600
FERRARA,44.86526,11.6287,240000,1036800,Italy,Emilia-Romagna,ITH5,Italy,172800
CONSELICE_LAVEZZOLA,44.56211,11.88792,7500,32400,Italy,Emilia-Romagna,ITH5,Italy,5400
BAGNACAVALLO_VILLANOVA,44.47043,12.04829,5000,21600,Italy,Emilia-Romagna,ITH5,Italy,3600
LUGO_VOLTANA,44.54663,11.92997,7400,31968,Italy,Emilia-Romagna,ITH5,Italy,5328
RIOLO_TERME,44.2712,11.73103,5900,25488,Italy,Emilia-Romagna,ITH5,Italy,4248
CONSELICE,44.5182,11.84365,8000,34560,Italy,Emilia-Romagna,ITH5,Italy,5760
BRISIGHELLA,44.22344,11.78603,9700,41904,Italy,Emilia-Romagna,ITH5,Italy,6984
FUSIGNANO,44.48368,11.97107,12000,51840,Italy,Emilia-Romagna,ITH5,Italy,8640
BAGNACAVALLO,44.42336,11.98945,25000,108000,Italy,Emilia-Romagna,ITH5,Italy,18000
LIDO_DI_CLASSE,44.32463,12.32525,30000,129600,Italy,Emilia-Romagna,ITH5,Italy,21600
MARINA_DI_RAVENNA,44.46577,12.27913,40000,172800,Italy,Emilia-Romagna,ITH5,Italy,28800
RUSSI,44.38113,12.05686,50000,216000,Italy,Emilia-Romagna,ITH5,Italy,36000
MASSA_LOMBARDA,44.46061,11.81044,80000,345600,Italy,Emilia-Romagna,ITH5,Italy,57600
ALFONSINE,44.51709,12.03605,96000,414720,Italy,Emilia-Romagna,ITH5,Italy,69120
FAENZA,44.29017,11.90082,100000,432000,Italy,Emilia-Romagna,ITH5,Italy,72000
CERVIA,44.28863,12.31477,200000,864000,Italy,Emilia-Romagna,ITH5,Italy,144000
RAVENNA,44.44538,12.20523,240000,1036800,Italy,Emilia-Romagna,ITH5,Italy,172800
LUGO,44.43684,11.9123,102874,444415.68,Italy,Emilia-Romagna,ITH5,Italy,74069.28
SANTA_SOFIA_CAVATICCIO,43.95522,11.91678,5100,22032,Italy,Emilia-Romagna,ITH5,Italy,3672
BAGNO_DI_ROMAGNA,43.87969,11.99758,7800,33696,Italy,Emilia-Romagna,ITH5,Italy,5616
MODIGLIANA_TOSSINO,44.16691,11.80524,15240,65836.8,Italy,Emilia-Romagna,ITH5,Italy,10972.8
MERCATO_SARACENO_BACCIOLINO,44.03249,12.19018,15000,64800,Italy,Emilia-Romagna,ITH5,Italy,10800
CESENATICO,44.19135,12.39317,120000,518400,Italy,Emilia-Romagna,ITH5,Italy,86400
SAVIGNANO_SUL_RUBICONE_BASTIA,44.11074,12.40297,139000,600480,Italy,Emilia-Romagna,ITH5,Italy,100080
CESENA,44.16959,12.27301,197500,853200,Italy,Emilia-Romagna,ITH5,Italy,142200
FORLI,44.23055,12.08778,250000,1080000,Italy,Emilia-Romagna,ITH5,Italy,180000
NOVAFELTRIA,43.9014,12.29286,7000,30240,Italy,Emilia-Romagna,ITH5,Italy,5040
MISANO_ADRIATICO,43.96617,12.71282,50000,216000,Italy,Emilia-Romagna,ITH5,Italy,36000
CATTOLICA,43.95855,12.728,120000,518400,Italy,Marche,ITI3,Italy,86400
RICCIONE,44.01321,12.63455,180000,777600,Italy,Emilia-Romagna,ITH5,Italy,129600
RIMINI_S_GIUSTINA,44.05838,12.49592,560000,2419200,Italy,Emilia-Romagna,ITH5,Italy,403200
LESIGNANO_DE_BAGNI_SANTA_MARIA_DEL_PIANO_NUOVO,44.66339,10.32977,3000,12960,Italy,Emilia-Romagna,ITH5,Italy,2160
CENTO_CASUMARO_VIA_GUARALDI,44.83089,11.36851,4000,17280,Italy,Emilia-Romagna,ITH5,Italy,2880
ARTA_TERME_CAPOLUOGO,46.4682,13.0255,4000,17280,Italy,Friuli-Venezia Giulia,ITH4,Italy,2880
ARTEGNA_LOC_PALUT,46.2304,13.1418,4200,18144,Italy,Friuli-Venezia Giulia,ITH4,Italy,3024
AVIANO_CASTELLO,46.0397,12.5678,24718,106781.76,Italy,Friuli-Venezia Giulia,ITH4,Italy,17796.96
AVIANO_PIANCAVALLO,46.1075,12.5267,3000,12960,Italy,Friuli-Venezia Giulia,ITH4,Italy,2160
AZZANO_X_VIA_TRIESTE,45.8762,12.7171,9200,39744,Italy,Friuli-Venezia Giulia,ITH4,Italy,6624
BRUGNERA,45.8729,12.5351,2500,10800,Italy,Veneto,ITH3,Italy,1800
BUJA_ARRIO,46.2123,13.1349,1000,4320,Italy,Friuli-Venezia Giulia,ITH4,Italy,720
BUJA_AVILLA,46.204267,13.09775,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
BUJA_MADONNA,46.2131,13.135017,2000,8640,Italy,Friuli-Venezia Giulia,ITH4,Italy,1440
BUTTRIO_LOC._CAMINO,45.9926,13.3338,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
CAMPOFORMIDO_CAPOLUOGO,46.0105,13.1574,4500,19440,Italy,Friuli-Venezia Giulia,ITH4,Italy,3240
CANEVA_LOC_FIASCHETTI,45.9806,12.4799,6300,27216,Italy,Friuli-Venezia Giulia,ITH4,Italy,4536
CASTIONS_DI_STRADA_VIA_LATISANA,45.8995,13.1797,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
CIVIDALE_GRUPIGNANO,46.0802,13.4133,9000,38880,Italy,Friuli-Venezia Giulia,ITH4,Italy,6480
CIVIDALE_VIA_ABETI,46.0842,13.4214,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
CODROIPO_BELVEDERE,45.9485,12.9896,18200,78624,Italy,Friuli-Venezia Giulia,ITH4,Italy,13104
CORDENONS_VIA_AQUILEIA,45.9692,12.686,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
CORDENONS_VIA_CHIAVORNICCO,45.9569,12.7044,15000,64800,Italy,Friuli-Venezia Giulia,ITH4,Italy,10800
CORDOVADO_VIA_SUZZOLINS,45.8305,12.883,3800,16416,Italy,Friuli-Venezia Giulia,ITH4,Italy,2736
CORMONS_LOC._MODOLETTI,45.9439,13.4477,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
CORNO_DI_ROSAZZO_VISINALE,45.9779,13.45,2000,8640,Italy,Friuli-Venezia Giulia,ITH4,Italy,1440
DEPURATORE_DI_GRADISCA_D_ISONZO,45.8763,13.4657,11000,47520,Italy,Friuli-Venezia Giulia,ITH4,Italy,7920
DEPURATORE_DI_STARANZANO_LOC_MOLINAT,45.7849,13.5001,62500,270000,Italy,Friuli-Venezia Giulia,ITH4,Italy,45000
DUINO_AURISINA_SISTIANA_MARE,45.769,13.6227,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
FIUME_VENETO_VIA_POLICRETA,45.9386,12.73098,500,2160,Italy,Friuli-Venezia Giulia,ITH4,Italy,360
FIUME_VENETO_VIA_TAVELLA,45.9243,12.7175,8700,37584,Italy,Friuli-Venezia Giulia,ITH4,Italy,6264
FIUMICELLO_LOC_SAN_LORENZO,45.7656,13.4054,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
FONTANAFREDDA_VIA_S_EGIDIO,45.9636,12.5622,7500,32400,Italy,Friuli-Venezia Giulia,ITH4,Italy,5400
FORNI_DI_SOPRA_LOC_NAGRI,46.4129,12.5846,2700,11664,Italy,Friuli-Venezia Giulia,ITH4,Italy,1944
GEMONA_VIA_CHIANEIT,46.2534,13.1248,13000,56160,Italy,Friuli-Venezia Giulia,ITH4,Italy,9360
GONARS_VIA_MOLINI,45.8929,13.2276,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
GORIZIA,45.9138,13.5857,54200,234144,Italy,Friuli-Venezia Giulia,ITH4,Italy,39024
LATISANA_LOC_PALUDO,45.771,13.0323,14000,60480,Italy,Friuli-Venezia Giulia,ITH4,Italy,10080
LIGNANO_SABBIADORO_LOC_LOVATO,45.6837,13.1073,86400,373248,Italy,Friuli-Venezia Giulia,ITH4,Italy,62208
MAJANO_CAPOLUOGO,46.1759,13.078,2500,10800,Italy,Friuli-Venezia Giulia,ITH4,Italy,1800
MAJANO_FARLA_OVEST,46.1652,13.0666,1500,6480,Italy,Friuli-Venezia Giulia,ITH4,Italy,1080
MANIAGO_LOC_PESCHIERA,46.1676,12.7242,12000,51840,Italy,Friuli-Venezia Giulia,ITH4,Italy,8640
MANZANO_CAPOLUOGO,45.9779,13.3882,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
MARTIGNACCO_VIA_PICCOLA,46.0873,13.143,7000,30240,Italy,Friuli-Venezia Giulia,ITH4,Italy,5040
MONTEREALE_VIA_D_CHIESA,46.1317,12.6329,3000,12960,Italy,Friuli-Venezia Giulia,ITH4,Italy,2160
MORTEGLIANO_CAPOLUOGO,45.937,13.166,3500,15120,Italy,Friuli-Venezia Giulia,ITH4,Italy,2520
OSOPPO_CAPOLUOGO,46.2501,13.0746,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
PAGNACCO_PLAINO,46.0962,13.1899,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
PAGNACCO_VIA_VANELIS_CAPOLUOGO,46.1159,13.1952,3500,15120,Italy,Friuli-Venezia Giulia,ITH4,Italy,2520
PALMANOVA_BORGO_PIAVE,45.9004,13.3287,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
PASIANO_VIA_ROMA,45.8457,12.6194,3000,12960,Italy,Friuli-Venezia Giulia,ITH4,Italy,2160
PORCIA_VIA_DEL_PLATANO,45.9516,12.6135,15000,64800,Italy,Friuli-Venezia Giulia,ITH4,Italy,10800
PORDENONE_VIA_BURIDA,45.9492,12.6448,50000,216000,Italy,Friuli-Venezia Giulia,ITH4,Italy,36000
PORDENONE_VIA_SAVIO_VALLENONCELLO,45.9232,12.6497,15000,64800,Italy,Friuli-Venezia Giulia,ITH4,Italy,10800
POZZUOLO_TERENZANO,46.0016,13.204,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
PRADAMANO_LOVARIA,46.0123,13.3095,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
PRATA_DI_SOTTO_VIA_SAN_GIOVANNI,45.888,12.6039,1200,5184,Italy,Friuli-Venezia Giulia,ITH4,Italy,864
PRATA_VIA_BATTISTINE,45.8845,12.592,1200,5184,Italy,Friuli-Venezia Giulia,ITH4,Italy,864
REANA_DEL_ROIALE_RIZZOLO,46.1326,13.2583,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
REMANZACCO_CASALI_BATTIFERRO,46.068,13.3303,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
RIVIGNANO_VIA_CAVOUR,45.8697,13.0468,4000,17280,Italy,Friuli-Venezia Giulia,ITH4,Italy,2880
ROMANS_D_ISONZO,45.8825,13.4266,6900,29808,Italy,Friuli-Venezia Giulia,ITH4,Italy,4968
S_GIOVANNI_BOLZANO,45.9669,13.3846,400,1728,Italy,Friuli-Venezia Giulia,ITH4,Italy,288
S_GIOVANNI_NORD_CASCINA_RINALDI,45.9691,13.418,4300,18576,Italy,Friuli-Venezia Giulia,ITH4,Italy,3096
SACILE_LOC_S_ODORICO,45.9436,12.5049,22000,95040,Italy,Friuli-Venezia Giulia,ITH4,Italy,15840
SAN_DANIELE_COLLETONDOLO,46.1609,13.0233,1500,6480,Italy,Friuli-Venezia Giulia,ITH4,Italy,1080
SAN_DANIELE_TIRO_A_SEGNO,46.1553,13.0188,1100,4752,Italy,Friuli-Venezia Giulia,ITH4,Italy,792
SAN_DANIELE_VILLANOVA_NORD,46.13725,12.95625,20000,86400,Italy,Friuli-Venezia Giulia,ITH4,Italy,14400
SAN_GIORGIO_DI_NOGARO_Z.I._AUSSA_CORNO,45.7602,13.232,698000,3015360,Italy,Friuli-Venezia Giulia,ITH4,Italy,502560
SAN_QUIRINO_SAN_ROCCO,46.023,12.6904,2000,8640,Italy,Friuli-Venezia Giulia,ITH4,Italy,1440
SAN_VITO_AL_TAGLIAMENTO_VIA_ZUCCHERIFICIO,45.9059,12.8503,28000,120960,Italy,Friuli-Venezia Giulia,ITH4,Italy,20160
SAN_VITO_DI_FAGAGNA_SILVELLA,46.0713,13.0595,7500,32400,Italy,Friuli-Venezia Giulia,ITH4,Italy,5400
SAPPADA_LERPA,46.5663,12.6608,6000,25920,Italy,Friuli-Venezia Giulia,ITH4,Italy,4320
SPILIMBERGO_NORD_VIA_DEL_MACELLO_DEPURATORE_COSA,46.107,12.8809,3000,12960,Italy,Friuli-Venezia Giulia,ITH4,Italy,2160
SPILIMBERGO_TAGLIAMENTO_NUOVO,46.0987,12.9106,8000,34560,Italy,Friuli-Venezia Giulia,ITH4,Italy,5760
TALMASSONS_CAPOLUOGO_VIA_ROMA,45.9198,13.1133,3200,13824,Italy,Friuli-Venezia Giulia,ITH4,Italy,2304
TALMASSONS_FLAMBRO,45.924,13.0877,1200,5184,Italy,Friuli-Venezia Giulia,ITH4,Italy,864
TARCENTO_COLLALTO,46.191,13.2032,4000,17280,Italy,Friuli-Venezia Giulia,ITH4,Italy,2880
TARCENTO_MOLINIS,46.1965,13.2319,5000,21600,Italy,Friuli-Venezia Giulia,ITH4,Italy,3600
TARVISIO_CAPOLUOGO_VIA_FERROVIE,46.5057,13.599,4000,17280,Italy,Friuli-Venezia Giulia,ITH4,Italy,2880
TOLMEZZO_CONSORTILE_VIA_DEL_PIOPPETO,46.3901,13.0238,143000,617760,Italy,Friuli-Venezia Giulia,ITH4,Italy,102960
TRICESIMO_MORENA,46.1382,13.22,7000,30240,Italy,Friuli-Venezia Giulia,ITH4,Italy,5040
TRICESIMO_SOIMA,46.16537,13.20371,1900,8208,Italy,Friuli-Venezia Giulia,ITH4,Italy,1368
TRIESTE_SERVOLA,45.6253,13.7789,190000,820800,Italy,Friuli-Venezia Giulia,ITH4,Italy,136800
TRIESTE_ZAULE,45.6116,13.8048,66700,288144,Italy,Friuli-Venezia Giulia,ITH4,Italy,48024
UDINE_VIA_GONARS,46.0252,13.2366,200000,864000,Italy,Friuli-Venezia Giulia,ITH4,Italy,144000
VILLESSE_LOC_SABBIONI,45.846,13.4337,3500,15120,Italy,Friuli-Venezia Giulia,ITH4,Italy,2520
PIGNA,43.926635,7.649361,2500,10800,Italy,Liguria,ITC3,Italy,1800
CERIANA,43.876918,7.780252,3000,12960,Italy,Liguria,ITC3,Italy,2160
DIANO_SAN_PIETRO,43.923935,8.074244,4000,17280,Italy,Liguria,ITC3,Italy,2880
DOLCEDO,43.897317,7.960743,4000,17280,Italy,Liguria,ITC3,Italy,2880
ALASSIO_S_ANNA,44.021118,8.193123,70000,302400,Italy,Liguria,ITC3,Italy,50400
CAPOLUOGO_COASCO,44.048112,8.145645,3500,15120,Italy,Liguria,ITC3,Italy,2520
CONSORZIO_SAVONA,44.288068,8.440588,315328,1362216.96,Italy,Liguria,ITC3,Italy,227036.16
CONSORZIO_VALBORMIDA,44.458602,8.30757,90000,388800,Italy,Liguria,ITC3,Italy,64800
EX_ACNA_CO,44.394804,8.178126,11000,47520,Italy,Liguria,ITC3,Italy,7920
LOC_ANTOGNANO,44.05297,8.224232,90000,388800,Italy,Liguria,ITC3,Italy,64800
LOC_CIMITERO_FINALE_LIG_,44.160219,8.323258,5000,21600,Italy,Liguria,ITC3,Italy,3600
LOC_PATARELLO,44.115313,8.238638,150000,648000,Italy,Liguria,ITC3,Italy,108000
VIA_CRISPI,44.153335,8.284283,70000,302400,Italy,Liguria,ITC3,Italy,50400
DEP_SAN_GIOVANNI,44.38786,8.489551,1830,7905.6,Italy,Liguria,ITC3,Italy,1317.6
DEP_SAN_MARTINO,44.386667,8.523871,1500,6480,Italy,Liguria,ITC3,Italy,1080
DEP_SANTA_GIUSTINA,44.411575,8.484182,500,2160,Italy,Liguria,ITC3,Italy,360
CALIZZANO_CARAGNETTA,44.265567,8.119837,9000,38880,Italy,Liguria,ITC3,Italy,6480
CISANO_LOC_BENASSEA,44.74183,8.159595,2536,10955.52,Italy,Piemonte,ITC1,Italy,1825.92
VALPOCEVERA,44.4165,8.878678,160000,691200,Italy,Liguria,ITC3,Italy,115200
ARENZANO,44.397686,8.686595,30000,129600,Italy,Liguria,ITC3,Italy,21600
CIAZZE,44.21877,9.50866,12000,51840,Italy,Liguria,ITC3,Italy,8640
DARSENA,44.413842,8.923763,220000,950400,Italy,Liguria,ITC3,Italy,158400
ARRESTRA,44.380438,8.635402,16000,69120,Italy,Liguria,ITC3,Italy,11520
LAVAGNA,44.309485,9.333601,40000,172800,Italy,Liguria,ITC3,Italy,28800
LERONE,44.390093,8.663765,17000,73440,Italy,Liguria,ITC3,Italy,12240
PEGLI,44.423866,8.821565,40000,172800,Italy,Liguria,ITC3,Italy,28800
PORTOBELLO,44.267776,9.392251,30000,129600,Italy,Liguria,ITC3,Italy,21600
PRA_VOLTRI,44.426155,8.762479,61500,265680,Italy,Liguria,ITC3,Italy,44280
PRELI,44.321876,9.306964,50000,216000,Italy,Liguria,ITC3,Italy,36000
PUNTA_PEDALE,44.321531,9.216295,36000,155520,Italy,Liguria,ITC3,Italy,25920
PUNTA_S_ANNA,44.359692,9.138203,40000,172800,Italy,Liguria,ITC3,Italy,28800
PUNTA_VAGNO,44.3913,8.951454,250000,1080000,Italy,Liguria,ITC3,Italy,180000
QUINTO,44.384766,9.008913,60000,259200,Italy,Liguria,ITC3,Italy,43200
RIVA_TRIGOSO,44.259327,9.417939,38000,164160,Italy,Liguria,ITC3,Italy,27360
RONCO_NORD,44.620256,8.944352,44000,190080,Italy,Piemonte,ITC1,Italy,31680
ROSSIGLIONE,44.572959,8.668523,15000,64800,Italy,Piemonte,ITC1,Italy,10800
SESTRI_PONENTE,44.416576,8.849216,130000,561600,Italy,Liguria,ITC3,Italy,93600
STURLA,44.39049,8.982043,60000,259200,Italy,Liguria,ITC3,Italy,43200
RAPALLO_LOC_RONCO,44.351096,9.216845,90000,388800,Italy,Liguria,ITC3,Italy,64800
DEPURATORE_CEPARANA,44.157604,9.884688,10000,43200,Italy,Liguria,ITC3,Italy,7200
DEPURATORE_CAMISANO,44.079806,9.961783,60000,259200,Italy,Liguria,ITC3,Italy,43200
PADULETTI,44.09135,10.005561,7500,32400,Italy,Toscana,ITI1,Italy,5400
DEPURATORE_PIANO_DI_FOLLO,44.163104,9.868519,11000,47520,Italy,Liguria,ITC3,Italy,7920
STAGNONI,44.110912,9.859563,100000,432000,Italy,Liguria,ITC3,Italy,72000
DEPURATORE_LOC_PORTONETTI,44.057406,10.02551,18000,77760,Italy,Toscana,ITI1,Italy,12960
DEP_LOC_GHIARETTOLO,44.139005,9.911556,9933,42910.56,Italy,Liguria,ITC3,Italy,7151.76
DEP_LOC_SILEA,44.098705,9.961563,21000,90720,Italy,Liguria,ITC3,Italy,15120
DEIVA_MARINA_LOC_FORNACE,44.214194,9.518246,16274,70303.68,Italy,Liguria,ITC3,Italy,11717.28
MONTEROSSO_FEGINA,44.144652,9.644268,5800,25056,Italy,Liguria,ITC3,Italy,4176
LEVANTO_CAPOLUOGO,44.172066,9.606589,25000,108000,Italy,Liguria,ITC3,Italy,18000
OMEGNA,45.90090803,8.42089031,29000,125280,Italy,Piemonte,ITC1,Italy,20880
SAN MAURIZIO D'OPAGLIO,45.78545685,8.389587868,14500,62640,Italy,Piemonte,ITC1,Italy,10440
LESA,45.81690417,8.55459586,28000,120960,Italy,Piemonte,ITC1,Italy,20160
MERGOZZO,45.96298625,8.435347133,9225,39852,Italy,Piemonte,ITC1,Italy,6642
GRAVELLONA,45.93668128,8.43233967,18000,77760,Italy,Piemonte,ITC1,Italy,12960
VOGOGNA SUD -  LOC. CALAMI,46.00049772,8.298598058,8000,34560,Italy,Piemonte,ITC1,Italy,5760
VOGOGNA NORD - LOC. MASONE,46.0294943,8.279522198,8000,34560,Italy,Piemonte,ITC1,Italy,5760
VILLADOSSOLA,46.05283894,8.264596618,8000,34560,Italy,Piemonte,ITC1,Italy,5760
DOMODOSSOLA,46.09252986,8.296531469,30000,129600,Italy,Piemonte,ITC1,Italy,21600
CANNOBIO,46.06616141,8.692267457,37991,164121.12,Italy,Piemonte,ITC1,Italy,27353.52
VERBANIA,45.93507003,8.559410955,55000,237600,Italy,Piemonte,ITC1,Italy,39600
DORMELLETTO,45.74486191,8.562510189,65000,280800,Italy,Piemonte,ITC1,Italy,46800
BRIGA NOVARESE,45.72065605,8.456342781,40000,172800,Italy,Piemonte,ITC1,Italy,28800
BORGOMANERO - VIA PIOVALE,45.68823995,8.461220815,38000,164160,Italy,Piemonte,ITC1,Italy,27360
FARA NOVARESE,45.546979,8.460118281,50000,216000,Italy,Piemonte,ITC1,Italy,36000
BELLINZAGO NOVARESE,45.56859963,8.671653617,36000,155520,Italy,Piemonte,ITC1,Italy,25920
CERANO,45.40096148,8.809312807,122000,527040,Italy,Piemonte,ITC1,Italy,87840
NOVARA,45.42143178,8.596755907,246000,1062720,Italy,Piemonte,ITC1,Italy,177120
BORGOLAVEZZARO,45.30300363,8.69912221,9500,41040,Italy,Lombardia,ITC4,Italy,6840
MASSAZZA,45.48147819,8.174542483,37000,159840,Italy,Piemonte,ITC1,Italy,26640
SERRAVALLE SESIA,45.65483353,8.340681931,84000,362880,Italy,Piemonte,ITC1,Italy,60480
COSSATO SPOLINA,45.54445002,8.182906904,520000,2246400,Italy,Piemonte,ITC1,Italy,374400
BIELLA SUD - PONDERANO,45.54125599,8.041735676,53000,228960,Italy,Piemonte,ITC1,Italy,38160
BORGOSESIA,45.7097938,8.289012215,5000,21600,Italy,Piemonte,ITC1,Italy,3600
GATTINARA,45.59916575,8.378227958,10000,43200,Italy,Piemonte,ITC1,Italy,7200
VERCELLI,45.3158407,8.435549876,80000,345600,Italy,Piemonte,ITC1,Italy,57600
SANTHIA,45.36392957,8.188965842,10000,43200,Italy,Piemonte,ITC1,Italy,7200
TRONZANO,45.33859106,8.180200412,4000,17280,Italy,Piemonte,ITC1,Italy,2880
CIGLIANO,45.30525879,8.032801543,4200,18144,Italy,Piemonte,ITC1,Italy,3024
BORGO D'ALE - VIA BIANZE',45.33987928,8.069653651,2500,10800,Italy,Piemonte,ITC1,Italy,1800
CRESCENTINO,45.18953876,8.11574888,6000,25920,Italy,Piemonte,ITC1,Italy,4320
SALUGGIA,45.22787723,8.024933106,5000,21600,Italy,Piemonte,ITC1,Italy,3600
CASALE MONFERRATO,45.13853876,8.483759615,58000,250560,Italy,Piemonte,ITC1,Italy,41760
AZEGLIO,45.41822968,7.980067485,5000,21600,Italy,Piemonte,ITC1,Italy,3600
VALENZA,45.01587864,8.656808309,30000,129600,Italy,Piemonte,ITC1,Italy,21600
BIELLA NORD,45.54176103,8.041396874,67000,289440,Italy,Piemonte,ITC1,Italy,48240
BARDONECCHIA,45.07000024,6.718342526,9000,38880,Italy,Piemonte,ITC1,Italy,6480
CASTIGLIONE,45.13679987,7.797724776,3840000,16588800,Italy,Piemonte,ITC1,Italy,2764800
BRANDIZZO,45.17921012,7.854130641,9000,38880,Italy,Piemonte,ITC1,Italy,6480
CHIERI,44.98242634,7.812397339,70000,302400,Italy,Piemonte,ITC1,Italy,50400
VOLVERA - FRAZ. GERBOLE,44.94909341,7.518091884,3200,13824,Italy,Piemonte,ITC1,Italy,2304
CHIVASSO,45.18425805,7.920933587,40000,172800,Italy,Piemonte,ITC1,Italy,28800
MONTALTO DORA,45.48144826,7.860178092,7000,30240,Italy,Piemonte,ITC1,Italy,5040
SAN MAURIZIO CANAVESE,45.18662647,7.607607363,42000,181440,Italy,Piemonte,ITC1,Italy,30240
