WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code
Bechhofen,49.1579,10.6177,9900,43362.0,Germany,Mittelfranken,DE25,Germany
Emskirchen,49.5536,10.7263,7500,32850.0,Germany,Mittelfranken,DE25,Germany
Münchsteinach,49.6346,10.6035,2400,10512.0,Germany,Mittelfranken,DE25,Germany
Uehlfeld,49.6709,10.7299,4800,21024.0,Germany,Mittelfranken,DE25,Germany
Uffenheim,49.5514,10.2286,16500,72270.0,Germany,Mittelfranken,DE25,Germany
Diespeck,49.6019,10.6225,3800,16644.0,Germany,Mittelfranken,DE25,Germany
Ipsheim,49.5327,10.4821,4500,19710.0,Germany,Mittelfranken,DE25,Germany
Bad Windsheim,49.5054,10.4385,45000,197100.0,Germany,Mittelfranken,DE25,Germany
Neustadt a.d.Aisch,49.5859,10.6174,32500,142350.0,Germany,Mittelfranken,DE25,Germany
Scheinfeld,49.6509,10.4678,10000,43800.0,Germany,Mittelfranken,DE25,Germany
ZV Brombachsee Sitz Pleinfeld,49.1238,10.9983,30000,131400.0,Germany,Mittelfranken,DE25,Germany
Ellingen,49.0686,10.9645,6500,28470.0,Germany,Mittelfranken,DE25,Germany
Pappenheim,48.9228,10.972,8700,38106.0,Germany,Mittelfranken,DE25,Germany
Pappenheim OT Bieswang,48.9222,10.9836,2333,10218.54,Germany,Mittelfranken,DE25,Germany
Dittenheim,49.0561,10.8017,2500,10950.0,Germany,Mittelfranken,DE25,Germany
Markt Berolzheim,49.0133,10.8543,2500,10950.0,Germany,Mittelfranken,DE25,Germany
Gunzenhausen,49.1032,10.754,35000,153300.0,Germany,Mittelfranken,DE25,Germany
Bergen OT Thalmannsfeld,49.0665,11.1403,5500,24090.0,Germany,Mittelfranken,DE25,Germany
Weissenburg/Bay.,49.0353,10.9608,35000,153300.0,Germany,Mittelfranken,DE25,Germany
Treuchtlingen,48.9492,10.913,45000,197100.0,Germany,Mittelfranken,DE25,Germany
Schillingsfürst,49.2937,10.2447,4800,21024.0,Germany,Mittelfranken,DE25,Germany
Dinkelsbühl,49.0579,10.3345,29000,127020.0,Germany,Mittelfranken,DE25,Germany
Burgbernheim,49.4706,10.3329,8000,35040.0,Germany,Mittelfranken,DE25,Germany
Heidenheim OT Hechlingen,48.9516,10.7227,4900,21462.0,Germany,Schwaben,DE27,Germany
Aurach,49.2528,10.4272,4950,21681.0,Germany,Mittelfranken,DE25,Germany
Mönchsroth,49.0204,10.3663,3000,13140.0,Germany,Mittelfranken,DE25,Germany
Dietenhofen,49.396,10.7223,12000,52560.0,Germany,Mittelfranken,DE25,Germany
Feuchtwangen,49.1527,10.3405,19000,83220.0,Germany,Mittelfranken,DE25,Germany
Gerhardshofen,49.6353,10.6938,5000,21900.0,Germany,Mittelfranken,DE25,Germany
Lichtenau,49.2794,10.6902,9500,41610.0,Germany,Mittelfranken,DE25,Germany
Colmberg,49.3527,10.3999,3100,13578.0,Germany,Mittelfranken,DE25,Germany
Gutenstetten OT Pahres,49.6207,10.6627,2600,11388.0,Germany,Mittelfranken,DE25,Germany
Geslau,49.3628,10.3231,2000,8760.0,Germany,Mittelfranken,DE25,Germany
Sugenheim,49.6076,10.4454,6000,26280.0,Germany,Mittelfranken,DE25,Germany
Ansbach OT Elpersdorf,49.2769,10.5025,2000,8760.0,Germany,Mittelfranken,DE25,Germany
Wilburgstetten,49.0316,10.408,3500,15330.0,Germany,Mittelfranken,DE25,Germany
Dombühl OT Kloster Sulz,49.256,10.3113,2500,10950.0,Germany,Mittelfranken,DE25,Germany
ZV zur Abwasserbeseitigung Jura Sitz Nennslingen,49.021,11.1818,4900,21462.0,Germany,Oberbayern,DE21,Germany
Hagenbüchach NEU,49.5323,10.786,2600,11388.0,Germany,Mittelfranken,DE25,Germany
Straubing,48.9019,12.6224,200000,876000.0,Germany,Niederbayern,DE22,Germany
Plattling,48.7763,12.8899,48000,210240.0,Germany,Niederbayern,DE22,Germany
Winzer,48.7135,13.0886,22600,98988.0,Germany,Niederbayern,DE22,Germany
Metten,48.8451,12.9136,10000,43800.0,Germany,Niederbayern,DE22,Germany
Moos,48.7581,12.9683,19990,87556.2,Germany,Niederbayern,DE22,Germany
Schöllnach,48.7482,13.1877,5250,22995.0,Germany,Niederbayern,DE22,Germany
ZV Hengersberg Sitz Hengersberg,48.7566,13.029,28000,122640.0,Germany,Niederbayern,DE22,Germany
Osterhofen,48.7167,13.0327,14000,61320.0,Germany,Niederbayern,DE22,Germany
Deggendorf,48.8101,12.9717,46000,201480.0,Germany,Niederbayern,DE22,Germany
Regen,48.9694,13.1038,18000,78840.0,Germany,Niederbayern,DE22,Germany
Frauenau,48.9919,13.2939,4600,20148.0,Germany,Niederbayern,DE22,Germany
Ruhmannsfelden,48.9896,12.9888,9700,42486.0,Germany,Niederbayern,DE22,Germany
Bodenmais,49.0625,13.0764,27000,118260.0,Germany,Niederbayern,DE22,Germany
Kirchberg,48.9094,13.1965,6500,28470.0,Germany,Niederbayern,DE22,Germany
ZV Zellertal Sitz Arnbruck,49.0989,13.0033,9500,41610.0,Germany,Niederbayern,DE22,Germany
Rinchnach,48.9567,13.1986,4000,17520.0,Germany,Niederbayern,DE22,Germany
Prackenbach,49.1074,12.8477,1900,8322.0,Germany,Niederbayern,DE22,Germany
Viechtach,49.0844,12.8905,30000,131400.0,Germany,Niederbayern,DE22,Germany
Teisnach,49.0428,12.9935,21000,91980.0,Germany,Niederbayern,DE22,Germany
Zwiesel,49.0064,13.1976,27000,118260.0,Germany,Niederbayern,DE22,Germany
Bischofsmais-Langbruck,48.9272,13.1151,8500,37230.0,Germany,Niederbayern,DE22,Germany
Bogen,48.8916,12.7128,15000,65700.0,Germany,Niederbayern,DE22,Germany
Atting,48.9084,12.4988,5700,24966.0,Germany,Niederbayern,DE22,Germany
Mallersdorf-Pfaffenberg,48.7758,12.2691,10000,43800.0,Germany,Niederbayern,DE22,Germany
Niederwinkling,48.8696,12.8413,4999,21895.62,Germany,Niederbayern,DE22,Germany
Hunderdorf,48.9368,12.736,5500,24090.0,Germany,Niederbayern,DE22,Germany
Leiblfing,48.775,12.5218,3600,15768.0,Germany,Niederbayern,DE22,Germany
Salching,48.8139,12.5785,3000,13140.0,Germany,Niederbayern,DE22,Germany
Oberschneiding,48.7998,12.6527,2400,10512.0,Germany,Niederbayern,DE22,Germany
Geiselhöring,48.838,12.4055,12000,52560.0,Germany,Niederbayern,DE22,Germany
Schwarzach,48.9073,12.8235,4500,19710.0,Germany,Niederbayern,DE22,Germany
Straßkirchen,48.8375,12.7697,11900,52122.0,Germany,Niederbayern,DE22,Germany
Laberweinting,48.8028,12.3168,4000,17520.0,Germany,Niederbayern,DE22,Germany
Steinach,48.9447,12.624,3250,14235.0,Germany,Niederbayern,DE22,Germany
Rattenberg,49.1067,12.748,4900,21462.0,Germany,Niederbayern,DE22,Germany
Parkstetten,48.9086,12.6343,5500,24090.0,Germany,Niederbayern,DE22,Germany
Mitterfels,48.9666,12.6811,4750,20805.0,Germany,Niederbayern,DE22,Germany
Kirchroth,48.9449,12.5444,4800,21024.0,Germany,Niederbayern,DE22,Germany
Sankt Englmar,48.9746,12.8391,4999,21895.62,Germany,Niederbayern,DE22,Germany
Wurmannsquick OT Hirschhorn,48.3739,12.7598,4000,17520.0,Germany,Niederbayern,DE22,Germany
Passau-Haibach,48.5788,13.498,110000,481800.0,Austria,Oberösterreich,AT31,Austria
Büchlberg,48.6785,13.5239,6500,28470.0,Germany,Niederbayern,DE22,Germany
Wegscheid,48.5931,13.8003,6000,26280.0,Austria,Oberösterreich,AT31,Austria
Eging am See,48.7231,13.2629,7000,30660.0,Germany,Niederbayern,DE22,Germany
Hauzenberg,48.6117,13.583,22000,96360.0,Germany,Niederbayern,DE22,Germany
Untergriesbach,48.5771,13.6586,4200,18396.0,Germany,Niederbayern,DE22,Germany
Thyrnau,48.5855,13.5324,6500,28470.0,Germany,Niederbayern,DE22,Germany
Aldersbach,48.6002,13.0883,20000,87600.0,Germany,Niederbayern,DE22,Germany
Ruhstorf an der Rott,48.4458,13.3751,14200,62196.0,Austria,Oberösterreich,AT31,Austria
Bad Griesbach im Rottal,48.4139,13.2221,27000,118260.0,Germany,Niederbayern,DE22,Germany
Hutthurm,48.6865,13.4494,21000,91980.0,Germany,Niederbayern,DE22,Germany
Ortenburg-Blindham,48.5749,13.2016,11000,48180.0,Germany,Niederbayern,DE22,Germany
Vilshofen-Zentrum,48.6268,13.204,56000,245280.0,Germany,Niederbayern,DE22,Germany
Pocking,48.424,13.3316,17000,74460.0,Austria,Oberösterreich,AT31,Austria
Bad Füssing,48.3399,13.3511,95000,416100.0,Austria,Oberösterreich,AT31,Austria
Haarbach-Wolfachtal,48.5331,13.1831,3600,15768.0,Germany,Niederbayern,DE22,Germany
Neukirchen vorm Wald,48.6848,13.393,2600,11388.0,Germany,Niederbayern,DE22,Germany
Tiefenbach,48.6191,13.3895,8000,35040.0,Germany,Niederbayern,DE22,Germany
Tittling,48.7576,13.4035,12000,52560.0,Germany,Niederbayern,DE22,Germany
Salzweg,48.6026,13.4529,6000,26280.0,Germany,Niederbayern,DE22,Germany
Ruderting,48.6506,13.4398,4300,18834.0,Germany,Niederbayern,DE22,Germany
Aicha vorm Wald,48.6666,13.3069,4000,17520.0,Germany,Niederbayern,DE22,Germany
Obernzell,48.5614,13.6165,7500,32850.0,Germany,Niederbayern,DE22,Germany
Freyung,48.8103,13.5352,17000,74460.0,Germany,Niederbayern,DE22,Germany
Grafenau,48.8578,13.3846,9900,43362.0,Germany,Niederbayern,DE22,Germany
Spiegelau,48.9086,13.3587,7500,32850.0,Germany,Niederbayern,DE22,Germany
Spiegelau OT Augrub,48.8739,13.356,4500,19710.0,Germany,Niederbayern,DE22,Germany
Innernzell,48.8576,13.2714,3600,15768.0,Germany,Niederbayern,DE22,Germany
Jandelsbrunn,48.7337,13.679,4200,18396.0,Germany,Niederbayern,DE22,Germany
Haidmühle,48.8312,13.7766,4000,17520.0,Czechia,Jihozápad,CZ03,Czechia
Neureichenau,48.7406,13.75,6000,26280.0,Germany,Niederbayern,DE22,Germany
Hinterschmiding,48.8157,13.5768,3000,13140.0,Germany,Niederbayern,DE22,Germany
ZV Neuschönau-Sankt Oswald,48.8669,13.4515,6000,26280.0,Germany,Niederbayern,DE22,Germany
Röhrnbach,48.7265,13.5169,8000,35040.0,Germany,Niederbayern,DE22,Germany
Schönberg,48.8235,13.3549,8800,38544.0,Germany,Niederbayern,DE22,Germany
Eppenschlag-Kirchdorf,48.8851,13.2859,4100,17958.0,Germany,Niederbayern,DE22,Germany
Grainet,48.7848,13.6355,4000,17520.0,Germany,Niederbayern,DE22,Germany
Grafenau OT Furth,48.789,13.3897,6500,28470.0,Germany,Niederbayern,DE22,Germany
Waldkirchen,48.7267,13.5516,16000,70080.0,Germany,Niederbayern,DE22,Germany
Gangkofen,48.432,12.572,6600,28908.0,Germany,Niederbayern,DE22,Germany
Arnstorf,48.5679,12.8211,20000,87600.0,Germany,Niederbayern,DE22,Germany
Tann,48.3054,12.8962,4000,17520.0,Germany,Niederbayern,DE22,Germany
Egglham,48.5356,13.0576,3000,13140.0,Germany,Niederbayern,DE22,Germany
Triftern,48.4056,13.0227,4000,17520.0,Germany,Niederbayern,DE22,Germany
Johanniskirchen,48.5361,12.956,3000,13140.0,Germany,Niederbayern,DE22,Germany
Eggenfelden,48.4056,12.7826,91933,402666.54,Germany,Niederbayern,DE22,Germany
Simbach am Inn,48.2629,13.0382,19500,85410.0,Germany,Niederbayern,DE22,Germany
Massing,48.39,12.6391,6000,26280.0,Germany,Niederbayern,DE22,Germany
Bad Birnbach,48.4314,13.0978,24000,105120.0,Germany,Niederbayern,DE22,Germany
Roßbach,48.602,12.9406,3900,17082.0,Germany,Niederbayern,DE22,Germany
Pfarrkirchen,48.4323,12.9692,49500,216810.0,Germany,Niederbayern,DE22,Germany
Mitterskirchen,48.352,12.7349,2500,10950.0,Germany,Niederbayern,DE22,Germany
Mauth,48.8846,13.575,4500,19710.0,Germany,Niederbayern,DE22,Germany
Augsburg,48.4137,10.8884,600000,2628000.0,Germany,Schwaben,DE27,Germany
Schwabmünchen,48.2009,10.7269,25000,109500.0,Germany,Schwaben,DE27,Germany
Zusmarshausen,48.4248,10.5941,12600,55188.0,Germany,Schwaben,DE27,Germany
Langweid/Lech,48.5005,10.8654,15600,68328.0,Germany,Schwaben,DE27,Germany
Gersthofen,48.4598,10.8821,31670,138714.6,Germany,Schwaben,DE27,Germany
Dinkelscherben,48.3563,10.5703,12000,52560.0,Germany,Schwaben,DE27,Germany
Fischach,48.2953,10.6576,14000,61320.0,Germany,Schwaben,DE27,Germany
Gablingen,48.4599,10.8335,12000,52560.0,Germany,Schwaben,DE27,Germany
Ustersbach,48.3176,10.6351,12000,52560.0,Germany,Schwaben,DE27,Germany
Thierhaupten,48.5744,10.8995,5000,21900.0,Germany,Schwaben,DE27,Germany
Bobingen,48.2934,10.8375,28000,122640.0,Germany,Schwaben,DE27,Germany
Meitingen,48.579,10.8713,21500,94170.0,Germany,Schwaben,DE27,Germany
Adelsried-Bonstetten S. Bonstetten,48.4346,10.6934,4616,20218.08,Germany,Schwaben,DE27,Germany
Wehringen,48.2658,10.8007,9000,39420.0,Germany,Schwaben,DE27,Germany
Welden,48.468,10.6544,6000,26280.0,Germany,Schwaben,DE27,Germany
ZV Donnsberg-Gruppe S. Allmannshofen,48.6179,10.8155,7500,32850.0,Germany,Schwaben,DE27,Germany
AZV Lechfeld,48.2168,10.9126,48000,210240.0,Germany,Oberbayern,DE21,Germany
Biberbach,48.5347,10.8227,4900,21462.0,Germany,Schwaben,DE27,Germany
Altenmünster,48.4922,10.6129,8500,37230.0,Germany,Schwaben,DE27,Germany
AZV Schmuttertal Sitz Hirblingen,48.4397,10.8221,75000,328500.0,Germany,Schwaben,DE27,Germany
Oettingen/Bay,48.9411,10.612,9400,41172.0,Germany,Schwaben,DE27,Germany
Möttingen,48.8086,10.6019,4050,17739.0,Germany,Schwaben,DE27,Germany
Donauwörth,48.7098,10.797,64000,280320.0,Germany,Schwaben,DE27,Germany
Rain/Lech,48.7003,10.9243,21000,91980.0,Germany,Schwaben,DE27,Germany
Tapfheim OT Erlingshofen,48.682,10.7146,6000,26280.0,Germany,Schwaben,DE27,Germany
Harburg/Schwaben,48.7735,10.7029,7500,32850.0,Germany,Schwaben,DE27,Germany
Kaisheim,48.7594,10.7862,6000,26280.0,Germany,Schwaben,DE27,Germany
Monheim,48.8384,10.8761,9700,42486.0,Germany,Schwaben,DE27,Germany
Oberndorf a. Lech,48.6772,10.8801,3200,14016.0,Germany,Schwaben,DE27,Germany
Nördlingen,48.8751,10.5148,70000,306600.0,Germany,Schwaben,DE27,Germany
Baar (Schwaben),48.5994,10.9546,9000,39420.0,Germany,Schwaben,DE27,Germany
Pöttmes,48.5809,11.1132,10700,46866.0,Germany,Oberbayern,DE21,Germany
AZV Kabisbachgruppe,48.5218,10.9015,18500,81030.0,Germany,Schwaben,DE27,Germany
Rehling,48.499,10.9164,4000,17520.0,Germany,Schwaben,DE27,Germany
Dasing,48.3946,11.0604,11000,48180.0,Germany,Schwaben,DE27,Germany
Affing,48.4626,10.9336,8500,37230.0,Germany,Schwaben,DE27,Germany
Friedberg-Paar,48.3685,11.0449,16800,73584.0,Germany,Schwaben,DE27,Germany
Friedberg-Nord,48.4221,10.946,10000,43800.0,Germany,Schwaben,DE27,Germany
Aichach,48.4747,11.1322,37500,164250.0,Germany,Schwaben,DE27,Germany
AZV Mittlere Wörnitz,48.8466,10.6389,20000,87600.0,Germany,Schwaben,DE27,Germany
ZV Härtsfeld-Württemberg,48.6633,10.3911,25000,109500.0,Germany,Stuttgart,DE11,Germany
Holzheim,48.5165,10.5325,3600,15768.0,Germany,Schwaben,DE27,Germany
Wittislingen,48.6142,10.4314,3800,16644.0,Germany,Schwaben,DE27,Germany
ZV Untere Brenz Sitz Bächingen,48.5466,10.3257,9900,43362.0,Germany,Schwaben,DE27,Germany
Bissingen,48.7097,10.6273,35000,153300.0,Germany,Schwaben,DE27,Germany
Lauingen,48.5683,10.4503,35000,153300.0,Germany,Schwaben,DE27,Germany
Gundelfingen,48.5542,10.3857,25000,109500.0,Germany,Schwaben,DE27,Germany
Wertingen,48.5701,10.7,15000,65700.0,Germany,Schwaben,DE27,Germany
Dillingen / Donau,48.5741,10.5095,45000,197100.0,Germany,Schwaben,DE27,Germany
Höchstädt / Donau,48.6138,10.5825,8300,36354.0,Germany,Schwaben,DE27,Germany
Syrgenstein-Vg,48.6259,10.3329,8000,35040.0,Germany,Stuttgart,DE11,Germany
AZV Obere Zusam,48.5386,10.6651,4400,19272.0,Germany,Schwaben,DE27,Germany
Buttenwiesen OT Lauterbach,48.6309,10.7413,10000,43800.0,Germany,Schwaben,DE27,Germany
Burgau,48.4409,10.4071,18750,82125.0,Germany,Schwaben,DE27,Germany
Leipheim,48.456,10.2287,16000,70080.0,Germany,Schwaben,DE27,Germany
Krumbach,48.2784,10.3566,30000,131400.0,Germany,Schwaben,DE27,Germany
ZV Mindel-Gruppe Sitz Thannhausen,48.2942,10.4602,35000,153300.0,Germany,Schwaben,DE27,Germany
ZV Burtenbach-Münsterhausen S.Burtenba.,48.3466,10.441,6000,26280.0,Germany,Schwaben,DE27,Germany
Jettingen-Scheppach,48.4119,10.4212,18000,78840.0,Germany,Schwaben,DE27,Germany
Ziemetshausen,48.2989,10.541,6350,27813.0,Germany,Schwaben,DE27,Germany
Günzburg,48.4649,10.2877,110000,481800.0,Germany,Schwaben,DE27,Germany
Bibertal,48.4246,10.185,5000,21900.0,Germany,Schwaben,DE27,Germany
ZV Unteres Günztal Sitz Ichenhausen,48.4167,10.2798,27500,120450.0,Germany,Schwaben,DE27,Germany
ZV Mindel-Kammel Sitz Offingen,48.4899,10.3837,30000,131400.0,Germany,Schwaben,DE27,Germany
Vöhringen,48.2876,10.0658,40000,175200.0,Germany,Schwaben,DE27,Germany
ZV Mittleres Rothtal S. Pfaffenhofen,48.3602,10.1559,11000,48180.0,Germany,Schwaben,DE27,Germany
Zweckverband Klärwerk Steinhäule,48.4256,10.031,445000,1949100.0,Germany,Schwaben,DE27,Germany
Nersingen,48.44,10.1274,15000,65700.0,Germany,Schwaben,DE27,Germany
ZV Mittleres Illertal Sitz Illertissen,48.2508,10.0742,95000,416100.0,Germany,Schwaben,DE27,Germany
ZV Holzheim-Steinheim Sitz Neu-Ulm,48.4025,10.0969,3150,13797.0,Germany,Schwaben,DE27,Germany
Elchingen,48.4422,10.1103,22000,96360.0,Germany,Schwaben,DE27,Germany
Weißenhorn,48.3212,10.1489,20000,87600.0,Germany,Schwaben,DE27,Germany
Adelzhausen,48.3613,11.1493,2000,8760.0,Germany,Schwaben,DE27,Germany
Paartal,48.5136,11.1652,9980,43712.4,Germany,Schwaben,DE27,Germany
Hof,50.3367,11.899,290000,1270200.0,Germany,Oberfranken,DE24,Germany
Stammbach,50.1416,11.6797,8000,35040.0,Germany,Oberfranken,DE24,Germany
Schwarzenbach/Wald,50.2788,11.6128,4000,17520.0,Germany,Oberfranken,DE24,Germany
Regnitzlosau,50.2905,12.0238,4950,21681.0,Germany,Oberfranken,DE24,Germany
AV Selbitztal,50.3499,11.7038,49999,218995.62,Germany,Oberfranken,DE24,Germany
Bayreuth,49.9602,11.5485,300000,1314000.0,Germany,Oberfranken,DE24,Germany
Fichtelberg,49.9952,11.8544,4250,18615.0,Germany,Oberfranken,DE24,Germany
Bad Berneck im Fichtelgebirge,50.0432,11.6377,5000,21900.0,Germany,Oberfranken,DE24,Germany
Weidenberg,49.9431,11.7089,4900,21462.0,Germany,Oberfranken,DE24,Germany
Bischofsgrün,50.0556,11.7807,3200,14016.0,Germany,Oberfranken,DE24,Germany
Waischenfeld,49.8366,11.3472,7500,32850.0,Germany,Oberfranken,DE24,Germany
Mistelbach,49.918,11.5225,5000,21900.0,Germany,Oberfranken,DE24,Germany
Pegnitz,49.7403,11.5525,25000,109500.0,Germany,Oberfranken,DE24,Germany
Hollfeld,49.9285,11.2951,7000,30660.0,Germany,Oberfranken,DE24,Germany
Pottenstein,49.7757,11.3995,9500,41610.0,Germany,Oberfranken,DE24,Germany
Gefrees,50.0868,11.7222,7000,30660.0,Germany,Oberfranken,DE24,Germany
Zweckverband zur Abwasserbeseitigung Truppachtal,49.8995,11.3683,6300,27594.0,Germany,Oberfranken,DE24,Germany
Goldkronach,50.0159,11.656,4300,18834.0,Germany,Oberfranken,DE24,Germany
Speichersdorf,49.8655,11.7851,4900,21462.0,Germany,Oberfranken,DE24,Germany
Ahorntal,49.8305,11.3909,4000,17520.0,Germany,Oberfranken,DE24,Germany
Verwaltungsgemeinschaft Betzenstein,49.6068,11.4988,5400,23652.0,Germany,Mittelfranken,DE25,Germany
Neuenmarkt,50.1161,11.5673,3700,16206.0,Germany,Oberfranken,DE24,Germany
Marktleugast,50.1527,11.6352,7500,32850.0,Germany,Oberfranken,DE24,Germany
Himmelkron,50.0672,11.5834,11000,48180.0,Germany,Oberfranken,DE24,Germany
ZV Abwasserbeseitigung Rotmaintal,50.0116,11.4826,9000,39420.0,Germany,Oberfranken,DE24,Germany
Kulmbach,50.1016,11.4139,270000,1182600.0,Germany,Oberfranken,DE24,Germany
Nagel,49.9737,11.9241,3400,14892.0,Germany,Oberpfalz,DE23,Germany
Arzberg,50.062,12.2021,24000,105120.0,Germany,Oberfranken,DE24,Germany
gku Oberes Egertal Röslau,50.0887,11.9865,16000,70080.0,Germany,Oberfranken,DE24,Germany
Kirchenlamitz,50.1802,11.9744,5000,21900.0,Germany,Oberfranken,DE24,Germany
Wunsiedel,50.0385,12.0272,35000,153300.0,Germany,Oberfranken,DE24,Germany
Selb,50.1625,12.1161,65000,284700.0,Germany,Oberfranken,DE24,Germany
Marktredwitz,50.0035,12.1106,60000,262800.0,Germany,Oberpfalz,DE23,Germany
Bindlach,50.0114,11.5816,14000,61320.0,Germany,Oberfranken,DE24,Germany
ZV Zentralkläranlage Ingolstadt,48.7593,11.493,275000,1204500.0,Germany,Oberbayern,DE21,Germany
Pfaffenhofen/Ilm,48.5423,11.5153,54000,236520.0,Germany,Oberbayern,DE21,Germany
Reichertshofen OT Winden,48.6522,11.4947,3500,15330.0,Germany,Oberbayern,DE21,Germany
Vohburg/Donau,48.773,11.6333,14000,61320.0,Germany,Oberbayern,DE21,Germany
Wolnzach,48.618,11.6057,15000,65700.0,Germany,Oberbayern,DE21,Germany
Münchsmünster,48.7959,11.6942,12500,54750.0,Germany,Oberbayern,DE21,Germany
ZV Mittleres Ilmtal Sitz Rohrbach,48.6419,11.5826,10000,43800.0,Germany,Oberbayern,DE21,Germany
Hohenwart,48.5928,11.3935,4950,21681.0,Germany,Oberbayern,DE21,Germany
AZV Geisenhausen-Geroldshausen,48.5701,11.6192,3500,15330.0,Germany,Oberbayern,DE21,Germany
ZV Oberes Ilmtal Sitz Reichertshausen,48.4735,11.5053,17100,74898.0,Germany,Oberbayern,DE21,Germany
Geisenfeld,48.6977,11.6187,15000,65700.0,Germany,Oberbayern,DE21,Germany
Manching,48.7237,11.4977,42000,183960.0,Germany,Oberbayern,DE21,Germany
Buxheim,48.7958,11.2999,4600,20148.0,Germany,Oberbayern,DE21,Germany
Kipfenberg,48.9555,11.3956,7500,32850.0,Germany,Oberbayern,DE21,Germany
Altmannstein,48.9003,11.6612,9000,39420.0,Germany,Niederbayern,DE22,Germany
Denkendorf,48.9503,11.3887,4500,19710.0,Germany,Oberbayern,DE21,Germany
Eichstätt,48.8796,11.2162,30000,131400.0,Germany,Oberbayern,DE21,Germany
Beilngries,49.0281,11.4787,19200,84096.0,Germany,Oberpfalz,DE23,Germany
Nassenfels,48.7957,11.2373,2700,11826.0,Germany,Oberbayern,DE21,Germany
Titting,48.9991,11.2236,4000,17520.0,Germany,Oberbayern,DE21,Germany
Pförring,48.8045,11.7062,9800,42924.0,Germany,Niederbayern,DE22,Germany
Gachenbach,48.4968,11.268,3000,13140.0,Germany,Oberbayern,DE21,Germany
Schrobenhausen,48.5731,11.2783,55500,243090.0,Germany,Oberbayern,DE21,Germany
Weichering,48.7206,11.3351,2800,12264.0,Germany,Oberbayern,DE21,Germany
Waidhofen,48.584,11.337,2100,9198.0,Germany,Oberbayern,DE21,Germany
Neuburg/Donau,48.7404,11.2111,67500,295650.0,Germany,Oberbayern,DE21,Germany
Burgheim,48.7049,11.0191,7100,31098.0,Germany,Oberbayern,DE21,Germany
Rennertshofen,48.749,11.0624,4999,21895.62,Germany,Oberbayern,DE21,Germany
Karlshuld,48.694,11.2862,10000,43800.0,Germany,Oberbayern,DE21,Germany
Karlskron,48.6859,11.4335,4500,19710.0,Germany,Oberbayern,DE21,Germany
Interpark Management Gmbh,48.7583,11.5102,31000,135780.0,Germany,Oberbayern,DE21,Germany
Gerolsbach,48.4994,11.3742,2917,12776.46,Germany,Oberbayern,DE21,Germany
Bamberg,49.9129,10.8594,250000,1095000.0,Germany,Oberfranken,DE24,Germany
Memmelsdorf,49.9381,10.9464,14000,61320.0,Germany,Oberfranken,DE24,Germany
Schlüsselfeld,49.7453,10.6434,14000,61320.0,Germany,Oberfranken,DE24,Germany
Kemmern,49.9468,10.8771,4000,17520.0,Germany,Oberfranken,DE24,Germany
Ebrach,49.8393,10.525,3000,13140.0,Germany,Oberfranken,DE24,Germany
Walsdorf,49.8703,10.7906,2500,10950.0,Germany,Oberfranken,DE24,Germany
Scheßlitz,49.9718,11.0175,10000,43800.0,Germany,Oberfranken,DE24,Germany
Baunach,49.9825,10.857,6500,28470.0,Germany,Oberfranken,DE24,Germany
Reckendorf,50.0063,10.8356,4133,18102.54,Germany,Oberfranken,DE24,Germany
AZV BUTTENHEIM-ALTENDORF,49.7977,11.0001,17000,74460.0,Germany,Oberfranken,DE24,Germany
Viereth-Trunstadt,49.9348,10.7518,6000,26280.0,Germany,Oberfranken,DE24,Germany
Burgebrach,49.83,10.7571,13000,56940.0,Germany,Oberfranken,DE24,Germany
Heiligenstadt in Oberfranken,49.8529,11.1814,6000,26280.0,Germany,Oberfranken,DE24,Germany
Gundelsheim,49.9367,10.9078,3000,13140.0,Germany,Oberfranken,DE24,Germany
Lisberg,49.891,10.7317,4500,19710.0,Germany,Oberfranken,DE24,Germany
Hirschaid,49.8214,10.9639,16000,70080.0,Germany,Oberfranken,DE24,Germany
Stegaurach,49.8521,10.8679,9000,39420.0,Germany,Oberfranken,DE24,Germany
Strullendorf,49.8437,10.9549,15000,65700.0,Germany,Oberfranken,DE24,Germany
Oberhaid,49.926,10.7776,4999,21895.62,Germany,Oberfranken,DE24,Germany
ZV Pommersfelden-Frensdorf-Süd,49.7824,10.8488,5500,24090.0,Germany,Oberfranken,DE24,Germany
Breitengüßbach,49.98,10.8845,6850,30003.0,Germany,Oberfranken,DE24,Germany
Rattelsdorf,50.0411,10.8769,4600,20148.0,Germany,Oberfranken,DE24,Germany
Zapfendorf,50.0197,10.9243,7300,31974.0,Germany,Oberfranken,DE24,Germany
Frensdorf,49.8198,10.8755,4500,19710.0,Germany,Oberfranken,DE24,Germany
Gößweinstein,49.7756,11.3372,6000,26280.0,Germany,Oberfranken,DE24,Germany
AZV_Hirtenbachgruppe,49.6959,11.0449,10000,43800.0,Germany,Oberfranken,DE24,Germany
Ebermannstadt,49.7749,11.1791,25000,109500.0,Germany,Oberfranken,DE24,Germany
ZV_Eggolsheim_Hallerndorf,49.7832,11.0172,15000,65700.0,Germany,Oberfranken,DE24,Germany
ZV Trubachtal Egloffstein,49.7188,11.25,7400,32412.0,Germany,Oberfranken,DE24,Germany
Forchheim,49.7416,11.0457,90000,394200.0,Germany,Oberfranken,DE24,Germany
